CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AWE_MEAN	SPANISH_RELIEF_MEAN	SPANISH_EXCITEMENT_MEAN	SPANISH_AMUSEMENT_MEAN	SPANISH_PLEASURE_MEAN	SPANISH_CONTENTMENT_MEAN	SPANISH_SERENITY_MEAN	LINE_IN_SOURCE
1839	CRY	llorar	1.95000	4.25000	1.75000	1.15000	2.35000	2.50000	2.25000	5274
184	MAST	mástil	1.77273	1.95455	1.68421	1.70000	1.55000	1.85714	1.78947	5500
1840	BUILD	construir	3.35000	2.75000	3.20000	2.80000	3.80000	3.50000	2.95455	2059
1841	SUSPECT	sospechar	2.10000	1.75000	1.80000	1.55000	1.85000	1.65000	1.60000	8122
1844	BOAT	bote	1.65000	2.40000	2.25000	2.45000	2.20000	1.95000	2.20000	1137
1845	BALL	pelota	1.60000	2.00000	2.45000	3.76190	2.60000	2.15000	2.37500	6460
1846	RULE	gobernar	2.20833	1.65000	2.50000	2.20000	2.30000	1.95000	1.90000	4146
185	FIREPLACE	fogón	1.80000	1.90000	1.60000	1.77273	2.15000	1.70000	2.04545	3889
1850	COTTON	algodón	1.65000	2.85000	2.00000	2.40000	3.45000	2.95000	3.45000	355
1851	POCKET	bolsillo	1.65000	2.85000	1.40000	1.71429	2.47826	2.20000	1.95000	1113
1853	DOVE	paloma	2.10000	2.18182	2.20000	2.04545	1.75000	2.25000	2.71429	6279
1856	SOFT	suave	3.00000	3.90000	2.52381	3.00000	4.15000	3.87500	3.75000	8131
1857	CROCODILE	cocodrilo	2.05000	1.80000	2.25000	1.90909	2.15000	1.60000	1.35000	1716
1858	FISHERMAN	pescador	2.20000	2.05000	1.80000	1.80000	2.00000	1.75000	2.60000	6581
1862	DONKEY	burro	1.85000	1.95000	1.95000	3.15000	1.80000	1.65000	2.35000	1199
1863	AMAZING	increíble	4.45000	3.50000	4.25000	3.85000	3.80000	3.25000	2.90000	4622
1864	HUNGER	hambre	2.10000	1.95000	2.05000	1.47619	2.00000	1.80000	1.60000	4274
1867	COIN	moneda	2.35000	2.73077	2.40000	2.65000	3.10000	2.75000	2.35000	5751
1869	BUY	comprar	2.10000	3.05000	3.05000	2.95652	3.41667	2.65000	2.45455	1875
1870	ANCHOR	ancla	1.82609	2.35000	2.00000	1.95000	1.84211	2.00000	2.70000	474
1871	CAMEL	camello	1.85000	1.76190	2.30000	2.35000	1.80000	2.00000	2.40000	1290
1873	ANTHILL	hormiguero	2.05000	1.65000	1.70000	1.85000	1.65000	1.80000	1.50000	4401
1874	SAUSAGE	chorizo	1.52381	2.00000	1.70000	2.10000	2.47826	2.20000	1.43478	1602
1879	DANCE	bailar	2.60000	3.15000	3.90000	4.60000	4.55000	4.33333	3.35000	946
1884	HARD	duro	1.75000	1.85000	1.70000	1.65000	2.10000	1.80000	1.70000	2982
1888	PAIR	par	1.65000	2.20000	1.65000	2.15000	2.55000	2.35000	2.00000	6306
1890	BELIEVE	creer	3.55000	3.50000	3.50000	2.50000	3.45000	3.50000	3.33333	2252
1892	TOUCH	tocar	2.50000	2.45000	2.95000	3.05000	3.33333	3.00000	3.45000	8458
1894	ASHAMED	avergonzado	1.82609	1.55000	1.20000	1.40000	1.35000	1.25000	1.35000	907
1895	CLOTHES	ropa	2.20000	2.85000	3.20000	3.10000	3.10000	3.45000	2.40000	7694
1897	HELP	ayudar	4.20000	4.20000	3.70000	3.00000	4.00000	4.60000	3.65217	926
1898	SPECTACLES	gafas	1.80000	2.65000	2.30000	2.42857	2.70000	2.15000	2.14286	4026
1899	MAD	loco	1.50000	1.45000	2.30435	2.40000	1.85000	1.60000	1.45000	5287
1901	SHOVEL	pala	1.60000	1.55000	1.70000	1.85714	1.39130	1.60000	1.77273	6263
1902	BETRAY	traicionar	1.50000	1.05000	1.35000	1.19048	1.30000	1.33333	1.10000	8535
1904	DROWN	ahogar	1.50000	1.13043	1.27273	1.20000	1.20000	1.15000	1.20000	286
1905	EAGLE	águila	2.55000	2.45000	2.00000	1.70000	2.55000	2.60000	2.65000	282
1906	SOUR	ácido	1.95455	1.04762	1.60000	1.80000	1.78261	1.35000	1.20000	94
1907	MOLE	topo	1.55000	1.45000	1.35000	1.78261	1.78261	1.60000	1.72727	8478
1909	SHAKE	sacudir	1.65000	2.15000	2.00000	2.09524	2.05000	1.78261	1.65000	7750
191	NUT	nuez	1.85000	2.30000	1.86364	1.95000	2.50000	2.90000	2.41667	6036
1913	PRESS	presionar	1.42857	1.50000	2.15000	1.85000	1.65217	1.52000	1.60000	6876
1914	DEBT	deuda	1.35000	1.55000	1.22727	1.25000	1.15000	1.15000	1.05000	2720
1917	TIE	atar	1.30000	1.65000	1.50000	1.65000	1.85000	2.00000	1.40000	797
1919	TORCH	linterna	1.60000	2.85000	1.80000	2.25000	2.05000	1.85000	2.30000	5236
192	CORNER	esquina	1.45000	1.65000	1.69565	1.45000	1.70000	2.05000	1.85000	3430
1920	DREAM (SOMETHING)	soñar	3.75000	3.95000	4.05000	3.50000	4.27273	4.35000	3.35000	8105
1922	LAND (DESCEND)	desembarcar	2.35000	2.95000	3.05000	2.52381	2.65000	2.35000	2.22727	2596
1923	ROUGH	áspero	1.72727	1.50000	1.50000	1.45000	1.35000	1.35000	1.15789	771
1924	VEIN	vena	2.10000	1.55000	2.00000	1.63636	2.15000	1.80000	1.78261	8788
1925	ARTERY	arteria	2.05263	2.15000	1.55000	1.63636	2.15000	2.35000	1.50000	699
1927	BAMBOO	bambú	2.60000	2.65000	2.50000	1.82609	2.80000	2.85000	3.00000	967
1929	STUDY	estudiar	3.56522	2.75000	3.09524	2.63636	2.70000	3.25000	2.80952	3516
1930	RAVINE	barranco	2.05000	1.58333	1.70000	1.50000	1.65000	1.70000	1.65000	999
1931	BEESWAX	cera	1.60000	2.30000	1.45000	1.60000	2.10000	1.65000	2.65000	1531
1934	BEGGAR	mendigo	1.59091	1.50000	1.60000	1.10000	1.50000	1.40000	1.59091	5588
1936	DEER	venado	1.45000	2.00000	1.75000	1.38889	2.00000	2.22222	2.36842	8789
1938	FORTRESS	castillo	2.45000	2.25000	2.50000	2.61905	3.05000	2.60000	2.80000	1453
1939	SWEAR	jurar	2.30000	2.26087	2.00000	1.85714	2.20833	2.13043	2.35000	5049
194	FAMILY	familia	4.25000	4.30000	3.45000	3.65000	4.10000	4.55000	3.65000	3715
1941	SOLDIER	soldado	2.90000	1.75000	2.35000	1.35000	2.14286	1.95000	1.56522	8062
1942	NEAR	cerca	2.00000	2.95000	2.50000	2.50000	2.63158	3.10000	2.72727	1533
1943	CROWN (OF HEAD)	corona	1.86957	2.10000	2.15000	2.05000	2.80000	2.60000	2.10000	2178
1945	IDOL	ídolo	4.20000	2.55000	3.10000	3.30000	3.20000	3.15385	2.70000	4473
1948	SAW	sierra	2.65000	2.08696	2.20000	2.05000	2.78261	3.00000	2.33333	7955
1956	SUNFLOWER	girasol	3.20000	3.20833	2.85000	3.27273	3.25000	3.05000	3.31818	4125
1959	RAW	crudo	1.65000	1.41667	1.45000	1.25000	1.70000	1.55000	1.50000	2290
1961	NECKLACE	collar	2.00000	2.04545	1.85000	2.55000	2.10000	2.43478	2.05000	1756
1966	BUNCH	racimo	1.90000	1.75000	2.19048	1.90909	2.57895	1.61111	2.57895	7169
1967	CALENDAR	calendario	1.47619	2.40000	2.13043	2.10000	2.55000	2.45000	2.08696	1253
1970	CANOE	canoa	2.05000	1.75000	2.55000	3.45000	3.05000	2.15000	2.40000	1333
1971	FAN (OBJECT)	abanico	2.30000	2.70000	2.40909	2.31818	2.85000	2.90000	2.90000	7
1973	DEMON	demonio	1.80000	1.35000	1.79167	1.61905	1.15000	1.40000	1.05000	2477
1974	CENTIPEDE	ciempiés	1.80000	1.20000	1.80000	1.61905	1.95000	1.90000	1.26087	1616
1981	WIDOWER	viudo	1.90000	1.50000	1.45000	1.05000	1.15000	1.31818	1.85000	8936
1986	DISEASE	enfermedad	1.85000	1.23810	1.36364	1.30000	1.00000	1.45000	1.22727	3175
1998	COMMAND	mandar	1.70000	2.27273	2.05000	1.91304	2.30000	2.30000	1.95000	5407
1999	OVERCOME	superar	4.15000	4.23810	4.55000	2.90909	4.25000	4.30000	3.57143	8201
2	DUST	polvo	1.55000	2.05000	1.65000	2.62500	2.10000	2.14286	1.82609	6729
2001	PAINTING	dibujar	4.05000	3.55000	2.55000	4.15000	3.40000	3.40000	3.45455	2749
2002	DITCH	zanja	1.84211	1.30000	1.36842	1.73684	1.61111	1.45000	1.45000	8987
2003	FLOW	fluir	2.95000	3.54545	3.33333	3.00000	3.60000	3.35000	4.30000	3883
2005	MASK	máscara	2.35000	1.80000	2.40000	3.04762	2.50000	1.75000	2.10000	5494
2006	FILL	llenar	2.70000	3.00000	2.85000	1.86364	2.70000	2.95000	2.80000	5271
2008	RESCUE	salvar	3.52174	4.15000	3.30435	2.15000	3.70000	4.40000	2.85000	7783
2009	DOG	perro	2.95000	3.10000	3.50000	4.10000	3.90000	3.20000	3.13636	6550
201	FARM	granja	2.15000	2.25000	2.10000	3.20000	2.90000	3.30000	3.04762	4196
2011	COFFIN	ataúd	1.65000	1.30000	1.31818	1.00000	1.05000	1.35000	1.65000	800
2014	GO DOWN (DESCEND)	bajar	1.65000	2.30000	1.72727	1.85000	2.15000	2.30000	1.95000	952
2017	MIX	batir	1.58333	1.50000	1.95000	2.30000	2.00000	2.04762	2.05000	1026
2019	HAMMOCK	hamaca	2.25000	3.90000	3.30000	3.59091	4.00000	3.41667	4.00000	4273
202	STRENGTH	fuerza	3.95000	2.80000	3.35000	2.65000	3.00000	3.75000	2.66667	3980
2020	PLAINTIFF	demandante	1.60000	1.45000	2.00000	1.76190	1.60000	2.05000	1.90000	2467
2022	ADMIT	admitir	3.25000	3.65000	2.70000	2.60000	2.55000	2.80000	3.05000	184
2023	CROWD	multitud	1.82609	1.80000	2.75000	2.71429	1.75000	2.35000	1.60000	5854
2024	PLOT	conspiración	1.90000	1.60870	1.65000	1.60000	1.50000	1.60000	1.55000	2044
2030	DRAG	arrastrar	1.52381	1.52632	1.60000	1.60000	1.35000	1.30000	1.40000	676
2038	DRAGON	dragón	2.55000	1.60000	2.86957	2.95000	2.60000	2.50000	1.72000	2947
2045	COLUMN	columna	1.84211	1.70000	1.77273	1.57143	2.00000	1.90909	2.25000	1773
2046	APRON	delantal	1.90000	2.30000	1.60000	2.30000	1.92000	2.04348	1.90909	2444
2058	STOOL	banco	1.65000	2.20000	1.70000	1.85000	1.90000	2.00000	1.85714	971
206	FIREFLY	luciérnaga	2.50000	2.94737	2.70000	2.77273	3.20000	2.30000	3.60000	5313
2060	STORY	cuento	3.15000	3.20000	2.80000	3.27273	3.30000	2.95000	2.85000	2318
2070	COMB (VERB)	peinar	2.22727	2.25000	2.00000	2.75000	3.10000	3.30000	2.65000	6446
2076	SPROUT (VERB)	brotar	2.36842	2.86364	2.76000	2.28571	2.52174	3.45000	2.90000	1165
208	NASAL MUCUS (SNOT)	moco	1.10000	1.50000	1.40909	1.61905	1.45000	1.60000	1.52174	5711
210	LIFE	vida	4.15000	3.95238	4.20000	4.30435	4.45000	4.20000	4.05000	8873
2106	MALE PERSON	varón	2.20000	2.05000	2.75000	2.09524	2.66667	2.75000	1.70000	8760
2108	RAINING OR RAIN	llover	2.90000	2.95000	2.60000	2.65000	3.25000	2.82609	3.95000	5276
2114	BELLY OR STOMACH	abdomen	1.70000	2.15000	1.86364	1.95000	2.15000	2.25000	1.86364	12
2117	DESIRE	desear	3.95000	2.91667	4.65000	3.45000	3.80000	3.95000	3.47826	2594
212	FIELD	campo	2.55000	3.60000	2.55000	3.42857	3.45000	3.50000	3.35000	1311
2124	SMELL	olor	2.80000	2.75000	2.61905	2.22727	3.40000	2.90000	2.85000	6130
2134	RAISE (BRING UP)	aumentar	2.63636	2.30000	3.15000	2.15000	2.65000	3.10000	2.75000	858
2137	MAGICIAN	brujo	2.70000	1.65000	2.80000	3.10000	2.40000	1.95000	1.40909	1169
2142	RUN AWAY	escapar	2.05000	3.90000	2.45000	1.90909	2.30000	3.05000	2.35000	3312
2148	PICK	coger	1.66667	2.54545	2.30000	2.55000	2.90000	2.70000	2.50000	1726
216	MOVIE	película	2.95000	2.85000	3.40000	4.25000	4.05000	3.60870	2.90000	6452
218	FINE (PENALTY)	multa	1.42857	1.66667	1.17391	1.42857	1.20000	1.25000	1.38095	5846
2206	RABIES	rabia	1.35000	1.54545	1.80000	1.15000	1.25000	1.55000	1.15000	7164
221	FIRE	fuego	2.45000	1.50000	2.77273	2.08696	2.70000	2.19048	2.10000	3976
2235	CLEAN (SOMETHING)	limpiar	2.25000	2.55000	2.10000	1.70000	2.30000	2.80000	2.65000	5225
224	MORTAR	mortero	1.50000	1.90000	1.61111	1.70000	2.05263	1.60000	1.52632	5798
2240	CORAL SNAKE	coral	2.80000	2.28571	2.20000	2.25000	2.65000	3.13043	3.20000	2166
2243	REPAIR	reparar	2.40000	3.55000	2.85000	2.40909	3.45000	4.05000	2.90000	7472
2244	METAL	metal	1.78947	1.35000	1.65000	1.72727	2.10000	1.73913	1.95000	5629
2246	BELL	campana	2.00000	2.15000	2.45000	2.50000	2.20000	2.00000	2.15000	1301
2247	CATERPILLAR	oruga	1.65000	1.40909	1.40000	1.73684	1.70000	2.00000	2.05000	6213
2252	PATH	camino	2.25000	3.20000	2.30435	2.50000	2.90000	3.40000	3.50000	1293
2260	FEMALE (OF PERSON)	hembra	2.70000	2.75000	2.50000	2.09091	2.81818	2.65000	2.36364	4296
227	FISH	pescado	1.65000	2.28571	1.80000	1.77273	2.36364	2.31818	1.75000	6580
2271	THINK	pensar	4.09524	3.30000	3.65000	2.78261	3.55000	4.00000	3.95000	6483
2290	PUDDLE	charco	1.76190	2.10000	1.80000	2.00000	2.05000	1.70000	2.20833	1576
2291	VOLCANO	volcán	2.85000	1.70000	2.61905	2.25000	2.20000	1.40000	2.09524	8954
2296	SUNRISE	amanecer	4.04348	3.86364	3.72727	3.76190	4.15000	4.00000	4.86364	416
2297	DUSK	oscuridad	1.61905	1.95000	2.00000	1.70000	2.25000	1.65000	2.68182	6217
23	RYE	centeno	1.75000	2.00000	2.15000	1.73684	1.65000	2.15000	2.76190	1521
2314	BROTHER-IN-LAW	cuñado	1.95000	1.85000	1.55000	2.75000	2.40000	2.60000	1.80000	2354
2316	FREE	gratis	2.70833	3.85000	3.60000	2.90000	4.10000	4.25000	2.86364	4202
2317	SISTER-IN-LAW	cuñada	1.35000	2.30000	2.00000	2.04348	2.00000	1.75000	2.08333	2353
232	FLEA	pulga	1.15000	1.36364	1.45000	1.73913	1.25000	1.45000	1.28571	7107
2341	CLOUDY	nublado	1.75000	2.10000	2.00000	1.59091	1.95000	2.15000	2.65000	6028
2343	STEEL	acero	1.80000	2.17391	1.60000	1.66667	2.20000	1.75000	2.10000	90
2348	CRAB	cangrejo	1.60000	1.75000	2.00000	2.15000	1.65000	1.70000	2.25000	1331
2352	DRAGONFLY	libélula	2.36842	2.05263	2.61905	2.65000	2.85000	2.60000	3.30000	5180
2354	CRICKET	grillo	1.70000	1.95000	1.85000	1.79167	2.00000	1.80000	2.45000	4212
236	STEPMOTHER	madrastra	2.35000	1.55000	1.45000	1.70000	1.73077	1.85000	2.20000	5338
2366	ONION	cebolla	1.90000	1.40000	2.00000	1.75000	2.30000	1.80000	1.85000	1488
2368	GARLIC	ajo	1.70000	1.42857	1.40000	1.35000	2.20000	1.90000	1.86364	297
237	STEPFATHER	padrastro	1.90000	1.65000	1.50000	2.05000	1.65000	2.10000	1.85000	6248
2374	DREAM	sueño	3.60000	3.57143	2.95000	3.50000	4.10000	3.82609	3.86364	8176
239	FLOWER	flor	3.45000	2.90476	3.10000	2.95238	4.50000	3.55000	4.05000	3875
2397	LOBSTER	langosta	1.55000	1.70000	1.60000	2.35000	1.70000	2.20000	1.60000	5091
24	PRAY	orar	2.45000	2.15000	2.52632	1.50000	2.08000	2.40000	3.00000	6173
240	ELECTION	elección	2.80000	3.25000	3.50000	2.90000	2.55000	3.20000	3.10000	3043
2403	TOY	juguete	2.40000	2.35000	3.22727	4.55000	3.65000	3.50000	2.54545	5040
2407	BIRTHDAY	cumpleaños	2.60000	3.00000	3.90000	4.25000	4.00000	4.00000	2.65000	2347
241	TREE STUMP	tronco	1.70000	1.75000	1.85000	1.76190	1.95000	2.10000	1.94737	8637
2411	HURT (SOMEBODY)	herir	1.80000	1.00000	1.20000	1.25000	1.15000	1.30000	1.09091	4311
2429	LOGIC	lógica	2.60870	3.38462	3.00000	2.35000	2.70000	2.85000	3.04545	5293
2430	OFFICE	oficina	1.45000	1.80000	2.30000	1.45000	2.05000	2.15000	2.00000	6110
2433	THEORY	teoría	3.04348	2.30000	2.71429	2.00000	2.75000	2.95238	1.76190	8377
2434	TRAGEDY	tragedia	2.00000	1.35000	1.57143	1.21739	1.50000	1.55000	1.10000	8531
2438	CAIMAN	caimán	2.10000	1.60000	1.45455	1.95000	2.10000	1.87500	1.40000	1236
244	LEFT	izquierda	1.70000	2.66667	2.70000	1.90000	2.45000	2.50000	2.30000	4995
2440	PINEAPPLE	piña	2.35000	2.15000	2.05000	2.40000	3.30000	2.36364	2.15000	6625
245	BROOM	escoba	1.55000	1.75000	1.40000	1.45000	1.54545	1.75000	1.56522	3329
2467	GAME	juego	3.00000	2.95000	4.45000	4.76190	3.90000	3.41667	2.34783	5033
2468	BAG	bolso	2.20000	2.10000	2.25000	1.90000	3.00000	2.45000	1.65000	1114
2471	LADY	dama	3.05000	2.52174	2.90000	3.15000	2.90000	2.25000	2.78261	2372
248	HAPPEN	acontecer	2.20000	2.66667	2.65000	1.66667	2.90000	2.25000	2.85000	111
249	FOG	neblina	1.68421	1.85714	2.36842	1.47368	2.10526	1.94737	2.15000	5936
2493	BOIL	hervir	1.85000	2.10000	2.10000	1.65000	2.20000	1.75000	1.76190	4325
25	DIRT	suciedad	1.30000	1.15000	1.55000	1.25000	1.40000	1.20000	1.27273	8166
2504	DIFFERENT	diferente	3.50000	2.55000	3.40000	3.09091	2.95000	3.05000	2.65217	2770
2505	BEDROOM	habitación	1.85000	2.75000	2.70000	2.70000	3.40000	3.43478	2.95000	4257
2506	LOOSE	suelto	2.10000	2.25000	1.81818	1.80000	2.55000	2.20000	1.90909	8175
2509	EXCHANGE	intercambio	2.45000	2.70000	2.85000	2.95000	2.55000	2.76190	2.86364	4881
2524	JOY	alegría	4.15000	4.38095	4.61905	4.85714	4.60000	4.57143	3.76190	341
2527	ABILITY	capacidad	3.45000	3.30000	3.80000	2.45000	3.40000	3.75000	3.19048	1354
253	CARE FOR	cuidar	3.54545	3.95000	3.33333	3.05000	3.65000	3.70000	4.15000	2331
2530	SMART	inteligente	4.30435	3.45455	3.95000	3.00000	4.04000	4.13043	3.30000	4864
2534	DEPTH	profundidad	3.40000	2.35000	2.20000	1.80000	2.60000	3.10000	2.95000	6970
2546	BORDER	frontera	1.20000	2.00000	2.35000	1.41667	2.05000	1.80000	2.15000	3968
2547	CITY	ciudad	2.70000	2.30000	2.13636	3.19048	2.90000	2.95000	1.80000	1654
2548	BARREL	barril	1.52174	2.00000	1.75000	2.80000	2.25000	1.90000	1.90909	1005
2549	VEHICLE	vehículo	1.80000	3.00000	2.30000	2.21739	2.60000	2.80000	2.09091	8775
255	SERVANT	servidor	1.95833	2.26316	1.72727	1.70000	1.65000	2.05000	1.90000	7940
2554	PRINCE (RULER)	príncipe	2.47619	1.55000	1.80000	2.00000	2.65000	2.25000	2.15000	6917
256	FOOD	comida	3.55000	3.20000	3.20000	3.43478	4.30000	4.05000	3.60000	1808
2569	BUTCHER	carnicero	1.95000	1.30000	1.70000	1.30000	1.50000	1.90000	1.70000	1414
2573	FEELING (EMOTION)	emoción	4.10000	4.10000	4.30000	4.05000	3.90000	4.15000	3.75000	3102
2578	PENCIL	lápiz	1.90000	1.60870	1.71429	2.15000	2.65000	2.24000	2.45000	5099
258	CALM	calma	4.00000	4.75000	3.15000	2.85000	4.20000	4.20000	4.85000	1269
2580	HELICOPTER	helicóptero	2.27273	1.85000	2.33333	2.40000	2.00000	2.15000	1.90000	4294
2581	OCTOPUS	pulpo	2.05000	2.45000	1.90000	2.04545	2.85000	2.31818	2.60000	7114
2587	DARTS	dardo	1.42105	1.80000	1.85000	3.00000	1.40000	1.35000	1.80000	2378
2591	RHINOCEROS	rinoceronte	1.85000	1.35000	1.65000	1.60000	2.50000	2.00000	1.75000	7652
2594	DOMINOES	dominó	1.80000	2.20000	2.50000	3.10000	2.00000	2.10000	2.35000	2930
2597	HARP	arpa	3.00000	3.15000	2.80000	2.60000	3.40000	3.40000	3.22727	664
2600	PYRAMID	pirámide	3.30000	2.20000	2.25000	2.36364	2.32000	2.25000	3.23810	6631
2603	ACCORDION	acordeón	2.10000	2.15000	2.20000	2.65000	2.70000	2.05000	2.65000	116
2606	COMPASS	brújula	2.25000	3.30000	2.40000	2.35000	2.55000	2.90000	2.85000	1170
2618	CAMERA	cámara	2.60000	2.45000	2.55000	3.20000	3.23810	2.60000	2.55000	1283
2619	CARD	tarjeta	1.70000	2.40000	2.50000	2.55000	2.86364	2.30000	2.09524	8296
2620	CARRIAGE	carro	1.70000	2.04762	1.45000	2.04762	2.00000	1.80000	2.10000	1421
2621	CURTAIN	cortina	1.45000	2.15000	1.40000	1.90000	1.95000	2.05000	2.23810	2210
2623	FLAG	bandera	1.70833	2.40000	2.45000	1.95455	2.20000	2.25000	2.04348	975
2624	FRAME	marco	1.45000	2.16667	1.75000	2.10000	2.10000	2.15000	2.05000	5465
2625	MAP	mapa	2.60000	2.25000	2.15000	2.45000	2.75000	2.45000	2.75000	5446
2626	NERVE	nervio	2.34783	2.15000	2.60000	1.80952	2.70000	1.80000	1.64000	5958
2627	ORANGE (FRUIT)	naranja	1.95000	2.40000	2.00000	2.30435	2.95000	2.62500	2.70000	5901
2629	TRAY	bandeja	1.35000	1.55000	1.50000	1.52381	2.10000	2.09091	2.00000	974
2631	WIRE	cable	1.45000	1.90000	1.45000	1.55000	1.90000	1.50000	1.86957	1218
2638	FISHING	pescar	2.55000	1.85000	2.19048	3.00000	2.20000	2.35000	3.05000	6582
2648	HAIR (HEAD)	cabello	2.80000	2.10000	2.45000	2.10000	3.50000	2.80000	3.00000	1215
2651	BE IGNORANT	ignorante	2.05000	1.60870	1.40000	1.85000	1.80000	1.10000	1.75000	4477
2665	WART	verruga	1.10000	1.30000	1.18182	1.15000	1.05000	1.28571	1.40000	8831
2668	SKELETON	esqueleto	2.30000	2.10000	1.28571	1.70000	1.70000	1.80000	1.90000	3425
269	COOKED	cocido	2.15000	2.80000	2.13043	2.45000	2.76000	2.80000	2.20000	1709
27	AIR	aire	2.40000	4.10000	2.65000	2.66667	3.60000	3.75000	3.81818	292
270	JUG	jarro	1.47368	1.75000	1.50000	1.25000	2.35000	1.80000	2.10000	5008
271	SAUCER	platillo	1.70000	1.75000	1.75000	2.25000	1.80769	1.75000	2.14286	6675
2715	DESPISE	despreciar	1.30000	1.20000	1.17391	1.50000	1.10000	1.10000	1.55000	2677
273	DOUGH	masa	1.80000	1.80000	1.70000	1.75000	1.90000	1.80000	1.85000	5490
275	PEEL	pelar	1.60000	1.55000	1.50000	2.15000	2.13043	2.35000	2.05000	6448
2770	JACKET	chaqueta	1.45000	2.35000	1.70000	1.90000	2.50000	2.30000	2.14286	1573
2783	SCALES (MEASURE INSTRUMENT)	balanza	2.40000	2.61905	2.75000	2.13636	2.20000	2.80000	2.85000	958
2787	CONSUME (DRINK OR EAT)	consumir	1.55000	2.50000	1.95000	2.86364	2.55000	2.70000	2.20000	2066
281	POST	poste	1.47368	1.90000	1.55000	1.60000	1.62500	1.90476	2.04762	6776
2819	GRASSLAND	pradera	2.35000	3.55000	3.15000	2.70000	3.80000	3.30000	4.00000	6796
2829	MUSSELS	mejillón	1.36842	2.00000	1.40000	2.00000	2.35000	2.15000	1.73913	5573
2831	PENGUIN	pingüino	2.47619	1.95000	2.45455	3.05000	3.10000	2.90000	2.65000	6616
2837	SWAN	cisne	2.90000	2.80000	2.70000	2.60000	3.65000	2.35000	3.15000	1650
2845	SIZE (OF OBJECT)	tamaño	2.00000	1.70000	2.33333	2.45000	2.95000	2.40000	1.95000	8279
2851	AUGUST	agosto	2.52174	3.70000	3.18182	4.04762	3.75000	3.59091	3.25000	251
2856	CHANGE (SOMETHING)	alterar	1.85000	1.50000	2.08696	1.95000	1.72727	2.05000	1.05000	391
2864	DECREASE	disminución	1.40000	2.25000	1.80000	1.95000	1.45000	2.17391	1.69565	2849
287	CONE	cono	1.40000	1.60000	1.55000	1.90000	1.90000	1.50000	1.63636	1997
2879	SOUND (OF INSTRUMENT OR VOICE)	sonido	2.90000	2.85000	2.40000	3.50000	2.90000	3.25000	2.85000	8099
2880	HALT (STOP)	detener	1.79167	2.45000	1.40000	1.50000	1.85000	1.95000	1.85714	2713
2882	ADD	añadir	2.45000	2.45000	3.20000	2.35000	2.65000	2.95000	2.15000	544
2883	DISTURB	interrumpir	1.35000	1.90000	1.90000	1.95000	1.40000	1.60000	1.54167	4909
2896	CAUSE TO (LET)	dejar	1.25000	2.60000	1.45000	1.70000	1.95000	2.15000	1.95238	2443
2900	PROTECT	proteger	3.50000	3.95000	2.70000	2.50000	3.68182	3.95000	3.35000	7049
291	PULL OFF (SKIN)	desollar	2.00000	1.70000	1.72222	1.28571	1.76471	1.47059	1.26667	2651
292	RUG	alfombra	1.70000	1.95000	1.70000	2.00000	2.25000	2.00000	2.05000	353
2931	BUSINESS	negocio	3.60000	2.40000	3.55000	2.12500	2.30000	2.85000	2.15000	5951
2941	HAPPINESS	felicidad	4.75000	4.47619	4.60000	4.90000	4.56522	5.00000	4.35000	3766
2946	CRADLE	cuna	2.60000	2.75000	1.90000	1.95000	2.35000	2.25000	2.90000	2351
2948	GAP (DISTANCE)	brecha	1.70000	1.60000	2.00000	1.09524	1.60000	1.40000	1.30000	1149
2955	STATE (POLITICS)	estado	2.15000	1.80000	2.16667	1.28571	2.45000	2.55000	2.76190	3446
2965	PAW	pata	1.40909	1.75000	1.63636	1.80952	2.00000	2.10000	1.95833	6387
297	CROOKED	torcido	1.65000	1.60000	1.85000	1.80952	1.30769	1.35000	1.55000	8485
2977	WORKER	obrero	3.25000	1.80000	2.00000	1.80000	1.75000	2.19048	1.66667	6066
2978	DISTANCE	distancia	2.35000	1.75000	1.80000	1.60000	1.80000	2.20000	2.17391	2868
2982	GIFT	regalo	3.90000	3.80000	4.30000	4.00000	4.00000	4.09524	3.05000	7369
299	SCOLD	regañar	1.50000	1.50000	1.55000	1.15000	1.10000	1.70000	1.13636	7370
2990	SACK	saco	1.55000	1.70000	1.45000	1.90000	1.50000	1.90000	1.85714	7744
2992	TIP (OF OBJECT)	punta	1.85000	2.20000	1.60000	1.66667	1.80000	1.95000	1.70000	7118
2996	WEALTH	riqueza	3.40000	4.00000	3.45000	3.42857	3.90000	3.45000	3.05000	7656
3	BRAVE	valiente	3.90000	3.65217	4.40000	3.15000	3.95000	3.95833	3.50000	8740
3002	PRECIOUS	precioso	4.00000	3.25000	3.45000	3.25000	4.40000	4.35000	4.35000	6808
301	CHIEFTAIN	jefe	2.10000	1.65000	2.00000	1.56522	1.85000	2.45000	1.60000	5011
3033	SCARED	asustado	1.40000	1.20000	1.60000	1.31818	1.25000	1.25000	1.85714	790
304	PREACH	predicar	2.10526	1.65000	2.65000	1.65000	2.00000	1.90000	2.10000	6821
3066	SCARF OR TURBAN	bufanda	1.55000	2.30000	2.40000	2.18182	3.40000	2.25000	2.90000	1183
307	HAWK	halcón	2.10526	1.75000	2.30000	2.00000	2.52632	2.35000	2.22727	4269
