CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_MEAN	ENGLISH_AOA_WRITING_MEAN	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
2548	BARREL	barrel	7.549382716049383	8.248842592592593	8.5	9.5	5.8	7.1	7.4	7	1744
2549	VEHICLE	vehicle	7.644736842105263	8.243589743589743	7.5	9.5	5.5	7.5	8	7	4841
255	SERVANT	servant	8.789473684210526	9.486486486486486	9.5	9.5	7.5	8	8.2	7.9	5511
2553	MISERY	misery	8.24875	9.3303324099723	10.5	10.5	8.5	9.1	9.4	9	3597
2554	PRINCE (RULER)	prince	6.203287197231834	6.881665449233017	7.5	7.5	5.2	6.1	6.4	6	1185
256	FOOD	food	8.157894736842104	7.9	4.5	5.5	2.5	4	4	3	261
2562	SEX (GENDER)	sex	10.77027027027027	11.43421052631579	12.5	11.5	12.5	11	11.1	10.9	4072
2564	PIGLET	piglet	7.719723183391004	8.208333333333334	6.5	7.5	4.5	5.5	6	5	1923
2568	BAKER	baker	7.2726530612244895	7.491898148148149	6.5	7.5	5	6.1	6.2	5.9	1864
2569	BUTCHER	butcher	8.35135135135135	9.472972972972974	8.5	9.5	6.5	8.1	8.5	7.9	2860
257	WORSHIP	worship	7.422839506172839	8.521224489795918	10.5	10.5	7.5	7.5	7.9	7	4156
2570	BEEF	beef	8.078125	8.897058823529411	7.5	7.5	5.5	6	6.1	5.9	2332
2571	TRY (TEST)	test	7.424242424242424	7.84375	6.5	6.5	6.5	5	5	5	1047
2572	SENSE (PERCEIVE BY SENSES)	sense	7.208333333333333	7.631578947368421	7.5	8.5	5.2	7.1	7.5	7	1197
2573	FEELING (EMOTION)	emotion	7.884349030470914	8.77562326869806	8.5	9.5	5.5	8.1	8.5	8	3466
2577	YET	yet	7.8088235294117645	8.097750865051903	5.5	6.5	3.5	5.5	6	5	398
2578	PENCIL	pencil	5.116666666666666	5.5398100803506205	6.2	6.5	5	5	5	4.9	1200
2579	TOOTHBRUSH	toothbrush	6.0469678953626635	7.03125	5.2	6.5	4.5	5	5	4	2699
258	CALM	calm	6.214285714285714	6.776315789473684	6.5	8.5	4.5	7.1	7.4	7	848
2580	HELICOPTER	helicopter	6.2138671875	7.3133674214755295	7.5	8.5	5.5	6.4	7	6	3265
2581	OCTOPUS	octopus	8.923305588585018	9.136363636363637	6.5	7.5	5.5	7.1	7.5	7	1664
2584	BENCH	bench	5.063137755102041	5.657648283038501	6.5	7.5	5.5	6.1	6.2	5.9	2365
2586	SEAHORSE	seahorse	6.557142857142857	7.319444444444445	7.5	8.5	6.5	7.1	7.5	7	1627
2587	DARTS	dart	8.847222222222221	9.432432432432432	7.5	7.5	6.5	6.1	6.3	6	4497
2588	GLOBE	globe	7.578703703703705	8.569444444444445	8.5	8.5	7.5	7.1	7.3	7	3145
2589	WREATH	wreath	9.210526315789474	9.881578947368421	8.5	9.5	8.5	7.5	8	7	2569
2590	HARMONICA	harmonica	9.055555555555555	9.607253086419753	9.5	10.5	8.5	7.5	8	7	5436
2591	RHINOCEROS	rhinoceros	7.715850986121255	8.608108108108109	8.5	10.5	7.5	7.3	7.9	7	2913
2592	IGLOO	igloo	6.93791088385683	7.659240321402483	7.5	7.5	7.5	7.1	7.4	7	4394
2594	DOMINOES	dominoes	8.471428571428572	8.492728531855954	8.5	8.5	6.5	7	7.2	6.9	6223
2595	CACTUS	cactus	7.329584775086505	7.876734693877552	7.5	8.5	6.5	7.1	7.3	7	3479
2596	ESCALATOR	escalator	7.060595567867037	8.176528599605522	8.5	9.5	6.5	7.4	8	7	3048
2597	HARP	harp	7.607253086419752	8.033240997229917	8.5	8.5	6.5	7.7	8	7.5	2063
2599	STETHOSCOPE	stethoscope	9.090577063550036	9.783783783783784	11.5	11.5	9.5	8.5	9	8	4274
26	UNPLEASANT	unpleasant	9.445945945945946	10.72972972972973	9.2	9.5	6.5	8.5	8.9	8	3801
2600	PYRAMID	pyramid	8.153469387755102	8.716216216216216	9.2	9.5	7.5	7.7	8	7.5	4519
2601	UNICORN	unicorn	6.123829344432883	6.630752373995617	7.5	7.5	6.5	6.1	6.4	5.9	657
2602	FUNNEL	funnel	8.062819576333089	9.07199211045365	8.5	9.5	6.5	8.1	8.5	8	5036
2603	ACCORDION	accordion	8.824324324324325	9.460526315789474	10.5	11.5	8.5	10	10.5	9.9	6510
2604	NOOSE	noose	9.734375	10.741935483870968	12.5	11.5	9.5	9.5	10	9	8288
2605	ASPARAGUS	asparagus	8.985294117647058	9.691176470588236	9.5	10.5	6.5	8.5	8.9	8	5365
2606	COMPASS	compass	8.430555555555555	8.986486486486486	8.5	9.5	7.5	8.1	8.3	8	3564
2607	TRIPOD	tripod	9.460526315789474	10.72972972972973	10.5	10.5	8.5	10.5	10.9	10	9657
2617	BULB	bulb	6.736328125	7.094135802469136	7.5	8.5	5.5	6.5	6.9	6	3862
2618	CAMERA	camera	6.4238888888888885	7.063184806428049	7.5	8.5	5.5	6.1	6.4	6	2051
2619	CARD	card	6.564516129032258	7.1483011937557395	6.5	6.5	4.5	5.1	5.2	4.9	741
2620	CARRIAGE	carriage	7.133308984660337	7.845221606648199	7.5	9.5	5.5	7.5	8	7	2381
2621	CURTAIN	curtain	8.258064516129032	7.891891891891892	6.5	8.5	4.5	6	6.2	5.8	2369
2622	ENGINE	engine	7.805555555555555	8.23611111111111	7.5	8.5	5.5	7.5	7.9	7	1410
2623	FLAG	flag	6.736111111111111	7.527027027027027	5.5	6.5	4.5	5.1	5.2	4.9	1062
2624	FRAME	frame	7.3556094182825476	7.740959894806049	7.2	7.5	5.2	6.5	6.7	6	3340
2625	MAP	map	6.955775234131114	7.4599609375	6.2	5.5	5.2	6.1	6.2	6	1124
2626	NERVE	nerve	9.421052631578947	9.654432132963988	9.2	9.5	7.5	8.1	8.3	8	4064
2627	ORANGE (FRUIT)	orange	5.6900826446281	6.096111111111111	6.5	6.5	4.5	5.1	5.2	4.9	603
2628	PLANT STEM	stem	7.813581314878892	8.88888888888889	8.5	8.5	7.5	7.1	7.3	7	3177
2629	TRAY	tray	8.741935483870968	9.057142857142857	6.5	6.5	4.5	6.4	6.7	6	2096
263	HERDSMAN	herdsman	9.144736842105264	9.884002770083104	10.5	10.5	8.5	10.5	11	10	10339
2630	WHIP	whip	8.028571428571428	8.597222222222221	7.5	7.5	5.5	6.4	6.7	6	3313
2631	WIRE	wire	6.8642578125	7.108410493827161	8.2	8.5	5.8	7.1	7.4	7	2443
2638	FISHING	fishing	5.91064453125	6.5	6.5	7.5	5.5	6.1	6.2	5.9	1407
2640	LARVA	maggot	9	9.885714285714286	10.5	10.5	8.5	8.5	9	8	6871
2643	INK	ink	6.332270408163266	6.8125	6.5	6.5	5.2	5.5	5.5	5	2136
265	FOWL	fowl	8.40625	9.181818181818182	10.5	10.5	7.5	10	10.2	9.9	4962
2651	BE IGNORANT	ignorant	10.097222222222221	10.635135135135135	10.5	11.5	8.5	10.1	10.5	9.9	10114
2656	MIDNIGHT	midnight	7.378086419753085	8.02008765522279	7.5	8.5	5.5	7.1	7.4	7	1297
2657	LADLE	ladle	8.868151935719503	9.387573964497042	8.5	9.5	7.5	9	9.2	8.9	7007
2658	COAL	coal	6.631848064280497	7.627770083102493	8.5	8.5	6.5	7.1	7.4	7	1435
2662	TOENAIL	toenail	7.348484848484849	7.900826446280992	8.5	8.5	5.5	5.5	6	5	5956
2664	SCAB	scab	8.194444444444445	8.439404432132964	7.5	7.5	5.5	6.5	6.9	6	6059
2665	WART	wart	7.783783783783784	8.110782380013148	9.5	9.5	7.5	7.1	7.4	7	4488
2666	SOLE (FOOT)	sole	8.025641025641026	8.6875	8.5	9.5	8.5	8.5	8.9	8	6114
2667	TORSO	torso	7.979552469135803	9.067567567567568	9.5	10.5	8.5	10.1	10.5	10	9773
2668	SKELETON	skeleton	7.34530612244898	8.175675675675675	7.5	8.5	6.5	6.7	7	6.5	1357
2669	POINT (WITH FINGER)	point	6.146722164412071	7.3115234375	6.5	7.5	4.5	6	6.1	5.9	970
267	NIT	nit	8.629032258064516	9.235294117647058	9.5	8.5	7.5	10.5	11	10	6494
2670	ACROSS	across	7.3125	7.655510204081634	6.5	7.5	4.5	6.5	7	6	285
268	DRIBBLE	dribble	8.168979591836734	8.325785244704164	7.5	8.5	4.5	7.1	7.4	7	4435
2680	MACHETE	machete	9.41025641025641	10.371794871794872	12.5	14.5	10.5	11.5	12	11	10315
27	AIR	air	5.082304526748971	5.5234375	5.5	6.5	2.5	4.5	5	3.9	263
270	JUG	jug	5.467741935483871	6.541015625	5.5	6.5	4.5	5.5	5.9	5	3127
2704	FADE (LOOSE COLOR)	fade	7.022497704315886	7.449074074074074	7.5	8.5	5.2	7.1	7.2	7	3044
2705	INHALE	inhale	7.100346020761245	7.721450617283951	8.5	9.5	6.5	8.1	8.5	8	3327
2708	TALK	talk	6.2264	6.238888888888889	5.2	6.5	2.5	4.9	5	3.9	411
2709	FLATTER	flatter	8.779320987654321	9.22863403944485	9.5	9.5	7.5	8.5	9	8	5833
271	SAUCER	saucer	7.464506172839506	8.163966049382715	7.5	8.5	5.5	6.9	7.1	6.5	3223
2712	GET DIZZY	dizzy	7.151515151515151	7.552244897959183	6.5	7.5	4.5	6.4	6.7	6	1828
2717	STEEP	steep	8.914285714285715	9.13888888888889	7.5	8.5	6.5	8.1	8.5	8	2416
272	TONGS	tongs	8.524221453287197	9.705882352941176	8.5	8.5	5.5	8.5	9	8	6243
273	DOUGH	dough	8.485714285714286	8.986842105263158	8.5	9.5	5.5	7	7.2	6.9	1604
274	KNEAD	knead	8.95945945945946	9.554054054054054	10.5	10.5	8.5	10	10.5	9.5	6582
275	PEEL	peel	7.208333333333333	7.335963182117028	6.5	6.5	4.5	5.5	6	5	2545
2753	UNTIL	until	7.7122788761706556	7.994949494949495	6.5	7.5	4.5	6.1	6.4	5.9	186
2754	TOWARDS	towards	7.852941176470588	8.054054054054054	7.5	9.5	5.5	7.5	8	7	768
2755	BUSY	busy	7.007805325987144	6.892746913580247	6.5	7.2	3.5	5.5	6	5	439
2756	IDLE	idle	7.715485756026297	8.60372534696859	10.5	10.5	8.5	9.5	10	9	9084
2758	CAREFUL	cautious	7.921052631578948	8.68421052631579	9.2	10.5	7.5	9.1	9.5	8.9	4587
2759	RECOMMEND	recommend	11.303030303030303	11.735294117647058	9.5	11.5	8.5	9.1	9.5	9	4692
2765	CHERRY	cherry	6.822314049586777	7.521990740740741	6.5	7.5	5.5	6	6.1	5.9	1350
2766	WATERMELON	watermelon	5.706314878892734	5.94945987654321	6.5	7.5	4.5	5.5	6	5	1032
2769	PORK	pork	7.060555555555555	7.5973183391003465	7.5	7.5	5.5	6.5	6.7	6	3002
2770	JACKET	jacket	5.4716446124763705	6.103316326530612	5.8	6.5	4.5	5.5	5.7	4.9	1849
2771	SHAWL	shawl	7.697368421052632	8.552631578947368	9.5	9.5	7.5	8.7	9	8.5	4744
2772	KITCHEN KNIFE	chopper	8.871794871794872	9.85	8.5	8.5	6.5	8.5	9	8	8213
2773	FINGERTIP	fingertip	7.852237654320987	8.274285714285716	8.5	9.5	5.5	6.5	6.9	6	5311
2783	SCALES (MEASURE INSTRUMENT)	scale	8.121621621621621	8.342105263157896	8.5	8.5	6.5	7.1	7.3	7	2683
2789	BURP	burp	6.5381083562901745	6.863769174579986	5.5	7.5	3.5	5.6	6	4.9	2441
2797	SESAME	sesame	8.96875	9.441176470588236	7.5	8.5	6.5	6.5	7	6	4912
28	MOISTEN	moisten	9.26388888888889	9.76388888888889	10.5	11.5	8.5	9.5	10	9	3799
2805	BIRTH (ACCOUCHEMENT)	birth	6.341831425598335	6.514243973703433	6.5	7.5	3.5	5.5	6	5	1856
2806	BLACK MAN	negro	8.907894736842104	9.921052631578947	10.5	10.5					5245
2808	BLACKEN	blacken	8.943288241415193	9.198775510204081	8.5	9.5	7.5	8.1	8.5	8	9296
2809	BLUEBERRY	blueberry	6.53	7.097142857142857	6.5	7.5	5.5	5.5	6	5	1894
281	POST	pole	6.476066597294484	6.746556473829201	7.2	7.5	5.2	6.1	6.3	6	949
2816	ECHO	echo	7.934210526315789	8.057199211045365	9.5	9.5	6.5	7.1	7.3	7	3204
2817	EMU	emu	8.25	8.552631578947368	8.5	8.5	7.5	10.5	11	10	4024
2818	FORD (CROSSING)	ford	8.675675675675675	9.81578947368421	9.5	8.5	8.5	9.5	9.7	9	4989
2819	GRASSLAND	meadow	8.443808532778355	8.933391003460208	8.5	9.5	6.5	8.1	8.5	8	1178
2821	JEALOUS	jealous	7.993425858290723	8.682479224376731	8.5	9.5	5.5	8.1	8.4	7.9	2847
2824	KNUCKLE	knuckle	8.276315789473685	8.947368421052632	9.5	9.5	6.5	7.1	7.4	6.9	7175
2826	LIE (FALSEHOOD)	untruth	7.533587257617728	8.343490304709142	10.5	11.5	8.5	9.5	9.9	9	7714
2828	MOTH	moth	8.56060606060606	8.944444444444445	7.2	7.5	5.2	6.1	6.3	6	3449
2830	OYSTERS	oyster	8.897435897435898	9.435897435897436	10.5	10.5	7.5	8.9	9.1	8.5	4226
2831	PENGUIN	penguin	6.720588235294118	7.652777777777778	6.5	7.5	5.5	6.1	6.5	6	874
2836	STARLIGHT	starlight	7.5087890625	8.338235294117647	7.5	8.5	6.5	6.5	6.7	6	5440
2837	SWAN	swan	7.833333333333333	7.902249134948097	7.5	7.5	5.2	7	7.1	6.9	3027
2838	TAME	tame	8.084812623274162	8.992110453648914	7.5	7.5	5.2	7.1	7.3	7	3524
284	HOE	hoe	7.597222222222222	8.337837837837839	9.5	8.5	6.5	8.1	8.4	7.9	3090
2843	CAULIFLOWER	cauliflower	7.122685185185184	7.577428780131484	9.5	10.5	6.5	7.5	8	7	5320
2845	SIZE (OF OBJECT)	size	6.427734375	6.984848484848484	6.5	7	4.5	5.5	6	5	781
2851	AUGUST	august	6.9462890625	7.760330578512398	9.5	10.5	12.5	7	7.1	6.9	2200
2860	BOLT (MOVE IN HASTE)	rush	7.25941230486685	7.426246537396121	7.5	7.5	5.2	7	7.1	6.5	1583
2861	BUDGE (ONESELF)	budge	8.864864864864865	9.618421052631579	8.5	9.5	8.5	8.1	8.3	8	2608
2862	CONNECT	connect	7.060993425858291	8.256756756756756	7.5	9.5	5.5	7.1	7.4	7	2848
2863	DASH (OF VEHICLE)	dash	7.421296296296297	8.342857142857143	6.5	7.5	4.5	7	7.2	6.9	1199
2864	DECREASE	decrease	8.882352941176471	9.213469387755103	9.5	9.5	7.5	8.1	8.5	8	8600
2867	CALCULATE	calculate	7.152006172839506	8.077063550036524	9.5	10.5	8.5	8.7	9	8.5	9640
2869	BOTHER (HARASS)	bother	6.563333333333333	7.342560553633218	7.5	8.5	5.5	6.4	6.7	6	1666
287	CONE	cone	6	6.388117283950617	7.5	7.5	5.5	6.1	6.2	6	1997
2870	RECOGNIZE (SOMEBODY)	recognize	9.041666666666666	9.23076923076923	8.5	9.5	5.5	8.1	8.4	7.9	1816
2872	IMPROVE (SOMETHING)	improve	8.305555555555555	8.819444444444445	8.5	9.5	6.5	7.1	7.5	7	3335
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	5.818047337278107	5.945215485756026	6.5	6.5	3.5	5.1	5.2	4.9	297
288	FORGE	forge	9	9.411764705882353	11.5	11.5	10.5	10.5	11	10	5240
2880	HALT (STOP)	stop	4.982758620689655	5.409090909090909	5.2	5.5	3.5	4.1	4.2	3.9	195
2881	URGE (SOMEONE)	urge	8.819444444444445	9.445945945945946	9.5	10.5	6.5	9.1	9.5	9	3786
2882	ADD	add	6.325255102040816	6.1531141868512105	6.5	6.5	4.5	6	6.1	5.9	1088
2883	DISTURB	disturb	7.993944636678201	8.385387811634349	8.5	9.5	6.5	8.1	8.5	8	3737
2884	HANG	hang	8.338333333333333	8.823529411764707	6.5	7.5	4.5	6.1	6.2	5.9	799
2885	HERD (SOMETHING)	herd	6.076124567474048	7.224977043158861	7.5	8.5	6.5	7.1	7.3	7	2234
2886	PRODUCE	produce	7.492695398100804	8.605263157894736	9.5	10.5	6.5	8.1	8.3	8	5490
2887	THAW (DEW)	thaw	8.621621621621621	9.105263157894736	8.5	9.5	6.5	8.1	8.4	8	4996
2888	TINKLE	tinkle	6.625	7.4868421052631575	6.5	7.5	4.5	6.4	6.7	6	4402
2889	TWINKLE	sparkle	6.870982552800735	7.816326530612244	7.5	7.5	5.5	6.1	6.4	6	1369
289	MOLD	mold	9.458333333333334	9.986486486486486	7.5	8.5	5.5	7.1	7.3	7	4037
2892	MAKE ANGRY (ANNOY)	annoy	6.992194674012856	7.664351851851851	8.5	8.5	5.5	7.1	7.4	7	4892
2893	NOTICE (SOMETHING)	notice	8.691176470588236	9.471428571428572	7.2	8.5	4.5	7.1	7.4	7	849
2894	TUMBLE (FALL DOWN)	tumble	8.59375	8.882352941176471	6.5	7.5	5.5	7	7.5	6.5	2069
2896	CAUSE TO (LET)	let	5.16	5.827586206896552	5.2	6.5	3.5	5.1	5.2	4.9	166
2897	CHIME (ACTION)	chime	8.114186851211073	8.214755295836376	8.5	9.5	6.5	7.1	7.5	7	3541
2899	JOG (SOMETHING)	jog	7.8428571428571425	8.342857142857143	7.5	7.5	6.5	6.1	6.2	6	3849
2900	PROTECT	protect	7.054054054054054	7.907894736842105	8.5	9.5	5.2	7.1	7.4	7	1130
2902	BRAWL (FIGHT)	brawl	8.330678670360111	9.539473684210526	10.5	10.5	8.5	10	10.5	9.9	6754
2903	CHAT (WITH SOMEBODY)	chat	6.604821037253469	7.9802775748721695	7.5	7.5	5.5	7.1	7.3	7	2347
2904	RINSE	rinse	5.961033950617284	6.825420014609204	7.5	8.5	5.5	7	7.3	6.5	4093
2905	KNIT	knit	7.783783783783784	8.460526315789474	8.5	9.5	6.5	7.1	7.4	7	1415
2907	ROT	decay	10.144736842105264	10.789473684210526	9.5	10.5	8.5	9.1	9.3	9	4294
2909	PREPARE	prepare	7.534696859021184	8.019736842105264	8.5	9.5	5.5	7.1	7.3	7	1810
2911	BACKWARD	backward	6.953287197231834	7.58400292184076	7.5	8.5	4.5	6.1	6.4	6	3126
2912	FORWARD	forward	5.705515088449532	6.033950617283951	7.5	8.5	4.5	7	7.1	7	968
2916	INSTANTLY (IMMEDIATELY)	instantly	8.958333333333334	9.871428571428572	8.5	9.5	6.5	8.1	8.5	8	2022
2919	STILL (CONTINUING)	still	5.413793103448276	6.073529411764706	6.5	7.5	3.5	6.1	6.2	5.9	131
292	RUG	rug	6.419354838709677	6.8516988062442605	5.2	5.5	4.5	5.1	5.3	4.9	2132
2920	SUDDENLY	suddenly	7.337837837837838	8	7.5	9.5	5.5	7.1	7.5	7	306
2921	THEN	then	7.213039485766759	7.7004081632653065	5.2	6.5	3.5	6.1	6.2	5.9	40
2924	A LITTLE	bit	7.036651234567902	7.495844875346261	5.5	6.5	4.5	5.5	5.5	5	321
2926	HARDLY	hardly	7.867647058823529	7.99074074074074	8.5	9.5	6.5	7.1	7.4	7	1108
2929	BENEFIT	benefit	8.486486486486486	9.1875	9.5	10.5	7.5	9.1	9.5	9	6734
2930	BOSS	boss	7.818775510204081	7.425714285714285	7.5	7.5	5.2	7.1	7.2	6.9	1333
2931	BUSINESS	business	7.986486486486487	8.460526315789474	10.5	10.5	6.5	8.1	8.5	7.9	966
2932	COLD (CHILL)	chill	7.0616666666666665	7.154778393351801	7.5	8.5	5.5	7.1	7.2	7	2015
2933	CONVERSATION	conversation	8.697368421052632	9.644736842105264	8.5	9.5	5.5	8.1	8.4	7.9	3943
2934	CUCKOO	cuckoo	8.296875	8.585714285714285	8.5	9.5	5.5	7.5	7.9	7	2394
2935	CURRENT (STREAM)	current	7.836666666666667	8.640625	8.5	10.5	6.5	9.1	9.3	9	2974
2936	ELEVATION	elevation	9.653846153846153	10.493589743589743	10.5	11.5	8.5	10.5	11	10	11042
2937	FAIRY TALE	tale	6.114285714285714	7.027777777777778	7.2	7.2	5.2	6.7	6.9	6.5	1162
2938	FLAVOR	flavor	6.378787878787879	7.2958984375	7.5	8.5	5	6.1	6.3	6	3025
2939	FLOCK (OF ANIMALS)	flock	7.991898148148149	8.57716049382716	7.5	7.5	5.2	7.1	7.4	7	2105
2940	GATE	gate	6.407847800237812	6.707612456747405	6.5	6.5	4.5	5.5	5.9	5	1307
2941	HAPPINESS	happiness	6.285714285714286	7.319444444444445	7.5	8.5	5.2	6.1	6.4	5.9	1103
2943	BUNDLE	bundle	7.523415977961433	8.338235294117647	7.5	8.5	5.8	7.1	7.5	7	2933
2946	CRADLE	cradle	6.7424489795918365	7.40817901234568	5.2	7.5	4.5	6.4	6.7	6	3828
2947	DAMAGE (INJURY)	damage	7.326989619377163	8.189878892733564	8.5	9.5	5.5	7.5	7.9	7	2936
2948	GAP (DISTANCE)	gap	8.007755102040818	8.77027027027027	6.5	6.5	5.2	6.5	6.7	6	4244
2949	LAIR	den	8.078125	8.647058823529411	6.5	6.5	5	7	7.1	6.9	978
2950	MEANING	meaning	7.341695501730104	8.126530612244899	7.5	8.5	5.2	6.1	6.2	6	2146
2951	POUCH	pouch	8.235294117647058	8.68918918918919	7.5	8.5	5.5	7.4	7.7	7	3149
2952	SLAB	slab	8.694444444444445	9.283783783783784	8.5	8.5	7.5	9.1	9.3	9	5620
2953	SLEEVE	sleeve	6.062857142857143	6.8711419753086425	7.2	8.5	5.2	5.5	6	5	2524
2954	SLICE	slice	7.012777777777777	7.123456790123457	6.5	7.5	4.5	6	6.1	5.9	1792
2955	STATE (POLITICS)	state	7.333333333333333	8.228571428571428	7.5	8.5	5.5	6.7	6.9	6.5	1400
2956	TUBE	tube	6.303673469387755	6.813732651570489	7.5	7.5	4.5	6.1	6.2	5.9	2531
2958	LAUGHTER	laughter	6.387755102040816	7.695510204081633	7.5	9.5	4.5	6	6.5	5	1281
2959	LEASH	leash	6.833333333333333	7.592105263157895	7.5	8.5	5.2	6.4	6.7	6	2538
296	CROUCH	crouch	9.77027027027027	10.180555555555555	8.5	9.5	5.8	8.1	8.5	8	5616
2960	LONGING (WISH)	desire	9.121621621621621	9.618421052631579	9.5	10.5	6.5	9	9.3	8.9	3426
2961	MESSAGE	message	6.337370242214534	7.563915266617968	8.5	9.5	5.5	7.5	7.7	7	1634
2963	NET	net	7.666666666666667	7.583333333333333	5.2	6.5	5.5	6.1	6.2	5.9	1497
2964	NEWS	news	6.401384083044983	6.896274653031409	7.5	7.5	4.5	6.4	6.7	6	836
2965	PAW	paw	6.384587289992695	7.225838264299803	5.5	6.5	3.5	5.4	5.7	4.9	1150
2966	PERCH (FISH)	perch	9.77027027027027	9.473684210526315	9.5	9.5	7.5	9	9.1	8.5	2686
2968	REASON	reason	6.855968858131488	7.420524691358025	8.5	9.5	5.5	7.1	7.5	7	914
2969	RIBBON	ribbon	5.69140625	6.4453125	6.5	7.5	5.2	5.5	6	5	1857
297	CROOKED	crooked	7.875918367346938	9.139591836734695	8.5	8.5	6.5	7.1	7.5	7	2327
2970	RIDDLE	riddle	8.242883379247015	8.375102040816326	8.5	8.5	6.5	7.1	7.4	7	2574
2971	SIN	sin	6.921875	7.202702702702703	8.5	8.5	6.5	7.1	7.2	7	3674
2973	STRAP	strap	7.0588235294117645	7.852941176470588	7.5	7.5	5.8	6.5	6.7	6	2903
2974	SWARM (OF BIRDS)	swarm	9.653846153846153	10.3375	9.5	9.5	7.5	8.1	8.5	8	5649
2975	THOUGHT	thought	8.214285714285714	8.930555555555555	7.5	9.5	4.5	7	7.2	6.9	104
2976	VIOLENCE	violence	9.484848484848484	10.073529411764707	11.5	11.5	8.5	9	9.2	8.9	2215
2977	WORKER	worker	8.441176470588236	9.628571428571428	7.5	8.5	5.8	6.1	6.2	6	3672
2978	DISTANCE	distance	7.7894736842105265	8.564102564102564	8.5	9.5	6.5	7.1	7.4	7	1372
298	SHRIEK	shriek	9.035493827160494	9.425554016620499	8.5	9.5	6.5	9.5	10	9	2429
2980	AREA	area	7.945889698231009	8.28564453125	8	8.5	5.2	7.5	7.7	7.5	2737
2981	ITEM	item	6.491155046826224	7.050173010380623	8.5	8.5	6.5	7.1	7.3	7	4787
2982	GIFT	gift	5.706555671175859	6.095918367346939	6.2	6.5	4.5	5.1	5.2	4.9	529
2983	COMPANIONSHIP	company	8.090942293644996	8.397853185595567	8.5	9.5	5.2	8	8.1	7.9	1261
2984	HEAP	heap	8.743243243243244	9.554054054054054	6.5	7.5	5.5	8.5	8.9	8	1877
2985	HEIGHT	height	7.3428571428571425	8.152777777777779	7.5	9.5	5.2	6.5	7	6	1683
2986	CAMPFIRE	campfire	7.15380859375	8.040863177226814	7.5	8.5	6.5	7	7.2	6.9	2900
2987	AMOUNT	amount	6.54248046875	7.335629017447199	7.5	9.5	5	7.1	7.3	7	2921
2988	PATTERN	pattern	8.78515625	9.009515570934255	7.5	8.5	5.5	7.1	7.3	7	2833
2989	FRINGE	fringe	9.382352941176471	10.014705882352942	10.5	9.5	8.5	9.9	10.2	9.5	5215
299	SCOLD	scold	8.3486328125	8.962809917355372	8.5	8.5	5.5	8	8.5	7.5	6473
2990	SACK	sack	6.9609375	7.984848484848484	6.5	6.5	4.5	6.1	6.3	5.9	1313
2991	SKI	ski	7.693548387096774	8.088235294117647	8.5	8.5	7.5	7	7.1	6.9	3151
2992	TIP (OF OBJECT)	tip	5.757575757575758	6.96875	6.5	6.5	4.5	6.1	6.2	6	1396
2993	STROKE (OF PEN)	stroke	9.881578947368421	10.756756756756756	9.5	9.5	5.5	9.1	9.5	9	2688
2995	TONE (MUSIC)	tone	8.166666666666666	8.705128205128204	8.5	8.5	6.5	8.1	8.3	8	3194
2996	WEALTH	wealth	7.658875091307524	8.448688271604938	10.5	10.5	7.5	8.1	8.3	8	3230
2997	COLORFUL	colorful	6.678459937565036	7.480103806228374	6.5	7.5	5.2	5.5	6	5	1007
2998	DAMP	damp	6.680555555555555	7.622685185185186	7.5	8.5	5.5	7.1	7.3	7	2950
2999	EVERYWHERE	everywhere	6.382352941176471	7.382352941176471	7.5	8.5	5.5	7	7.2	6.8	496
3	BRAVE	brave	7.3088235294117645	7.76990504017531	6.5	7.5	5.2	6.1	6.2	6	422
300	RATTLE	rattle	6.397058823529412	7.366938775510205	4.5	6.5	3.5	6	6.1	5	1531
3001	POWERFUL	powerful	7.786938775510204	8.342857142857143	8.5	9.5	6.5	8	8.1	7.9	1401
3002	PRECIOUS	precious	8.151515151515152	8.75	8.5	9.5	6.5	7.5	7.9	7	1467
3003	SOLID	solid	10.25	10.75	7.2	8.5	5.5	7.1	7.2	7	2855
3004	FORMER	former	7.608410493827161	8.195987654320987	9.5	9.5	7.5	9.1	9.5	9	3758
3005	FAMILIAR	familiar	8.28125	8.789256198347106	9.2	10.5	6.5	8.1	8.4	7.9	1692
3006	SPACE (AVAILABLE)	space	6.70679012345679	6.857340720221607	7.5	7.5	4.5	6.1	6.2	6	490
301	CHIEFTAIN	chief	7.92919921875	8.278935185185183	8.5	9.5	6.5	8	8.1	7.9	1502
3011	GRUB	grub	8.162162162162161	8.95945945945946	8.5	8.5	6.5	8.5	9	8	5113
3020	BREAK (BREAKING)	burst	8.463235294117647	9.064429012345679	7.5	8.5	5.5	7.1	7.3	7	1301
3025	BARN OR SHED	barn	6.569636678200692	7.535427319211104	6.5	6.5	4.5	6.1	6.2	5.9	861
3028	GRAVEL	gravel	8.373469387755101	8.463842220598979	8.5	9.5	7.5	7.1	7.3	7	4888
