CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_POS	ENGLISH_SPECIFICITY_SCORE	LINE_IN_SOURCE
53	SPIRIT	ghost	Noun	0.136	3561
530	FRECKLE	freckle	Noun	0.603	2736
533	GLUTTON	glutton	Noun	-0.15	4071
540	PALATE	palate	Noun	-0.016	3775
541	POETRY	poetry	Noun	-0.058	2459
544	SPICY	spicy	Adjective	-0.052	8024
547	SURFACE	surface	Noun	-0.266	515
55	WHISPER	whisper	Verb	0.368	6041
554	HINDER	hinder	Verb	0.034	5908
557	OFFEND	offend	Verb	-0.016	5744
56	BAD LUCK	misfortune	Noun	-0.288	4732
564	YOUNG (OF MAN)	young	Adjective	-0.19	8356
576	DANDRUFF	dandruff	Noun	0.642	2701
578	KISS	kiss	Verb	0.8	5980
579	BATTLE	battle	Noun	0.033	3776
583	KIND OR POLITE	polite	Adjective	-0.129	8304
586	GARDEN	garden	Noun	0.462	2997
587	ANT	ant	Noun	0.629	2330
59	ELECTRICITY	electricity	Noun	0.262	3305
592	PISS	urinate	Verb	0.778	5979
594	PIECE	piece	Noun	-0.169	1957
595	GROUNDNUT (PEANUT)	peanuts	Noun	0.588	2746
597	PHYSICIAN	doctor	Noun	0.389	1803
6	EARTHQUAKE	earthquake	Noun	0.292	3124
600	STRANGE	odd	Adjective	-0.61	8144
602	HIDE (CONCEAL)	conceal	Verb	0.151	6156
604	GLASS	glass	Noun	0.243	2284
605	GRAIN	corn	Noun	0.464	2947
607	GRASSHOPPER	grasshopper	Noun	0.778	2613
611	HARVEST	crop	Noun	-0.164	4203
613	HIGH TIDE	flood	Noun	-0.048	3783
615	HORSE	horse	Noun	0.487	705
616	HOSPITAL	hospital	Noun	0.465	2068
617	ICE	ice	Noun	0.472	1843
622	ISLAND	island	Noun	0.385	3148
624	LAKE	lake	Noun	0.606	2094
630	LIGHT (RADIATION)	daylight	Noun	0.299	831
631	LIVESTOCK	livestock	Noun	0.053	1121
633	MARKET	marketplace	Noun	-0.187	1093
638	MOTORCYCLE	motorcycle	Noun	0.559	2790
639	MOUNTAIN	mountain	Noun	0.378	1363
641	MUSHROOM	mushroom	Noun	0.562	2760
644	OAK	oak	Noun	0.439	2924
649	PASTURE	pasture	Noun	0.045	3664
65	AMBUSH	ambush	Noun	-0.076	3975
650	PETROLEUM	petroleum	Noun	0.393	196
653	PLANT (VEGETATION)	vegetation	Noun	-0.043	2227
655	POISON	poison	Noun	0.143	3483
656	POLICE	police	Noun	0.403	3005
661	RELIGION	religion	Noun	-0.441	5030
663	BAY	bay	Noun	-0.1	2225
665	BEE	bee	Noun	0.779	859
673	SCHOOL	school	Noun	0.056	1754
674	MOUTH	mouth	Noun	0.333	3064
675	FAECES (EXCREMENT)	manure	Noun	0.352	2064
677	AXE	axe	Noun	0.732	2105
68	TATTOO	tattoo	Noun	0.309	3117
681	DESTROY	destroy	Verb	0.066	5290
683	PERSON	person	Noun	-0.055	1521
685	DECIDE	decide	Verb	-0.312	5596
686	EASY	easy	Adjective	-0.606	8503
69	SOBER	sober	Adjective	0.271	6979
691	SEASON	season	Noun	-0.5	5051
692	BRING	bring	Verb	-0.258	5491
694	GET	obtain	Verb	-0.141	5601
695	GO	go	Verb	-0.493	5340
699	SAD	sad	Adjective	-0.392	7352
7	GATHER	receive	Verb	-0.138	6408
701	SLOW	slow	Adjective	-0.443	8263
704	CLEAN	clean	Adjective	-0.382	7789
705	GO UP (ASCEND)	ascend	Verb	0.125	5604
706	DARK	dark	Adjective	-0.354	7038
709	TEACH	teach	Verb	-0.077	5531
712	RICH	rich	Adjective	-0.224	8054
713	STEAL	steal	Verb	0.491	6011
714	SEED	seed	Noun	0.016	3699
715	SHOUT	yell	Verb	0.31	6077
716	GROAN	groan	Noun	0.143	3536
717	SWEET	sweetness	Noun	-0.141	4206
718	PAY	pay	Verb	0.034	6220
719	FIND	find	Verb	-0.118	6444
720	GOOD LUCK	luck	Noun	-0.293	4684
724	READ	read	Verb	0.12	6162
729	DAWN	dawn	Noun	-0.113	3998
730	SNAKE	snake	Noun	0.545	2859
731	BEVERAGE	beverage	Noun	-0.085	1984
737	LIGHT (IGNITE)	ignite	Verb	0.386	6043
738	THING	thing	Noun	-0.746	1874
74	PUPPY	pup	Noun	0.2	444
743	END (OF TIME)	end	Noun	-0.355	900
744	EGG	egg	Noun	0.406	2531
745	SHELF	shelves	Noun	0.089	3490
746	SHOP	shop	Noun	-0.176	4334
747	BICYCLE	bicycle	Noun	0.812	2574
749	ENTER	enter	Verb	-0.04	6342
75	DISGRACE	disgrace	Noun	-0.317	4751
752	STORE	store	Noun	-0.396	4688
753	PUPIL (STUDENT)	student	Noun	0.247	349
754	HURRY	hurry	Verb	-0.017	6322
755	DENY	deny	Verb	-0.14	6388
756	DEPEND	depend	Verb	-0.339	6559
757	BUTTON	button	Noun	0.174	2495
759	SILVER	silver	Noun	0.459	1378
76	YOUNG MAN	man	Noun	0.153	1764
768	LUNCH	lunch	Noun	0.154	3527
769	ROOF	ceiling	Noun	0.138	445
774	CABBAGE	cabbage	Noun	0.705	724
775	TRUMPET	trumpet	Noun	0.841	2576
777	FLUTE	flute	Noun	0.627	2679
779	PART	part	Noun	-0.463	377
781	FEAR (FRIGHT)	fear	Noun	-0.246	2397
782	DEFEAT	defeat	Verb	0.056	6207
783	VICTORY	victory	Noun	-0.3	4736
785	STRONG	strong	Adjective	-0.143	7118
787	SAIL	sail	Verb	0.26	6093
789	PEOPLE	people	Noun	-0.38	506
79	WASTE	waste	Verb	-0.213	5296
791	STRANGER	foreigner	Noun	-0.162	4173
794	PEN	pen	Noun	0.433	3000
797	TESTICLES	testicle	Noun	0.842	1001
798	JAW	jaw	Noun	0.5	2822
8	CURSE	curse	Noun	-0.227	4612
801	RIB	rib	Noun	0.406	3004
805	SPINE	backbone	Noun	0.29	2520
807	SKILLED	skilled	Adjective	-0.191	6953
809	TROUSERS	trousers	Noun	0.514	1389
81	FATHOM	fathom	Verb	-0.167	5335
810	LOCUST	locust	Noun	0.508	2851
811	SOUL	soul	Noun	-0.304	511
812	SLAVE	slave	Noun	0.203	3433
815	GOVERNMENT	government	Noun	0.068	3725
818	WILLOW	willow	Noun	0.29	2509
82	ANGER	anger	Noun	0.094	3683
825	AWAKE	awake	Adjective	0.078	7298
828	RACCOON	raccoon	Noun	0.736	1866
83	FORBID	forbid	Verb	0.081	5682
833	ENDURE	endure	Verb	-0.194	5715
834	BUTTOCKS	buttocks	Noun	0.429	2309
836	SCREWDRIVER	screwdriver	Noun	0.576	2795
837	BLUE	blue	Adjective	0.07	7939
844	KIND (THING)	kind	Noun	-0.492	5019
845	MURDER	murder	Noun	0.078	3489
846	TIGER	tiger	Noun	0.8	1191
848	THIRST	thirst	Noun	0.174	2492
849	SPRING (OF WATER)	spring	Noun	0	3673
85	GIVE BACK	return	Verb	-0.089	6398
850	SQUARE	place	Noun	-0.493	5168
852	PRIEST	priest	Noun	0.384	1578
853	ALTAR	church	Noun	0.369	3103
855	SEIZE	seize	Verb	0.127	6141
858	STORM	storm	Noun	-0.053	1115
859	STOVE	stove	Noun	0.671	1596
860	CAUSE	cause	Noun	-0.562	1416
861	JUDGE	judge	Noun	0.108	1340
864	PUMPKIN	pumpkin	Noun	0.736	1865
865	FAME	fame	Noun	-0.242	4420
866	WIN	win	Verb	-0.259	6464
867	GLOVE	mitten	Noun	0.485	2874
870	BREATH	breath	Noun	0.203	2497
871	RATTLESNAKE	rattlesnake	Noun	0.786	2341
873	TAX	tax	Noun	-0.076	3997
874	CANDY	candy	Noun	0.136	3397
875	SHOEMAKER	shoemaker	Noun	0.812	2575
880	REPEAT	repeat	Verb	0	5897
882	PARROT	parrot	Noun	0.682	2643
883	TERMITE	termite	Noun	0.634	2103
884	SHARE	share	Verb	-0.214	6503
886	PARAKEET	parakeet	Noun	0.718	720
887	BITTER	bitter	Adjective	0.022	6810
888	POISONOUS	poisonous	Adjective	0.333	7912
889	FLAME	fire	Noun	0.155	3496
892	TIME	time	Noun	-0.418	4979
895	TORTOISE	tortoise	Noun	0.64	1187
896	ANACONDA (WATER BOA)	anaconda	Noun	0.667	2570
897	SWALLOW	swallow	Verb	0.672	5985
898	TRADE	trade	Noun	-0.438	5050
9	ANNOUNCE	announce	Verb	-0.093	6352
900	TRAIN	train	Noun	0.381	3031
901	ADOBE	adobe	Noun	-0.083	183
902	ADULTERY	adultery	Noun	0.108	3614
906	TREE	tree	Noun	0.347	1800
908	DRUM	drum	Noun	0.246	2511
909	GARBAGE	garbage	Noun	-0.031	3852
91	INSOLENT	insolent	Adjective	0.038	7395
912	COYOTE	coyote	Noun	0.776	2610
913	CROW	crow	Noun	0.525	2745
914	SCULPTOR	sculptor	Noun	0.25	460
917	ORNAMENT	ornament	Noun	0.081	1336
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	Verb	-0.063	5653
920	GRAPE	raisin	Noun	0.57	582
924	VEGETABLES	vegetable	Noun	-0.093	1110
928	EMBRACE	embrace	Verb	-0.078	6363
930	VILLAGE	town	Noun	0.169	3495
936	STALLION	stallion	Noun	0.646	2651
937	BIRD	bird	Noun	0.342	976
938	MARE	mare	Noun	0.5	2846
940	STRAIN	strain	Noun	-0.333	1046
942	HONEY	honey	Noun	0.643	2329
943	WATERFALL	waterfall	Noun	0.271	2288
944	SALMON	salmon	Noun	0.743	1403
946	BLOOD	blood	Noun	0.366	2071
949	WATER LEECH	leech	Noun	0.421	2929
952	WEATHER	weather	Noun	-0.382	4926
957	WHALE	whale	Noun	0.75	999
961	PEBBLES	pebble	Noun	0.576	2824
962	WOMAN	woman	Noun	0.266	3260
963	BOOK	book	Noun	0.093	1124
965	WORLD	world	Noun	-0.263	4473
967	YEAST	yeast	Noun	0.512	296
968	ACORN	acorn	Noun	0.676	1400
969	CIGARETTE	cigarette	Noun	0.767	1603
970	COCONUT	coconut	Noun	0.754	2573
971	MUST	must	Verb	-0.529	5409
972	BE ABLE	can	Verb	-0.731	6607
974	TOBACCO	tobacco	Noun	0.5	2772
975	SPINACH	spinach	Noun	0.853	1192
976	WEAR	wear	Verb	-0.164	5312
978	WAVE	wave	Noun	-0.169	221
979	FARMER	farmer	Noun	0.278	568
986	TOMATO	tomato	Noun	0.806	1872
987	REMAIN	remain	Verb	-0.296	5346
988	ACQUIT	acquit	Noun	-0.014	2451
99	HUNCHBACK	hunchback	Noun	0.424	2975
