CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
1750	CHOOSE	choose	7.5	8.5	4.5	6.11	6.33	5.89	3339
1751	BIRTHMARK	birthmark	8.5	9.5	6.5	7.5	7.89	7	1918
1752	LEAVE	leave	6.5	7.5	3.5	5.5	6	5	12124
1753	TOP	top	5	5	3.5	4.5	4.5	4	22158
1754	BRACELET	bracelet	8.5	8.5	6.5	6.5	6.89	6	2341
1755	UNDRESS	undress	8.5	8.5	5.5	7.11	7.37	6.89	23132
1756	WIDOW	widow	9.5	10.5	7.5	8.11	8.5	8	24684
1757	TIRED	tired	6.5	7.5	3.5	5.11	5.22	4.89	22075
1763	CLUB	club	7.5	7.5	5.2	6.11	6.22	6	3590
1764	OBSCURE	obscure	12.5	12.5	12.5	11.5	12	11	14489
1766	FINISH	finish	7.5	7.5	4.5	6	6.11	5.89	7945
1767	SCRAPE	scrape	6.5	8.5	4.5	6.5	7	6	18776
1768	FOAM	foam	6.5	7.5	5.5	7	7.11	6.47	8221
1769	AXLE	axle	10.5	10.5	8.5	10.47	10.95	10	1336
1770	CARCASS	carcass	11.5	11.5	9.5	10.47	11	10	2871
1771	TASTELESS	tasteless	10.5	10.5	8.5	9	9.22	8.89	21595
1772	ELK	elk	9.5	8.5	7.5	8.47	8.68	8	6760
1773	GRAVE	grave	9.5	9.5	7.5	7.11	7.37	6.95	9223
1774	STINGY	stingy	9.5	10.5	8.5	9	9.47	8.47	20703
1775	TABLE	table	5	6	3.5	5.11	5.22	4.89	21474
1776	SHAME	shame	8.5	8.5	5.2	7.11	7.37	6.95	19171
1777	RESEMBLE	resemble	9.5	10.5	8.5	10	10.37	9.89	17888
1778	APPROACH	approach	9.5	10.5	6.5	9.47	9.95	9	915
1779	DARE	dare	7.5	7.5	5.5	6.11	6.22	6	5041
178	RIPE	ripe	7.5	7.5	5.5	6.11	6.22	6	18208
1780	BILE	bile	11.5	11.5	10.5	11.5	12	11	1841
1781	THUMB	thumb	6.5	7.5	3.5	5.11	5.33	4.89	21966
1782	GUEST	guest	7.5	9.5	5.2	6.11	6.37	5.95	9388
1783	PAIN	pain	6.5	7.5	4.5	5.11	5.22	4.89	15115
1784	WANT	want	4.5	5.5	2.5	4.11	4.22	3.89	24335
1787	LOOM	loom	9.5	9.5	8.5	9.47	9.95	9	12498
1788	TELEVISION	television	6.5	8.5	3.5	5.61	6	4.89	21704
1789	AGE	age	6.5	7.5	4.5	5	5	5	408
179	RIPEN	ripen	9.5	10.5	7.5	8.11	8.33	8	18209
1791	BUTTERFLY	butterfly	6.5	6.5	5.2	5.5	6	5	2695
1793	BAT	bat	5	5	5	5.11	5.22	5	1571
1794	FURROW	furrow	10.5	11.5	8.5	10.47	11	10	8677
1796	SLAUGHTER	slaughter	11.5	11.5	9.5	10.11	10.47	9.89	19669
1797	HEDGEHOG	hedgehog	8.5	8.5	6.5	8.47	8.95	8	9791
1798	GUNPOWDER	gunpowder	11.5	11.5	10.5	9	9.22	8.89	9426
1799	HYENA	hyena	9.5	10.5	7.5	9.33	9.67	9	10323
18	EARLOBE	earlobe	8.5	10.5	6.5	7.5	7.89	7	6546
1800	DANDELION	dandelion	8.5	8.5	6.5	6.5	7	6	5032
1801	CHILD (DESCENDANT)	offspring	10.5	10.5	8.5	10.5	10.89	10	14585
1802	SCREW	screw	8.5	8.5	5.5	7	7.22	6.89	18804
1803	WOOD	wood	6.5	6.5	4.5	5.5	5.5	5	24843
1804	BOMB	bomb	9.5	10.5	6.5	7.11	7.33	6.89	2190
1806	BEGIN	begin	6.5	7.5	4.5	6.11	6.22	5.89	1701
1807	AFTERNOON	afternoon	6.5	7.5	4.5	6.11	6.22	5.95	398
1809	PIMPLE	pimple	10.5	10.5	9.5	9.11	9.33	9	15785
181	ANTEATER	anteater	8.5	9.5	7.5	8.11	8.5	8	776
1810	DANGER	danger	7.5	8.5	5.2	5.5	6	5	5035
1812	TRY	try	5.2	6.5	3.5	5	5	5	22563
1813	TASTY	tasty	6.5	7.5	4.5	5.5	6	5	21601
1814	ACCUSE	accuse	9.5	10.5	7.5	8.95	9.16	8.47	155
1815	ACHE	ache	8.5	8.5	5.5	7.11	7.47	6.95	161
1816	BESIDE	beside	7.5	8.5	5	6.11	6.22	5.89	1776
1817	WEST	west	7.5	7.5	4.5	6.11	6.22	6	24550
1819	LOOK	look	4.5	5	2.5	5	5.11	4.89	12492
182	SPOKE	spoke	7.5	7.5	4.5	6.68	6.95	6.53	20325
1820	BEAR	bear	5	5.5	3.5	5.11	5.22	4.89	1625
1821	BRUSH	brush	5.5	6.5	3.5	5.11	5.22	4.89	2541
1823	BORROW	borrow	8.5	9.5	5.5	7.11	7.5	7	2270
1825	COPPER	copper	9.5	9.5	6.5	8.11	8.33	8	4424
1826	ANGRY	angry	5.5	6.5	3.5	5.11	5.22	4.89	725
1828	ASK (REQUEST)	request	8.5	9.5	6.5	8.11	8.37	8	17872
1829	JUMP	jump	5	5.5	3.5	4.5	4.5	4	11750
183	BAKE	bake	6.5	6.5	4.5	6	6.11	5.89	1427
1830	CRANE	crane	8.5	8.5	5.5	8	8.11	7.89	4655
1831	MEET	meet	7.2	7.5	5.2	6.11	6.22	5.89	13048
1833	DINNER (SUPPER)	dinner	5.5	6.5	4.5	4.89	5	4	5770
1834	SHE	she	5.2	5	2.5	4.37	4.53	3.89	19217
1835	MARROW	marrow	11.5	11.5	8.5	11.47	11.95	11	12863
1836	VAGINA	vagina	12.5	12.5	11.5	10.11	10.47	9.89	23954
1837	VULVA	vulva	12.5	12.5	12.5	12.5	12.67	12	24281
1838	NAVEL	navel	10.5	10.5	6.5	8.47	8.95	8	13957
1839	CRY	cry	4.5	5.5	2.5	4.61	4.89	3.89	4856
184	MAST	mast	9.5	8.5	8.5	9.47	9.95	9	12900
1840	BUILD	build	6.5	7.5	4.5	6.11	6.22	5.89	2584
1841	SUSPECT	suspect	10.5	10.5	8.5	9.11	9.5	9	21297
1842	OBSTINATE	obstinate	11.5	11.5	10.5	12.5	13	12	14510
1843	THOUSAND	thousand	8.5	9.5	6.5	7	7.11	6.89	21918
1844	BOAT	boat	5.2	6.5	3.5	5.11	5.22	4.89	2152
1845	BALL	ball	4.5	5	2.5	4.11	4.22	3.89	1441
1846	RULE	rule	7	7.5	5.2	5.5	5.7	5	18411
1847	SICK	sick	5.5	6.5	3.5	5	5	4	19414
1848	QUARREL	quarrel	9.5	10.5	7.5	10.47	10.95	10	16987
1849	ROW	row	6.5	6.5	4.5	6.11	6.22	6	18373
185	FIREPLACE	fireplace	7.5	8.5	5.5	7	7.11	6.89	7962
1850	COTTON	cotton	7.5	8.5	5.5	6.11	6.33	6	4519
1851	POCKET	pocket	6.5	7.5	4.5	5.11	5.33	4.89	15998
1852	OFTEN	often	8.5	9.5	5.5	7	7.22	6.89	14587
1853	DOVE	dove	7.5	8.5	5.5	7	7.11	6.89	6291
1854	SPARROW	sparrow	8.5	8.5	6.5	7.47	7.95	7	20166
1855	BIRCH	birch	9.5	9.5	8.5	9.47	9.95	9	1904
1856	SOFT	soft	5.2	6.5	3.5	4.5	5	4	19989
1857	CROCODILE	crocodile	7.5	8.5	5.5	6.5	7	6	4774
1858	FISHERMAN	fisherman	7.5	8.5	5.5	6.89	7.11	6.53	7989
1859	THIRD	third	7.5	7.5	4.5	6.11	6.22	5.89	21890
186	SHIN	shin	7.5	7.5	5.5	6.5	6.89	6	19260
1860	BEAD	bead	6.5	6.5	5.2	5.5	6	5	1611
1861	ACTIVE	active	7.5	8.5	4.5	7.11	7.33	7	201
1862	DONKEY	donkey	6.5	7.5	4.5	6.37	6.68	5.95	6245
1863	AMAZING	amazing	8.5	9.5	6.5	7.11	7.33	7	602
1864	HUNGER	hunger	6.5	8.5	4.5	5.5	6	5	10261
1865	BUZZARD	buzzard	10.5	10.5	8.5	9.47	9.95	9	2711
1866	STUTTER	stutter	9.5	10.5	6.5	8.47	8.95	8	20945
1867	COIN	coin	7.5	7.5	5.2	5.11	5.22	4.89	3690
1868	VISIBLE	visible	9.5	9.5	6.5	8.11	8.37	8	24195
1869	BUY	buy	6.5	6.5	3.5	5.11	5.22	4.89	2708
187	LOIN	loin	10.5	10.5	8.5	11.5	12	11	12469
1870	ANCHOR	anchor	8.5	9.5	6.5	7.11	7.5	7	693
1871	CAMEL	camel	6.5	7.5	5.5	6.5	6.67	6	2778
1874	SAUSAGE	sausage	7.5	8.5	5.2	6.47	7	5.95	18609
1875	REGRET	sorry	5.5	6.5	3.5	4.37	4.68	3.89	20081
1876	REINDEER	reindeer	7.5	8.5	5.5	6.11	6.5	5.89	17620
1877	EAST	east	7.5	7.5	4.5	6.89	7	6.53	6579
1879	DANCE	dance	6.5	6.5	3.5	5.11	5.22	4.89	5028
1880	PASSIONATE	passionate	11.5	11.5	8.5	11	11.47	10.47	15286
1881	ENOUGH	enough	7.5	8.5	4.5	6.37	7	5.89	6979
1882	BEFORE	before	6.5	7.5	4.5	5.37	5.68	4.89	1693
1884	HARD	hard	5.2	6.5	4.5	5.11	5.22	4.89	9601
1885	ARMADILLO	armadillo	10.5	10.5	8.5	8.47	8.95	8	992
1886	ARMPIT	armpit	8.5	8.5	5.5	6.5	7	6	1003
1887	CHEAP	cheap	7.5	7.5	5.2	7	7.11	6.89	3199
1888	PAIR	pair	7.5	8.5	5.5	6.11	6.22	5.89	15131
1889	ARSON	arson	12.5	12.5	11.5	11.5	12	11	1029
1890	BELIEVE	believe	7.5	9.5	5	6.67	7	6.53	1727
1891	PUMA	puma	9.5	9.5	7.5	9.68	10	9.47	16864
1892	TOUCH	touch	5.2	6.5	2.5	4.89	5	4	22205
1893	QUAIL	quail	10.5	10.5	8.5	10.47	10.95	10	16963
1894	ASHAMED	ashamed	8.5	9.5	5.5	8.11	8.37	7.89	1066
1895	CLOTHES	clothes	5.5	7.5	3.5	5.11	5.37	4.89	3576
1897	HELP	help	5	5	3.5	4.37	4.53	3.89	9818
1898	SPECTACLES	glasses	5.5	6.5	4.5	5.5	6	5	8961
1899	MAD	mad	5.5	6.5	4.5	4.89	5	3.89	12653
190	MOW	reap	11.5	10.5	10.5	10	10.22	9.89	17276
1901	SHOVEL	shovel	6.5	6.5	4.5	5.37	5.68	4.89	19347
1902	BETRAY	betray	10.5	11.5	8.5	9.47	9.95	9	1786
1903	SWELLING	swelling	9.5	9.5	6.5	7.37	7.95	7	21365
1904	DROWN	drown	8.5	8.5	5.5	7.11	7.33	6.89	6426
1905	EAGLE	eagle	8.5	8.5	6.5	6.11	6.33	6	6540
1906	SOUR	sour	6.5	7.5	4.5	6	6	5	20103
1907	MOLE	mole	8.5	8.5	6.5	7.11	7.33	7	13521
1908	ATTENTIVE	attentive	9.5	10.5	7.5	9.47	10	9	1201
1909	SHAKE	shake	5.5	6.5	3.5	5.11	5.22	4.89	19156
191	NUT	nut	5.5	6.5	4.5	5.11	5.22	4.89	14422
1910	STINGRAY	stingray	9.5	9.5	7.5	8.47	8.95	8	20702
1913	PRESS	press	7.5	7.5	4.5	7.11	7.33	7	16433
1914	DEBT	debt	12.5	12.5	8.5	10.5	11	10	5139
1916	GILL	gill	8.5	8.5	7.5	8.11	8.33	8	8919
1917	TIE	tie	5.5	6.5	3.5	5.5	5.5	5	22009
1918	MANE	mane	8.5	8.5	6.5	7.11	7.47	7	12764
1919	TORCH	torch	7.5	7.5	5.5	7.5	7.89	7	22175
192	CORNER	corner	6.5	7.5	4.5	6.11	6.22	5.89	4445
1923	ROUGH	rough	7.5	8.5	5.2	6.5	7	6	18350
1924	VEIN	vein	10.5	10.5	9.5	8.37	8.68	8	24040
1925	ARTERY	artery	12.5	11.5	10.5	10.47	10.95	10	1032
1926	OINTMENT	ointment	9.5	10.5	7.5	8.47	8.95	8	14594
1927	BAMBOO	bamboo	9.5	10.5	7.5	9.11	9.33	9	1459
1928	CEASE	cease	10.5	11.5	9.5	10.47	10.95	10	3030
1929	STUDY	study	8.5	7.5	5.5	6.11	6.22	6	20917
193	SHALLOW	shallow	8.5	8.5	6.5	8.11	8.5	8	19166
1930	RAVINE	ravine	10.5	11.5	10.5	11.47	11.95	11	17223
1931	BEESWAX	beeswax	9.5	9.5	7.5	8.47	8.95	8	1689
1932	GUESS	guess	6.5	8.5	4.5	6.11	6.22	5.89	9385
1933	LOOSEN	loosen	8.5	9.5	6.5	8	8.32	7.47	12509
1934	BEGGAR	beggar	9.5	9.5	6.5	8.37	8.95	8	1699
1935	ANUS	anus	11.5	12.5	8.5	10.5	10.89	10	825
1936	DEER	deer	6.5	7.5	4.5	6.11	6.22	5.89	5247
1937	THERE	there	5.2	7.2	3.5	5.37	5.67	4.89	21850
1938	FORTRESS	castle	7.5	8.5	5.5	6.37	6.68	5.95	2961
1939	SWEAR	swear	9.5	10.5	6.5	7.5	7.89	7	21338
194	FAMILY	family	5.2	6.5	3.5	4.89	5	4	7650
1940	GUARD	guard	8.5	9.5	5.2	7.11	7.37	6.95	9377
1941	SOLDIER	soldier	7.5	9.5	5.8	6.11	6.47	5.95	20006
1942	NEAR	near	6.5	7.5	3.5	5.11	5.22	4.89	13964
1943	CROWN (OF HEAD)	crown	7.5	7.5	5.2	6.11	6.22	5.89	4813
1944	GOD	god	6.5	6.5	4.5	5	5	4	9054
1945	IDOL	idol	10.5	11.5	8.5	9	9.22	8.89	10430
1947	BASTARD	bastard	12.5	12.5	9.5	11.5	12	11	1570
1948	SAW	saw	5	6.5	4.5	5.11	5.22	5	18625
1949	BEDBUG	bedbug	9.5	9.5	8.5	8.11	8.33	8	1658
195	MAT	mat	5	5	3.5	5.11	5.22	4.89	12911
1951	PASS	pass	6.5	7.5	4.5	6.11	6.22	5.89	15277
1952	TORTURE	torture	11.5			10.5	11	10	22191
1953	ABUSE	abuse	10.5	11.5	8.5	9.47	9.95	9	87
1954	GENTLE	gentle	7.5	8.5	5.2	6.11	6.37	5.95	8849
1955	GRIEVE	mourn	11.5	11.5	8.5	10	10.22	9.89	13695
1956	SUNFLOWER	sunflower	7.5	7.5	5.2	6.11	6.37	5.95	21155
1958	UNRIPE	unripe	9.5	9.5	6.5	8.37	8.68	8	23589
1959	RAW	raw	7.5	7.5	5.5	8	8.11	7.89	17229
196	DONATE	donate	10.5	10.5	8.5	8.11	8.33	8	6241
1961	NECKLACE	necklace	7.5	8.5	5.5	6.11	6.37	5.89	13979
1962	ROAST (SOMETHING)	roast	8.5	8.5	5.5	7.5	7.89	7	18258
1963	IMMEDIATELY	immediately	9.5	10.5	6.5	8.11	8.47	7.95	10495
1964	ALONE	alone	7.2	8.5	5.2	6.11	6.37	5.95	564
1965	LOINCLOTH	loincloth	11.5	10.5	8.5	10.47	11	10	12470
1966	BUNCH	bunch	6.5	7.5	4.5	6.11	6.22	5.89	2626
1967	CALENDAR	calendar	7.5	8.5	6.5	6.11	6.33	6	2754
197	OTHER	other	5.2	7.5	3.5	5.11	5.22	4.89	14781
1970	CANOE	canoe	8.5	9.5	7.5	7.5	7.95	7	2824
1971	FAN (OBJECT)	fan	5.5	5	5.2	5.5	5.5	5	7655
1972	YOUNG GOAT (KID)	kid	5.5	6.5	3.5	4.89	5	3.89	11820
1973	DEMON	demon	10.5	10.5	8.5	8.47	8.95	8	5406
1974	CENTIPEDE	centipede	9.5	9.5	7.5	8.47	8.95	8	3073
1975	CHECK	check	7.5	7.5	5.2	6.11	6.22	6	3207
1976	MERRY	funny	6.5	7	4.5	5.11	5.22	4.89	8666
1977	DEW	dew	9.5	9.5	7.5	7.11	7.33	7	5654
1978	RECOVER	recover	9.5	10.5	7.5	7.95	8.16	7.47	17419
1979	CHISEL	chisel	9.5	9.5	7.5	9.47	10	9	3316
198	GENITALIA	genitalia	13.5	14.5	12.5	11.5	12	11	8840
1981	WIDOWER	widower	11.5	11.5	8.5	10.47	11	10	24686
1982	WHIRLPOOL	whirlpool	9.5	10.5	8.5	9.11	9.47	9	24616
1983	SNORE	snore	7.5	7.5	5.5	6.5	6.89	6	19912
1986	DISEASE	disease	9.5	10.5	7.5	7.11	7.5	7	5917
1987	CHOPSTICKS	chopsticks	8.5	8.5	7.5	8.11	8.37	7.89	3348
1989	CALF	calf	6.5	7.5	4.5	7.11	7.33	6.89	2755
199	FAMINE	famine	11.5	11.5	9.5	10.11	10.47	10	7651
1990	BECOME	become	7.5	8.5	5	7	7.11	6.89	1652
1991	INTESTINES	intestines	10.5	10.5	7.5	10	10.37	9.89	11384
1992	MORE	more	3.5	5.5	2.5	4.11	4.22	3.89	13621
1993	SELF	self	7.5	7.5	4.5	5.5	6	5	18978
1994	COLLARBONE	collarbone	10.5	10.5	7.5	9.47	9.95	9	3717
1995	DEFECT	defect	10.5	11.5	8.5	10.47	10.95	10	5259
1996	GET TIRED	tire	6.5	7.5	4.5	5.5	6	5	22074
1997	PRESERVE	preserve	10.5	10.5	8.5	9.68	10	9.47	16425
1998	COMMAND	command	8.5	9.5	6.5	8.11	8.5	8	3802
1999	OVERCOME	overcome	10.5	10.5	8.5	9.11	9.44	9	14901
2	DUST	dust	5.2	6.5	3.5	5.11	5.22	4.89	6506
200	SAME	same	5.2	6.5	4.5	5.11	5.22	5	18535
2001	PAINTING	draw	6.5	6.5	3.5	5.11	5.22	4.89	6347
2002	DITCH	ditch	8.5	8.5	6.5	7.11	7.22	7	6148
2003	FLOW	flow	7.5	7.5	5.5	7.11	7.22	7	8178
2005	MASK	mask	6.5	6.5	4.5	5.11	5.22	4.89	12885
2006	FILL	fill	5.2	6.5	3.5	5.5	5.5	5	7903
2007	BOLT (OF LIGHTNING)	bolt	7.5	7.5	5.8	7.5	7.67	7	2188
2008	RESCUE	rescue	7.5	8.5	5.2	6.5	6.7	6	17883
2009	DOG	dog	5	5	2.5	4.11	4.22	3.89	6205
201	FARM	farm	5.2	6.5	4.5	5.11	5.22	4.89	7678
2010	INVESTIGATE	investigate	9.5	10.5	7.5	9.11	9.47	8.95	11461
2011	COFFIN	coffin	10.5	10.5	8.5	7.5	8	7	3670
2012	COLLAR	collar	6.5	7.5	4.5	6.11	6.33	5.89	3716
2013	BAIT	bait	8.5	8.5	6.5	7.11	7.33	7	1425
2014	GO DOWN (DESCEND)	descend	9.5	10.5	6.5	9.47	9.95	9	5509
2016	JEALOUSY	jealousy	9.5	10.5	6.5	8.11	8.47	7.89	11638
2017	MIX	mix	6.5	6.5	3.5	5.5	5.5	5	13459
2018	GREEDY	greedy	7.5	7.5	5.2	7.11	7.37	6.95	9251
2019	HAMMOCK	hammock	8.5	9.5	7.5	8.47	8.95	8	9530
202	STRENGTH	strength	9.5	9.5	6.5	7.5	8	7	20842
2020	PLAINTIFF	plaintiff	14.5	14.5	14.5	12.5	12.89	12	15866
2021	GRASP	grasp	6.5	7.5	3.5	8.11	8.37	8	9203
2022	ADMIT	admit	8.5	9.5	6.5	8.11	8.37	8	281
2023	CROWD	crowd	7.5	8.5	5.2	7	7.11	6.89	4810
2024	PLOT	plot	8.5	9.5	7.5	9	9.11	8.95	15953
2025	PEA	pea	5.2	5.5	3.5	5.11	5.33	4.89	15377
2027	SOYA	soybean	10.5	10.5	8.5	10.47	10.95	10	20127
203	MARRY	marry	9.5	9.5	6.5	6.11	6.37	5.95	12864
2030	DRAG	drag	6.5	6.5	5.5	6.11	6.22	6	6325
2033	DELIVER	deliver	9.5	9.5	5.5	8	8.22	7.89	5369
2034	FROST	frost	7.5	8.5	5.5	6.11	6.33	6	8587
2035	POND	pond	6.5	7	5.2	6.11	6.22	6	16087
2038	DRAGON	dragon	7.5	7.5	5.5	6.11	6.37	5.95	6328
204	AGAIN	again	5.2	6.5	3.5	5.11	5.22	4.89	406
2040	BUCKWHEAT	buckwheat	10.5	10.5	8.5	10.47	10.95	10	2566
2041	HEMP	hemp	15.5	12.5	12.5	13.5	13.8	13	9835
2042	WALNUT	walnut	9.5	9.5	7.5	7.47	7.95	7	24327
2043	PEACH	peach	6.5	6.5	4.5	6.11	6.22	5.89	15387
2045	COLUMN	pillar	9.5	9.5	8.5	9.11	9.33	9	15777
2046	APRON	apron	7.5	7.5	4.5	6.47	6.95	5.95	932
2048	QUILT	quilt	8.5	8.5	6.5	7	7.22	6.89	17033
2049	CONGEE	porridge	7.5	8.5	4.5	7.11	7.47	6.95	16131
205	TROUGH	trough	10.5	10.5	8.5	9.47	9.95	9	22530
2051	DUSTPAN	dustpan	7.5	8.5	5.5	6.5	6.67	6	6510
2052	BUCKET	bucket	5.5	6.5	3.5	5.37	5.68	4.89	2560
2057	DUNG (ANIMAL FAECES)	dung	9.5	9.5	7.5	9.47	9.89	9	6491
2058	STOOL	stool	6.5	6.5	4.5	6.11	6.33	5.89	20749
2059	FOLK SONG	folksong	10.5	10.5	10.5	9.47	9.95	9	8245
206	FIREFLY	firefly	7.5	8.5	6.5	6.5	6.89	6	7957
2060	STORY	story	5.5	6.5	4.5	5.11	5.37	4.89	20772
2062	INTEREST	interest	8.5	10.5	5.5	8.11	8.37	8	11307
2064	SCATTER (SEEDS)	scatter	8.5	9.5	5.8	8.11	8.37	7.89	18680
2069	SOAK (VERB)	soak	7.5	7.5	5.2	6.5	6.67	6	19945
207	SPARSE	sparse	12.5	11.5	10.5	11.47	11.95	11	20167
2071	LAY (VERB)	lay	6.5	6.5	4.5	6.11	6.33	5.89	12077
2072	USE (VERB)	use	6	6.5	3.5	5.5	6	5	23917
2073	ROB (VERB)	rob	7.5	7.5	5.5	7	7.11	6.89	18262
2075	BROOD (VERB)	brood	10.5	10.5	8.5	10.47	10.95	10	2517
2076	SPROUT (VERB)	sprout	7.5	8.5	5.5	7.11	7.44	7	20393
2077	DILIGENT	diligent	10.5	11.5	10.5	11.5	12	11	5744
208	NASAL MUCUS (SNOT)	snot	7.5	7.5	4.5	6	6	5	19917
209	RARE	rare	9.5	9.5	7.5	7.68	7.95	7.47	17182
2090	MY	my	4	5	2.5	4	4	3.89	13859
2093	AFTERWARDS	afterwards	8.5	9.5	6.5	8.5	9	8	405
2099	CHILD	child	5	6.5	3.5	4.11	4.33	3.89	3276
21	TASTE (SOMETHING)	taste	6.5	7.5	3.5	5.11	5.22	4.89	21589
210	LIFE	life	6.5	7.5	4.5	5.5	6	5	12253
2102	BURN	burn	6.5	7.5	4.5	5.37	5.68	4.89	2653
2112	OLD (AGED)	elder	10.5	10.5	8.5	9	9.22	8.89	6700
2113	OLD (USED)	used	7.5	8.5	4.5	6.11	6.22	5.89	23919
2119	BOW STRING	bowstring	10.5	10.5	10.5	8.47	8.95	8	2325
212	FIELD	field	7.5	8.5	5.2	6.11	6.22	6	7870
2124	SMELL	smell	5.2	6.5	3.5	5	5	4	19805
2130	HEADGEAR	headgear	9.5	10.5	7.5	9.11	9.44	9	9703
2134	RAISE (BRING UP)	raise	7.5	8.5	4.5	7	7.11	6.89	17131
2137	MAGICIAN	magician	8.5	9.5	6.5	7	7.22	6.89	12670
214	STRETCH	stretch	6.5	8.5	4.5	5.5	6	5	20851
2148	PICK	pick	5.2	6.5	3.5	5.11	5.22	4.89	15729
215	LIE DOWN	lying	7.5	8.5	4.5	6	6	5	12629
2150	MATTER	matter	8.5	9.5	6.5	7.11	7.22	7	12948
2151	COARSE	coarse	9.5	10.5	8.5	10.47	11	10	3616
2154	PLOUGH (INSTRUMENT)	plow	8.5	8.5	5.5	7.5	7.89	7	15958
2155	CUT (WITH SCISSORS)	scissor	6.5	7.5	5.5	5.5	6	5	18724
2159	GROUND	ground	6.5	7.5	3.5	5.11	5.22	4.89	9326
216	MOVIE	movie	7.5	7.5	5.5	5.11	5.22	4.89	13718
2165	SLOWLY	slowly	6.5	7.5	4.5	6.11	6.37	5.95	19762
218	FINE (PENALTY)	fine	6.5	6.5	4.5	6.11	6.22	5.89	7933
2181	LIGHT (IN TASTE)	bland	9.5	10.5	8.5	10	10.22	9.89	1975
219	TOILET	toilet	5.5	6.5	3.5	5	5.22	3.89	22110
2190	TASTE	savor	10.5	11.5	8.5	10.47	10.95	10	18621
2192	REJOICE	rejoice	10.5	11.5	8.5	10	10.22	9.89	17647
2194	FRONT (PART)	front	6.5	7.2	4.5	5.11	5.22	5	8579
220	INTACT	intact	11.5	11.5	10.5	10	10.22	9.89	11245
2200	SNOUT	muzzle	10.5	10.5	8.5	9.47	9.95	9	13858
2203	RABID	rabid	11.5	11.5	12.5	10	10.47	9.89	17058
2204	LEDGE	ledge	9.5	9.5	7.5	8.11	8.5	8	12130
2205	PEAK	peak	8.5	8.5	7.5	8.11	8.33	8	15390
2206	RABIES	rabies	11.5	11.5	10.5	9.33	9.67	9	17059
221	FIRE	fire	5.5	6.5	3.5	5.11	5.22	4.89	7950
2214	AFFAIR	affair	11.5	11.5	8.5	11.47	11.95	11	359
2216	BECOME NUMB	numb	8.5	9.5	6.5	8	8.22	7.89	14399
2218	EXPERIENCED	experienced	11.5	11.5	8.5	10	10.22	9.89	7402
2219	LEAN (MEAT)	lean	7.5	7.5	5.5	7.11	7.33	7	12103
222	LAVISH	lavish	11.5	12.5	12.5	11.5	12	11	12057
2222	CONJURE	conjure	12.5	12.5	12.5	11.47	11.95	11	4144
2223	BE ANGRY	annoyed	8.5	9.5	5.5	8.11	8.47	7.89	753
2224	BEND (SOMETHING)	bend	6.5	6.5	4.5	5.5	6	5	1754
2227	SPAWN (VERB)	spawn	11.5	11.5	9.5	10.47	10.95	10	20176
2230	UNTAMED OR WILD	wild	6.5	7.5	4.5	6.11	6.37	5.95	24695
2232	KEEN OR SUBTLE	subtle	12.5	12.5	12.5	11.5	12	11	21043
2233	LOVELY	lovely	7.5	7.5	5.2	7.11	7.37	6.95	12546
2239	DENSE	dense	10.5	10.5	8.5	10	10.22	9.89	5429
224	MORTAR	mortar	11.5	10.5	8.5	11.47	11.95	11	13636
2242	BEETLE	beetle	7.5	8.5	5.2	6.5	6.89	6	1691
2243	REPAIR	repair	8.5	9.5	5.5	7.11	7.37	6.89	17778
2244	METAL	metal	8.5	8.5	5.5	7	7.11	6.89	13149
2245	BELCH	belch	8.5	9.5	5.5	7.47	7.95	7	1723
2246	BELL	bell	5.5	6.5	3.5	5.11	5.22	4.89	1732
2247	CATERPILLAR	caterpillar	6.5	7.5	5.2	6.33	6.67	5.95	2997
2252	PATH	path	7.5	7.5	5.2	6.11	6.22	5.89	15322
2253	DRIP (EMIT LIQUID)	leak	7.5	7.5	5.5	6.5	6.7	6	12100
2259	FLESH	flesh	9.5	9.5	6.5	9	9.47	8.47	8113
227	FISH	fish	5	5	3.5	4.5	5	4	7984
2271	THINK	think	5.2	6.5	3.5	5.11	5.33	4.89	21884
2273	LEECH	leech	10.5	10.5	8.5	8.47	8.95	8	12132
2276	IDENTICAL	identical	9.5	10.5	8.5	9.11	9.5	8.89	10411
2277	WHOLE	whole	7.5	8.5	5.2	6.11	6.5	6	24650
2278	PERHAPS	perhaps	8.5	9.5	5.5	8.89	9.11	8.47	15525
228	CARVE	carve	8.5	8.5	5.5	7.11	7.5	7	2936
2283	SEMEN	semen	15.5	14.5	12.5	12.5	12.7	12	18991
2284	CLEARING	clearing	8.5	8.5	6.5	8	8.11	7.95	3504
2285	ECLIPSE	eclipse	10.5	10.5	9.5	9.33	9.67	9	6604
2287	HORIZON	horizon	9.5	10.5	8.5	8.37	8.68	8	10099
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor	10.5	10.5	9.5	9.33	9.67	9	13164
229	MOVE AWAY	migrate	10.5	10.5	9.5	10	10.22	9.89	13260
