CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
1953	ABUSE	abuse	9.47	9.95	9	8.61	103
1954	GENTLE	gentle	6.11	6.37	5.95	4.89	10184
1955	GRIEVE	mourn	10	10.22	9.89	9.21	15755
1956	SUNFLOWER	sunflower	6.11	6.37	5.95	6	23965
1957	GOITER	goiter	13.5	13.8	13	16	10465
1958	UNRIPE	unripe	8.37	8.68	8	7.5	26461
1959	RAW	raw	8	8.11	7.89	7.17	19823
196	DONATE	donate	8.11	8.33	8	8.2	7311
1961	NECKLACE	necklace	6.11	6.37	5.89	5	16070
1962	ROAST (SOMETHING)	roast	7.5	7.89	7	8.5	20963
1963	IMMEDIATELY	immediately	8.11	8.47	7.95	6.765224000000001	12099
1964	ALONE	alone	6.11	6.37	5.95	4.94	693
1965	LOINCLOTH	loincloth	10.47	11	10	9.67	14279
1966	BUNCH	bunch	6.11	6.22	5.89	4.89	3188
1967	CALENDAR	calendar	6.11	6.33	6	5.89	3373
197	OTHER	other	5.11	5.22	4.89	5.33	16966
1970	CANOE	canoe	7.5	7.95	7	6.63	3467
1971	FAN (OBJECT)	fan	5.5	5.5	5	5.63	8877
1972	YOUNG GOAT (KID)	kid	4.89	5	3.89	4.28	13490
1973	DEMON	demon	8.47	8.95	8	7.16	6371
1974	CENTIPEDE	centipede	8.47	8.95	8	7.39	3816
1975	CHECK	check	6.11	6.22	6	5.53	3976
1976	MERRY	funny	5.11	5.22	4.89	5.47	9945
1977	DEW	dew	7.11	7.33	7	7.37	6665
1978	RECOVER	recover	7.95	8.16	7.47	7.56	20036
1979	CHISEL	chisel	9.47	10	9	10.53	4089
198	GENITALIA	genitalia	11.5	12	11	11.84	10174
1981	WIDOWER	widower	10.47	11	10	9.42	27607
1982	WHIRLPOOL	whirlpool	9.11	9.47	9	8.95	27542
1983	SNORE	snore	6.5	6.89	6	5.94	22692
1986	DISEASE	disease	7.11	7.5	7	7.55	6962
1987	CHOPSTICKS	chopsticks	8.11	8.37	7.89	7.854453	4127
1989	CALF	calf	7.11	7.33	6.89	6.63	3375
199	FAMINE	famine	10.11	10.47	10	10	8874
1990	BECOME	become	7	7.11	6.89	5.85	2094
1991	INTESTINES	intestine	9.47	10	9	9.28	13000
1992	MORE	more	4.11	4.22	3.89	3.781264	15670
1993	SELF	self	5.5	6	5	5	21758
1994	COLLARBONE	collarbone	9.47	9.95	9	8.89	4565
1995	DEFECT	defect	10.47	10.95	10	10.26	6229
1996	GET TIRED	tire	5.5	6	5	6.16	24967
1997	PRESERVE	preserve	9.68	10	9.47	9.63	18900
1998	COMMAND	command	8.11	8.5	8	8.67	4657
1999	OVERCOME	overcome	9.11	9.44	9	8	17108
2	DUST	dust	5.11	5.22	4.89	5.06	7615
20	SCYTHE	scythe	11.5	12	11	11.87	21622
200	SAME	same	5.11	5.22	5	5.624925000000001	21276
2001	PAINTING	draw	5.11	5.22	4.89	4.11	7445
2002	DITCH	ditch	7.11	7.22	7	6.22	7188
2003	FLOW	flow	7.11	7.22	7	7.4	9431
2005	MASK	mask	5.11	5.22	4.89	4.8	14808
2006	FILL	fill	5.5	5.5	5	5.06	9149
2007	BOLT (OF LIGHTNING)	bolt	7.5	7.67	7	7.28	2688
2008	RESCUE	rescue	6.5	6.7	6	7.17	20563
2009	DOG	dog	4.11	4.22	3.89	2.8	7267
201	FARM	farm	5.11	5.22	4.89	3.85	8900
2010	INVESTIGATE	investigate	9.11	9.47	8.95	9	13081
2011	COFFIN	coffin	7.5	8	7	7.79	4514
2012	COLLAR	collar	6.11	6.33	5.89	6.56	4564
2013	BAIT	bait	7.11	7.33	7	7.11	1788
2014	GO DOWN (DESCEND)	descend	9.47	9.95	9	9.19	6505
2016	JEALOUSY	jealousy	8.11	8.47	7.89	7.61	13273
2017	MIX	mix	5.5	5.5	5	5.11	15474
2018	GREEDY	greedy	7.11	7.37	6.95	7.53	10660
2019	HAMMOCK	hammock	8.47	8.95	8	7.11	10982
202	STRENGTH	strength	7.5	8	7	6.21	23626
2020	PLAINTIFF	plaintiff	12.5	12.89	12	12.33	18259
2021	GRASP	grasp	8.11	8.37	8	8.2	10612
2022	ADMIT	admit	8.11	8.37	8	7.56	341
2023	CROWD	crowd	7	7.11	6.89	7.14	5739
2024	PLOT	plot	9	9.11	8.95	8.65	18363
2025	PEA	pea	5.11	5.33	4.89	3.95	17668
2027	SOYA	soybean	10.47	10.95	10	11.6	22921
203	MARRY	marry	6.11	6.37	5.95	5.83	14784
2030	DRAG	drag	6.11	6.22	6	8.84	7421
2033	DELIVER	deliver	8	8.22	7.89	6.63	6330
2034	FROST	frost	6.11	6.33	6	5.209302000000001	9866
2035	POND	pond	6.11	6.22	6	5.16	18520
2038	DRAGON	dragon	6.11	6.37	5.95	5.58	7423
2039	MAGPIE	magpie	10.47	10.95	10	10.47	14548
204	AGAIN	again	5.11	5.22	4.89	5.784780000000001	487
2040	BUCKWHEAT	buckwheat	10.47	10.95	10	8.69	3118
2041	HEMP	hemp	13.5	13.8	13	12.94	11332
2042	WALNUT	walnut	7.47	7.95	7	6.16	27251
2043	PEACH	peach	6.11	6.22	5.89	4.21	17679
2044	PERSIMMON	persimmon	12.5	13	12	15.29	17902
2045	COLUMN	pillar	9.11	9.33	9	8.26	18147
2046	APRON	apron	6.47	6.95	5.95	6.75	1172
2048	QUILT	quilt	7	7.22	6.89	6.55	19604
2049	CONGEE	congee	15	15	15	13.2	4967
205	TROUGH	trough	9.47	9.95	9	8.41	25467
2051	DUSTPAN	dustpan	6.5	6.67	6	6.47	7619
2052	BUCKET	bucket	5.37	5.68	4.89	5.61	3109
2056	WOK	wok	11.5	11.89	11	12.27	27756
2057	DUNG (ANIMAL FAECES)	dung	9.47	9.89	9	11.05	7592
2058	STOOL	stool	6.11	6.33	5.89	6.21	23535
2059	FOLK SONG	folksong	9.47	9.95	9	7.33	9507
206	FIREFLY	firefly	6.5	6.89	6	6.39	9203
2060	STORY	story	5.11	5.37	4.89	3.89	23558
2062	INTEREST	interest	8.11	8.37	8	7.37	12917
2064	SCATTER (SEEDS)	scatter	8.11	8.37	7.89	7.95	21442
2067	STEAM (VERB)	braise	13.5	13.75	13	13.607018	2893
2069	SOAK (VERB)	soak	6.5	6.67	6	6.53	22724
207	SPARSE	sparse	11.47	11.95	11	11.83	22957
2071	LAY (VERB)	lay	6.11	6.33	5.89	5.838065000000001	13819
2072	USE (VERB)	use	5.5	6	5	4.5	26749
2073	ROB (VERB)	rob	7	7.11	6.89	7.28	20966
2075	BROOD (VERB)	brood	10.47	10.95	10	10.47	3059
2076	SPROUT (VERB)	sprout	7.11	7.44	7	9.11	23180
2077	DILIGENT	diligent	11.5	12	11	11.78	6782
208	NASAL MUCUS (SNOT)	snot	6	6	5	5.47	22697
209	RARE	rare	7.68	7.95	7.47	7.45	19778
2090	MY	my	4	4	3.89	2.715564	15930
2093	AFTERWARDS	afterwards	8.5	9	8	7.711835	485
2099	CHILD	child	4.11	4.33	3.89	5.14536	4050
21	TASTE (SOMETHING)	taste	5.11	5.22	4.89	4.26	24429
210	LIFE	life	5.5	6	5	5.89	14034
2102	BURN	burn	5.37	5.68	4.89	4.72	3231
2112	OLD (AGED)	elder	9	9.22	8.89	7.67	7837
212	FIELD	field	6.11	6.22	6	6.1	9121
2124	SMELL	smell	5	5	4	4.22	22594
213	FIN	fin	8.11	8.22	8	7.3	9165
2130	HEADGEAR	headgear	9.11	9.44	9	10.78	11177
2134	RAISE (BRING UP)	raise	7	7.11	6.89	6.72	19725
2137	MAGICIAN	magician	7	7.22	6.89	5.37	14525
214	STRETCH	stretch	5.5	6	5	5.47	23635
2148	PICK	pick	5.11	5.22	4.89	5.26	18087
2150	MATTER	matter	7.11	7.22	7	7.56	14880
2151	COARSE	coarse	10.47	11	10	9.11	4437
2154	PLOUGH (INSTRUMENT)	plow	7.5	7.89	7	7.11	18365
2155	CUT (WITH SCISSORS)	scissor	5.5	6	5	4.56	21510
2159	GROUND	ground	5.11	5.22	4.89	4.89	10735
216	MOVIE	movie	5.11	5.22	4.89	3.56	15774
2165	SLOWLY	slowly	6.11	6.37	5.95	6.317630000000001	22555
218	FINE (PENALTY)	fine	6.11	6.22	5.89	7.44	9178
2181	LIGHT (IN TASTE)	bland	10	10.22	9.89	8.35	2469
219	TOILET	toilet	5	5.22	3.89	3.54	25016
2190	TASTE	savor	10.47	10.95	10	10.14	21380
2192	REJOICE	rejoice	10	10.22	9.89	8.61	20300
2194	FRONT (PART)	front	5.11	5.22	5	5.187988000000001	9859
220	INTACT	intact	10	10.22	9.89	9.84	12852
2200	SNOUT	muzzle	9.47	9.95	9	8.44	15929
2203	RABID	rabid	10	10.47	9.89	9.22	19641
2204	LEDGE	ledge	8.11	8.5	8	11.05	13884
2205	PEAK	peak	8.11	8.33	8	7.11	17683
2206	RABIES	rabies	9.33	9.67	9	8.22	19642
221	FIRE	fire	5.11	5.22	4.89	3.25	9193
2214	AFFAIR	affair	11.47	11.95	11	10.94	433
2216	BECOME NUMB	numb	8	8.22	7.89	9.26	16526
2219	LEAN (MEAT)	lean	7.11	7.33	7	7.17	13853
222	LAVISH	lavish	11.5	12	11	10.76	13801
2222	CONJURE	conjure	11.47	11.95	11	11.37	5000
2223	BE ANGRY	annoyed	8.11	8.47	7.89	7.72	942
2224	BEND (SOMETHING)	bend	5.5	6	5	5.56	2208
2227	SPAWN (VERB)	spawn	10.47	10.95	10	11.25	22966
2230	UNTAMED OR WILD	wild	6.11	6.37	5.95	6.11	27622
2232	KEEN OR SUBTLE	subtle	11.5	12	11	11.63	23831
2233	LOVELY	lovely	7.11	7.37	6.95	7.26	14366
2239	DENSE	dense	10	10.22	9.89	10.2	6405
224	MORTAR	mortar	11.47	11.95	11	11.9	15688
2242	BEETLE	beetle	6.5	6.89	6	5.32	2131
2243	REPAIR	repair	7.11	7.37	6.89	7.81	20444
2244	METAL	metal	7	7.11	6.89	5.61	15109
2245	BELCH	belch	7.47	7.95	7	6.22	2164
2246	BELL	bell	5.11	5.22	4.89	3.89	2175
2247	CATERPILLAR	caterpillar	6.33	6.67	5.95	5.17	3710
225	PESTLE	pestle	12.5	13	12	13	17956
2252	PATH	path	6.11	6.22	5.89	6.11	17603
2253	DRIP (EMIT LIQUID)	leak	6.5	6.7	6	5.47	13849
2259	FLESH	flesh	9	9.47	8.47	8.3	9366
227	FISH	fish	4.5	5	4	4.05	9231
2271	THINK	think	5.11	5.33	4.89	4.75	24775
2273	LEECH	leech	8.47	8.95	8	7.84	13886
2276	IDENTICAL	identical	9.11	9.5	8.89	8.72	12000
2277	WHOLE	whole	6.11	6.5	6	6.89	27575
2278	PERHAPS	perhaps	8.89	9.11	8.47	7.596470000000001	17844
228	CARVE	carve	7.11	7.5	7	6.35	3640
2283	SEMEN	semen	12.5	12.7	12	12.37	21772
2285	ECLIPSE	eclipse	9.33	9.67	9	10.21	7720
2286	ESTUARY	estuary	12.5	12.89	12	14.13	8390
2287	HORIZON	horizon	8.37	8.68	8	8.3	11640
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor	9.33	9.67	9	7.67	15134
229	MOVE AWAY	migrate	10	10.22	9.89	9.62	15237
2290	PUDDLE	puddle	5.11	5.44	4.89	5.37	19361
2291	VOLCANO	volcano	7.11	7.33	7	6.74	27154
2293	UVULA	uvula	12.5	12.8	12	11.73	26775
2294	WRINKLE	wrinkle	7	7.22	6.89	7.21	27904
2295	SUNSET	sunset	6.11	6.22	5.95	6.06	23979
2296	SUNRISE	sunrise	6.11	6.37	5.95	5.72	23975
2297	DUSK	dusk	8.11	8.5	8	8.74	7613
2298	VIRGIN	virgin	11.5	11.8	11	10.63	27079
2299	STRAW	straw	5.22	5.44	4.89	4.22	23608
23	RYE	rye	10.47	10.95	10	9.26	21163
230	SWEEP	sweep	5.5	6	5	4.2	24167
2301	ME	me	4	4	3	3.280385	14913
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	7.11	7.37	7	7.68	4207
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	11.5	12	11	12.17	23042
2308	THIN	thin	5.11	5.22	4.89	6.47	24770
231	SHAVE	shave	7.11	7.22	6.89	5.89	21995
2310	US (OBLIQUE CASE OF WE)	us	4	4	4	4.18623	26746
2313	BRONZE	bronze	9.11	9.5	9	10	3055
2316	FREE	free	5.11	5.33	4.89	5.21	9775
2318	CHESTNUT	chestnut	8.47	8.95	8	6.55	4029
2319	LID (COVER, CAP)	lid	5.5	5.67	5	5.95	14027
232	FLEA	flea	6.5	7	6	7.79	9357
2321	MAD PERSON	lunatic	10.47	10.95	10	9.83	14431
2329	LACK (NOT HAVE)	lack	8	8.11	7.89	8.28	13643
2334	MELT	melt	6.11	6.22	5.95	5.47	15015
2335	CUNNING	cunning	10.47	10.95	10	10.84	5846
2336	OF THIS KIND (SUCH)	so	4	4	4	5.14536	22723
2339	NEED (SOMETHING)	need	5	5.11	4.89	3.56	16082
234	PADDLE	paddle	6.11	6.33	6	6.58	17297
2340	SUNNY	sunny	5	5.11	4.5	6.17	23973
2341	CLOUDY	cloudy	5.5	6	5	5.5	4401
2342	LANDSCAPE	landscape	8.68	8.95	8.47	9.89	13712
2343	STEEL	steel	8.11	8.33	8	7.68	23386
2344	PETROL	petrol	12.5	12.67	12	12.28	17967
2348	CRAB	crab	6.37	6.68	5.95	5.28	5536
2349	SHRIMP	shrimp	7.11	7.37	6.95	7.11	22171
2350	EARTHWORM	earthworm	6.5	6.89	6	5.35	7682
2351	SILKWORM	silkworm	9.47	9.95	9	7.95	22285
2352	DRAGONFLY	dragonfly	7.11	7.37	6.95	6.8	7424
2353	CICADA	cicada	11.5	12	11	11.54	4184
2354	CRICKET	cricket	7.5	7.89	7	7.72	5656
2355	GECKO	gecko	9.47	9.95	9	10.32	10135
2359	LOTUS	lotus	11.47	11.95	11	13.59	14346
236	STEPMOTHER	stepmother	7.11	7.37	6.95	6.33	23417
2362	BRAN	bran	10	10.22	9.89	9.95	2898
2363	CHAFF (HUSK)	chaff	12.5	13	12	10.25	3860
2365	RADISH	radish	7.5	7.89	7	5.25	19685
2366	ONION	onion	6.37	6.68	5.95	6.05	16786
2367	MANDARINE	tangerine	7.47	7.95	7	8.15	24380
2368	GARLIC	garlic	8.11	8.33	8	6.89	10070
237	STEPFATHER	stepfather	7.5	7.89	7	8.42	23415
2371	BREADFRUIT	breadfruit	13	13	13	13.29	2931
2374	DREAM	dream	5.11	5.33	4.89	4.88	7457
2375	VERTICAL	vertical	9.11	9.33	9	9.71	26977
2376	HORIZONTAL	horizontal	10	10.22	9.89	8.15	11641
238	PRAWNS	prawn	12.5	12.8	12	13.06	18730
2386	TURKEY	turkey	5.5	6	5	3.95	25560
239	FLOWER	flower	4.5	5	4	3.11	9432
2393	JOURNEY	journey	8	8.11	7.95	7.67	13350
2395	CONGEAL (BLOOD)	coagulate	13.5	13.94	13	13.95	4430
2396	KNOCK	knock	5.11	5.22	4.89	4.63	13593
2397	LOBSTER	lobster	7.47	7.95	7	7.44	14224
2398	MANGO	mango	9.47	9.68	9	8.22	14666
24	PRAY	pray	6.11	6.22	5.89	5.79	18731
240	ELECTION	election	8.11	8.22	8	9.17	7843
2400	THEIR	their	7.11	7.47	6.89	5.262587000000001	24714
2401	PICTURE	picture	5.11	5.22	4.89	4.05	18104
2402	ROBIN	robin	6.11	6.22	6	6.690625000000001	20970
2403	TOY	toy	4.11	4.22	2.89	3	25172
2405	CHRISTMAS	christmas	4.11	4.22	3.89	4.346085	4144
2406	HOME	home	4	4	4	3.8665200000000004	11543
2407	BIRTHDAY	birthday	4.11	4.37	3.89	2.85	2407
2408	CAKE	cake	4.61	5	3.89	3.26	3355
2409	BROWN	brown	5.11	5.22	4.89	4.196887000000001	3074
241	TREE STUMP	stump	7	7.22	6.89	7.58	23705
2410	GOOD-LOOKING	pretty	5.11	5.33	4.89	4.090317000000001	18939
2411	HURT (SOMEBODY)	hurt	4.61	5	3.89	4	11842
2412	THANK (SOMEBODY)	thank	4.11	4.22	3.89	3.79	24696
242	COST	cost	7	7.11	6.89	5.67	5393
2422	SOMEONE	someone	6.11	6.37	5.95	4.921563000000001	22822
2423	CHANNEL	channel	8	8.22	7.89	5.79	3903
2424	MEMBER	member	7.11	7.37	6.95	8.2	15017
2425	PROBLEM	problem	6.11	6.22	5.95	6.06	19029
2426	CLIMATE	climate	10	10.11	9.89	7.95	4343
2427	FUTURE	future	7.11	7.37	7	7.16	9976
2428	LIBRARY	library	5.11	5.33	5	4.95	14014
2429	LOGIC	logic	10.47	10.95	10	10.58	14266
243	FRESH	fresh	6.11	6.37	5.95	6.22	9807
2430	OFFICE	office	7	7.11	6.95	6.68	16716
2431	REVOLUTION	revolution	10.47	10.95	10	10	20803
2432	MARRIAGE	marriage	6.47	6.95	5.95	7.17	14780
2433	THEORY	theory	10.47	10.95	10	9.37	24731
2434	TRAGEDY	tragedy	9	9.22	8.89	10.21	25205
2435	UNIVERSITY	university	9	9.22	8.89	10.72	26252
244	LEFT	left	5.11	5.22	5	5.571640000000001	13890
2440	PINEAPPLE	pineapple	6.5	7	6	6.25	18167
2441	CASHEW	cashew	8.47	8.95	8	8.68	3653
2444	KINGFISHER	kingfisher	11.5	12	11	12.73	13532
2445	PAPAYA	papaya	10.47	10.95	10	10.84	17418
2446	SLOTH	sloth	9.47	9.95	9	8.37	22545
2447	WOODPECKER	woodpecker	7.11	7.47	6.95	6.5	27796
2449	FAT (OF MEAT AND FOOD)	fatty	6.5	6.5	6	6.37	8952
245	BROOM	broom	5.11	5.33	4.89	5.5	3064
2452	PURPLE	purple	5.11	5.22	4.89	3.6	19454
2454	SIXTEEN	sixteen	6.11	6.22	5.89	4.804336000000001	22368
2457	PATH OR ROAD	way	5.11	5.22	4.89	5.39	27379
2459	GRINDSTONE	grindstone	10.47	10.95	10	11.47	10700
246	THRUST	thrust	10.47	10.95	10	9.72	24845
2460	DINGO	dingo	10.47	10.95	10	11.29	6810
2465	DISGUST	disgust	8.37	8.68	8	7.68	6985
2466	WEIGHT	weight	7	7.47	6.53	6.53	27443
2467	GAME	game	4.5	5	4	4.26	10026
2468	BAG	bag	4.5	4.5	4	4.28	1775
2469	AGAINST	against	6.5	7	6	7.969465000000001	488
2470	DEAR	dear	6	6.11	5.89	5.550326	6088
2471	LADY	lady	5.11	5.22	4.89	3.68	13661
2472	SUCKLE (BREASTFEED, NURSE)	suckle	9.67	10	9	9.61	23865
2473	HIS (GENITIVE OF HE)	his	4	4	4	3.6853510000000003	11474
2474	HER (GENITIVE OF SHE)	her	4	4	4	5.092075	11343
2477	YAK	yak	9.47	9.89	9	7.78	27936
248	HAPPEN	happen	6.11	6.22	5.89	5.26	11053
2481	FEMALE DOG	bitch	11	11.5	10	10.11	2424
2482	TOGETHER	together	5.11	5.33	4.89	5.944635000000001	25012
2483	COLD (OF WEATHER)	cool	5.5	5.5	5	4.58	5249
2486	HIDE	hide	5.11	5.22	4.89	4.47	11414
2489	ABACUS	abacus	9.5	10	9	8.69	3
249	FOG	fog	6.11	6.22	6	6.21	9490
2493	BOIL	boil	7	7.11	6.89	6.6	2673
2496	ADORNED	crested	10.47	10.95	10	12.06	5645
2497	RATTAN	rattan	13.5	14	13	13.57	19807
2498	OPIUM	opium	13.5	13.94	13	12.41	16829
25	DIRT	dirt	4.61	5	3.89	3.83	6854
2500	GINGER	ginger	8.11	8.5	8	8.05	10283
2501	RICE HUSK	husk	9.47	9.89	9	8.63	11849
2502	GONG	gong	8.47	8.95	8	9.6213	10482
2503	LAUNDER (WASH CLOTHES)	launder	10.47	10.95	10	10.12	13790
2504	DIFFERENT	different	6.68	6.95	6.53	5.5	6740
2505	BEDROOM	bedroom	4.5	5	4	3.9	2108
2506	LOOSE	loose	6.95	7.11	6.53	7.71	14325
2507	DISGUSTING	disgusting	7.11	7.5	7	6.06	6987
2509	EXCHANGE	exchange	9	9.22	8.89	8.35	8522
251	SHARPEN (SOMETHING)	sharpen	6.5	6.5	6	5.61	21986
2510	PORCUPINE	porcupine	7.47	8	7	6.89	18563
2512	CHICK	chick	5.37	5.68	4.89	5.53	4040
2514	SPOUSE	spouse	10	10.22	9.89	9.94	23157
2517	CROWDED	crowded	7.11	7.33	7	7.63	5740
2518	HEARING (AURAL SENSE)	hearing	6.37	6.67	5.89	6.051205000000001	11220
2519	SEEING (VISUAL SENSE)	sight	6.11	6.22	6	5.44	22249
252	FRIGHTEN	frighten	7.11	7.47	6.95	8.83	9831
2524	JOY	joy	6.11	6.22	5.89	6.74	13358
2526	POWER	power	6.5	6.7	6	7.48	18703
2527	ABILITY	ability	8.95	9.11	8.47	8.84	32
2530	SMART	intelligent	8.5	9	8	8.28	12870
2531	BROAD	broad	8.89	9.11	8.47	10.5	3028
2532	TORNADO	tornado	7.11	7.37	7	6.21	25095
2534	DEPTH	depth	8.11	8.37	8	9.72	6474
2537	LENGTH	length	7.11	7.37	7	6.05	13941
2538	TRENCH (FOSSE)	trench	9.47	9.95	9	10.21	25369
2539	PIT (POTHOLE)	pit	6.11	6.37	5.95	6.14	18212
2540	LIME (MATERIAL)	lime	7.11	7.33	7	6.61	14092
2541	MIRACLE	miracle	7.11	7.5	7	6.8	15340
2542	HERB	herb	10	10.22	9.89	9.05	11346
2543	RAVEN	raven	8.47	8.95	8	8.56	19817
2544	SHEPHERD	shepherd	8	8.37	7.89	6.67	22030
2546	BORDER	border	8.11	8.33	8	6.85	2775
2547	CITY	city	6.11	6.22	5.95	6.56	4235
2548	BARREL	barrel	7.11	7.37	7	7.72	1944
2549	VEHICLE	vehicle	7.5	8	7	6.58	26898
255	SERVANT	servant	8	8.22	7.89	7.89	21890
2553	MISERY	misery	9.11	9.44	9	9.22	15389
2554	PRINCE (RULER)	prince	6.11	6.37	5.95	5.26	18981
256	FOOD	food	4	4	3	3.25	9524
2562	SEX (GENDER)	sex	11	11.11	10.89	9.79	21922
2564	PIGLET	piglet	5.5	6	5	5.68	18126
2566	GELDING	gelding	12.5	13	12	12.6	10144
2568	BAKER	baker	6.11	6.22	5.89	6.040548	1791
2569	BUTCHER	butcher	8.11	8.47	7.89	7.9	3272
257	WORSHIP	worship	7.5	7.89	7	7	27865
2570	BEEF	beef	6	6.11	5.89	6.58	2118
2571	TRY (TEST)	test	5	5	5	6.26	24670
2572	SENSE (PERCEIVE BY SENSES)	sense	7.11	7.5	7	7.32	21819
2573	FEELING (EMOTION)	emotion	8.11	8.5	8	6.37	7982
2577	YET	yet	5.5	6	5	6.957050000000001	27974
2578	PENCIL	pencil	5	5	4.89	4.06	17752
2579	TOOTHBRUSH	toothbrush	5	5	4	4.33	25063
258	CALM	calm	7.11	7.37	6.95	6.26	3392
2580	HELICOPTER	helicopter	6.37	6.95	5.95	5.26	11293
2581	OCTOPUS	octopus	7.11	7.47	6.95	6.26	16687
2584	BENCH	bench	6.11	6.22	5.89	4.21	2204
2586	SEAHORSE	seahorse	7.11	7.47	6.95	5.83	21635
2587	DARTS	dart	6.11	6.33	6	7.38	6024
2588	GLOBE	globe	7.11	7.33	7	6.5	10368
2589	WREATH	wreath	7.47	7.95	7	7.06	27887
2590	HARMONICA	harmonica	7.47	8	7	7.32	11097
2591	RHINOCEROS	rhinoceros	7.33	7.89	6.95	6	20834
2592	IGLOO	igloo	7.11	7.44	7	5.42	12027
2594	DOMINOES	dominoes	7	7.22	6.89	7.703040000000001	7309
2595	CACTUS	cactus	7.11	7.33	7	6.72	3335
2596	ESCALATOR	escalator	7.37	7.95	7	7.11	8351
2597	HARP	harp	7.68	7.95	7.47	7.55	11105
2599	STETHOSCOPE	stethoscope	8.5	9	8	8.5	23445
26	UNPLEASANT	unpleasant	8.5	8.89	8	9.32	26356
2600	PYRAMID	pyramid	7.68	7.95	7.47	7.61	19503
2601	UNICORN	unicorn	6.11	6.44	5.89	4.83	26192
2602	FUNNEL	funnel	8.11	8.5	8	8.44	9944
2603	ACCORDION	accordion	10	10.47	9.89	8.61	158
2604	NOOSE	noose	9.47	9.95	9	8.28	16431
2605	ASPARAGUS	asparagus	8.5	8.89	8	6.79	1363
2606	COMPASS	compass	8.11	8.33	8	8.44	4742
2607	TRIPOD	tripod	10.47	10.89	10	9.26	25435
2617	BULB	bulb	6.5	6.89	6	6.56	3145
2618	CAMERA	camera	6.11	6.37	5.95	6	3409
2619	CARD	card	5.11	5.22	4.89	6.2	3552
2620	CARRIAGE	carriage	7.5	8	7	5.84	3616
2621	CURTAIN	curtain	6	6.22	5.78	4.95	5890
2622	ENGINE	engine	7.5	7.89	7	6.28	8118
2623	FLAG	flag	5.11	5.22	4.89	5.33	9280
2624	FRAME	frame	6.5	6.7	6	7.67	9743
2625	MAP	map	6.11	6.22	5.95	5.6	14724
2626	NERVE	nerve	8.11	8.33	8	9.67	16130
2627	ORANGE (FRUIT)	orange	5.11	5.22	4.89	3.26	16871
2628	PLANT STEM	stem	7.11	7.33	7	7.26	23402
2629	TRAY	tray	6.37	6.68	5.95	6.05	25336
263	HERDSMAN	herdsman	10.47	10.95	10	9.61	11358
2630	WHIP	whip	6.37	6.68	5.95	7	27536
2631	WIRE	wire	7.11	7.37	6.95	4.89	27707
2638	FISHING	fishing	6.11	6.22	5.89	4.72	9239
2640	LARVA	maggot	8.47	8.95	8	9.5	14521
2643	INK	ink	5.5	5.5	5	5.16	12695
265	FOWL	fowl	10	10.22	9.94	7.89	9718
2651	BE IGNORANT	ignorant	10.11	10.47	9.89	9.5	12037
2656	MIDNIGHT	midnight	7.11	7.37	6.95	6.21	15214
2657	LADLE	ladle	9	9.22	8.89	9.83	13660
2658	COAL	coal	7.11	7.37	6.95	6.65	4432
2662	TOENAIL	toenail	5.5	6	5	5.1	25008
2664	SCAB	scab	6.5	6.89	6	6.65	21393
2665	WART	wart	7.11	7.37	7	7.25	27297
2666	SOLE (FOOT)	sole	8.5	8.89	8	7.06	22786
2667	TORSO	torso	10.11	10.47	10	9.33	25104
2668	SKELETON	skeleton	6.68	6.95	6.47	6.68	22382
2669	POINT (WITH FINGER)	point	6	6.11	5.89	4.55	18429
267	NIT	nit	10.5	11	10	8.57	16276
2670	ACROSS	across	6.5	7	6	6.637340000000001	237
2672	HEADWATERS	headwaters	11.5	11.89	11	13	11205
268	DRIBBLE	dribble	7.11	7.37	7	6.5	7478
2680	MACHETE	machete	11.5	12	11	9.6	14488
2685	CARP (FISH)	carp	9.47	9.95	9	11.42	3607
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	8.11	8.5	8	10	21356
27	AIR	air	4.5	5	3.89	3.94	552
270	JUG	jug	5.5	5.89	5	5.83	13376
2704	FADE (LOOSE COLOR)	fade	7.11	7.22	7	6.95	8821
2705	INHALE	inhale	8.11	8.5	8	7.26	12661
2706	GNAW	gnaw	9	9.47	8.47	10.37	10416
2708	TALK	talk	4.89	5	3.89	3.68	24351
2709	FLATTER	flatter	8.47	8.95	8	9.53	9335
271	SAUCER	saucer	6.89	7.11	6.53	8.44	21365
2712	GET DIZZY	dizzy	6.37	6.68	5.95	5.5	7234
2715	DESPISE	despise	10	10.47	9.89	12.38	6553
2717	STEEP	steep	8.11	8.5	8	8	23391
272	TONGS	tongs	8.47	8.95	8	7.777639000000001	25047
273	DOUGH	dough	7	7.22	6.89	6.63	7371
274	KNEAD	knead	10	10.47	9.47	8.8	13574
275	PEEL	peel	5.5	6	5	6.05	17724
2753	UNTIL	until	6.11	6.37	5.89	5.891350000000001	26596
2754	TOWARDS	towards	7.5	8	7	6.2750020000000015	25151
