CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	WORDPAIR	WORDPAIR_GLOSS	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
2204	LEDGE	ledge	word2-2202	mountain; ledge	nouns	2.5	0	0	0.538461538	1.1	0.6	2	0.4	2.4	1	0.4	1.9	0	0.861538462	حافة	窗台	silff	perv	kieleke	corniche	אדן	półka (skalna)	выступ	repisa	mwamba	窗台
221	FIRE	fire	word2-2308	apocalypse; fire	nouns	0.6	0.818181818	0.7	0.384615385	0.8	0.2	1.7	1	1.1	1.1	0.9	0	0.272727273	0.747960373	حريق	火	tân	tuli	tuli	feu	שריפה	ogień	пожар	fuego	siku ya mwisho	火
2239	DENSE	dense	word2-3065	dumb; dense	adjectives	4.4	5.545454545	0	2.923076923	5.1	0	0.1	0.2	0	3.7	0.4	3	5.090909091	2.171620047	مغفل	愚笨	dwys	juhm	tiivis	dense	צפוף	gęsty	глупый	denso	bila kufikiri	愚笨
2243	REPAIR	repair	word2-3609	restore; repair	verbs	2.4	2.181818182	3.8	4.615384615	3.7	0.7	5.7	4.1	2.1	3.6	4.7	0.1	1.272727273	3.047494172	يصلّح	修理	atgyweirio	parandama	korjata	réparer	לתקן	reperować	ремонтировать	reparar	kurudisha	修理
2244	METAL	metal	word1-716	metal; aluminium	nouns	3.9	3	2.9	1.615384615	2.7	3	3.3	2.2	2.4	1.8	1.7	2.7	2.181818182	2.458100233	معدن	金属	metel	metall	metalli	métal	מתכת	metal	металл	metal	alumini	金屬
2246	BELL	bell	word1-434	bell; door	nouns	2.3	0	0.4	0.230769231	0.4	0.1	2.3	1.1	0.2	1	0.3	0.3	0.545454545	0.573018648	جرس	钟	cloch	kell	kello	sonnette	פעמון	dzwon	звонок	campana	kengele	鐘
2247	CATERPILLAR	caterpillar	word2-2936	silkworm; caterpillar	nouns	4.7	2	2.1	1.769230769	2.6	3.6	3.6	2.4	2.9	2.8	3.1	0.7	2.545454545	2.50955711	يرقة	毛毛虫	lindys	tõuk	toukka	chenille	זחל	gąsienica	гусеница	oruga	mnyoo wa nyuzi	毛毛蟲
2252	PATH	path	word2-2817	tunnel; path	nouns	2	2.636363636	1	0.538461538	0.9	0.5	2.1	1.5	0.3	0.9	2.4	0	0.818181818	1.132750583	مسار	路径	llwybr	rada	polku	chemin	שביל	ścieżka	дорожка	camino	shimo	路徑
2253	DRIP (EMIT LIQUID)	drip	word2-3305	pour; drip	verbs	2.9	0.727272727	2.3	1.076923077	1.1	1	1.6	2.4	1.4	0.2	1.6	0.7	0.727272727	1.235955711	يقطر	滴	diferu	tilkuma	tippua	goutter	לטפטף	kapać	отекать	gotear	kumwaga	滴
2259	FLESH	flesh	word2-2938	blood; flesh	nouns	2.7	0.363636364	1	1.153846154	1	0.9	3.4	1.4	0.6	1.2	0.6	1.3	0.363636364	1.106759907	لحم جسد	肉	cnawd	liha	liha	chair	בשר	mięso	плоть	carne	nyama	肉
2271	THINK	think	word1-1509	think; decide	verbs	2.4	0.454545455	1.9	1.538461538	2.4	1.9	2.7	0.9	2.1	1.8	1.6	2	0.636363636	1.660780886	يفكّر	想	meddwl	mõtlema	ajatella	penser	לחשוב	myśleć	думать	pensar	kufikiria	想
2278	PERHAPS	perhaps	word1-1830	perhaps; probably	adverbs	5.4	3.636363636	1.9	3.307692308	3.1	2.5	5	4.2	4.6	3.8	4.2	2.6	3.909090909	3.562762238	ربما	也许	efallai	võib-olla	ehkäpä	peut-être	ייתכן	może	возможно	quizás	uwezekano	也許
2291	VOLCANO	volcano	word2-2250	magma; volcano	nouns	3.3	1.545454545	2.1	1	1.8	1.2	2.5	1.6	1.8	1.7	2	3.9	1.818181818	1.913636364	بركان	火山	llosgfynydd	vulkaan	tulivuori	volcan	הר געש	wulkan	вулкан	volcán	magma	火山
2295	SUNSET	sunset	word1-456	sunset; evening	nouns	4	5.272727273	2.8	1.615384615	2.3	1.6	3.6	1.6	2.8	2.7	1.5	5.5	4.272727273	2.963403263	غروب الشمس	日落	machlud haul	päikeseloojang	auringonlasku	coucher de soleil	שקיעה	zachód słońca	закат	puesta de sol	machweo	日落
2296	SUNRISE	sunrise	word2-2838	sunset; sunrise	nouns	2.8	0.545454545	1.1	0.538461538	1.1	1.2	2.9	2	0.3	0.6	0.6	1.9	0.636363636	1.118356643	شروق الشمس	日出	codiad haul	päikesetõus	auringonnousu	lever de soleil	זריחה	wschód słońca	рассвет	amanecer	macheo	日出
2297	DUSK	dusk	word2-2599	evening; dusk	nouns	4.2	4.909090909	3.8	4.076923077	4	3.6	4.6	3.3	4.6	3.1	2.6	4.9	4.818181818	4.02534965	غسق	黄昏	cyfnos	videvik	iltahämärä	crépuscule	דמדומים	zmierzch	сумерки	oscuridad	giza kuingia	黃昏
2299	STRAW	straw	word2-2083	hymn; straw	nouns	0.4	0	0	0	0	0.2	0.2	0	0	0	0.1	0	0.363636364	0.071969697	قش	稻草	gwellt	kõrs	pilli	paille	קש	słoma	солома	cañita	majani makavu	稻草
2316	FREE	free	word1-1249	free; innocent	adjectives	1.1	0.090909091	0	1.615384615	1.1	0.6	1.7	0.2	1.1	0	0.1	2.8	0	0.775524476	حر	自由	am ddim	vaba	vapaa	libre	חופשי	wolny	свободный	gratis	asiye na hatia	自由
2334	MELT	melt	word2-3618	dissolve; melt	verbs	4.5	3.818181818	3.2	3.076923077	1.4	3.4	5.1	1.7	3.2	2	2.5	0.1	5	2.874592075	ينصهر	熔化	toddi	sulama	sulaa	fondre	להמיס	topić	плавиться	derretir	kuyeyuka	熔化
2341	CLOUDY	overcast	word1-792	overcast; forecast	nouns	2.2	0.090909091	0	0.307692308	1	0.7	1	1.3	0.2	1.2	1.3	0.3	0.181818182	0.631701632	مغيّم	灰濛蒙	cymylog	pilvkate	pilvinen sää	révision	מעונן	zachmurzenie	облачность	nublado	utabiri	灰濛蒙
2343	STEEL	steel	word2-2738	alloy; steel	nouns	3.9	3.818181818	2.1	2.230769231	3.4	3.3	3.6	2.5	2.2	2	1.5	0.8	3.181818182	2.552564103	فلاذ	钢	dur	teras	teräs	acier	פלדה	stal	сталь	acero	aloyi	鋼
2351	SILKWORM	silkworm	word1-1048	silkworm; caterpillar	nouns	4.7	2	2.1	1.769230769	2.6	3.6	3.6	2.4	2.9	2.8	3.1	0.7	2.545454545	2.50955711	دودة القز	蚕	pryf sidan	siidiuss	silkkitoukka	ver à soie	תולעת משי	jedwabnik	шелкопряд	gusano de seda	kiwavi	蠶
2354	CRICKET	cricket	word1-484	cricket; supporter	nouns	0.8	0	0.1	0	0	0	0.7	0.6	0.4	0	0	0	0.090909091	0.157575758	كريكت	蟋蟀	criced	kriket	kriketti	criquet	קריקט	krykiet	крикет	Grillo	msaidizi	蟋蟀
2374	DREAM	dream	word2-2863	sky; dream	nouns	1.3	0.181818182	0.2	0.153846154	0.8	0.1	0.8	0.8	0	0.4	0.5	0.1	0	0.336305361	حلم	梦想	breuddwyd	unistus	unelma	rêve	חלום	marzenie	мечта	sueño	anga	夢想
2386	TURKEY	turkey	word2-2118	bird; turkey	nouns	3.5	1.545454545	2.6	2	2.3	2.8	3.6	1.7	3.1	2.3	2.6	3.8	2.181818182	2.543939394	ديك رومي	火鸡	twrci	kalkun	kalkkuna	dinde	הודו	indyk	индейка	pavo	batamzinga	火雞
239	FLOWER	flower	word1-212	flower; bush	nouns	2.4	0.636363636	1.1	1.307692308	1.4	2.2	2.8	2.4	1.1	1.1	2.1	0.4	1.818181818	1.53018648	زهرة	花	blodyn	lill	kukka	fleur	פרח	kwiat	цветок	flor	ua	花
2393	JOURNEY	journey	word1-269	journey; conquest	nouns	0.3	0.454545455	0.4	1.153846154	1	0.5	2.9	1.3	0.6	0	0.8	0.1	0.181818182	0.782517483	رحلة	旅程	taith	teekond	matka	voyage	מסע	podróż	путешествие	viaje	safari	旅程
24	PRAY	pray	word2-3404	ask; pray	verbs	3	0.545454545	1.4	1.076923077	1.8	1	3.9	2.5	0.1	1.9	1.5	0.5	0.363636364	1.382167832	يصلّي	祈祷	gweddïo	palvetama	rukoilla	prier	להתפלל	modlić się	молиться	rezar	kusali	祈禱
240	ELECTION	election	word2-2416	choice; election	nouns	4	2.727272727	2.9	1.615384615	3.1	2.3	3.8	2.8	2.5	2.5	4.2	3	2.363636364	2.817191142	انتخاب	选举	etholiad	valimine	vaalit	élection	בחירות	wybory	выборы	elección	chaguo	選舉
2403	TOY	toy	word2-2818	cube; toy	nouns	1.8	0.181818182	0.1	0	0.7	0.3	2.4	1.5	0.1	0.7	1	0	0.181818182	0.596969697	لعبة	玩具	tegan	mänguasi	lelu	jouet	צעצוע	zabawka	игрушка	juguete	mchemraba	玩具
2406	HOME	home	word1-667	home; state	nouns	1.4	0	0	0.538461538	0.6	0.1	0.1	1.3	0	0.5	0.2	0.2	0.090909091	0.302447552	بيت	家	cartref	kodu	koti	maison	בית	dom 	дом	casa	nyumba	家
2407	BIRTHDAY	birthday	word1-17	birthday; date	nouns	3.5	1.454545455	1.2	1.692307692	2	2.1	2.9	1.6	1.9	3.6	1.4	1.4	1.909090909	1.929662005	عيد ميلاد	生日	pen-blwydd	sünnipäev	syntymäpäivä	date	יום הולדת	urodziny	юбилей 	cumpleaños	siku ya kuzaliwa	生日
2411	HURT (SOMEBODY)	hurt	word2-3206	upset; hurt	verbs	0.9	0.090909091	0	3.076923077	1.9	0.8	4.4	1.2	1.8	3.3	1.2	0	0.272727273	1.503379953	يجرح	受伤	brifo	haiget tegema	sattua	blesser	לפגוע	zranić	обижать	herir	kuhuzunika	受傷
2429	LOGIC	logic	word1-196	logic; arithmetic	nouns	2.6	2.090909091	0.8	1.846153846	1.6	1.4	4	1.3	0.7	1.2	2.1	0.2	2.545454545	1.648543124	منطق	逻辑	rhesymeg	loogika	logiikka	logique	היגיון	logika	логика	lógica	mantiki	邏輯
243	FRESH	fresh	word1-1230	fresh; wide	adjectives	0.1	0	0.1	0	0.1	0	0.2	0	0.1	0	0.1	0	0	0.05	طازج	新鲜	ffres	värske	tuore	frais	טרי	świeży	свежий	Fresco	mbivu	新鮮
2430	OFFICE	office	word2-2238	worker; office	nouns	2.2	0.363636364	0.7	0.230769231	0.7	0.7	0.9	1.2	0.3	0.9	0.2	0.6	0.363636364	0.596503497	مكتب	办公室	swyddfa	kontor	toimisto	bureau	משרד	biuro	офис	oficina	mfanyakazi	辦公室
2433	THEORY	theory	word1-381	theory; hypothesis	nouns	4.7	1.181818182	5	4.615384615	2.8	4.2	4.9	5.1	4.4	3	3.6	1	3.272727273	3.589160839	نطرية	理论	theori	teooria	teoria	théorie	תיאוריה	teoria	теория	teoría	kanunu	理論
2434	TRAGEDY	tragedy	word2-2327	death; tragedy	nouns	2.9	2.272727273	1.2	1.538461538	1.9	1.2	3.3	2.4	2.8	1.9	2.4	1.8	1.181818182	1.991083916	مأساة	悲剧	trasiedi	tragöödia	tragedia	tragédie	טרגדיה	tragedia	трагедия	tragedia	balaa	悲劇
2435	UNIVERSITY	university	word2-2890	campus; university	nouns	4.3	2.818181818	1.3	2	1.9	3	4.6	2.3	3.3	1.5	3.6	0	2.363636364	2.390151515	جامعة	大学	prifysgol	ülikool	yliopisto	université	אוניברסיטה	uniwersytet	университет	Universidad	eneo	大學
2440	PINEAPPLE	pineapple	word1-339	pineapple; smartphone	nouns	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.008333333	أناناس	菠萝	pîn-afal	ananass	ananas	ananas	אננס	ananas	ананас	piña	simu mahiri	菠蘿
245	BROOM	broom	word1-45	broom; dust	nouns	2.9	0.363636364	0.2	0.230769231	1.1	0.7	2	1.3	0.2	1.3	0.9	0.4	0.909090909	0.800291375	مكنسة	扫帚	ysgubell	luud	luuta	balai	מטאטא	miotła	метла	Escoba	vumbi	掃帚
2467	GAME	game	word1-132	game; trick	nouns	1.6	0.636363636	1	0.692307692	1.7	0.9	2.4	1.5	1	0.9	2	0.5	0.363636364	1.132692308	لعبة	游戏	gêm	mäng	peli	jeu	משחק	gra	игра	juego	mchezo	遊戲
2468	BAG	bag	word2-2571	purse; bag	nouns	3.7	0.909090909	1.8	3.230769231	3.6	3.9	2.6	2.8	1.2	4.4	1.8	4.6	2.636363636	2.789685315	حقيبة	袋	bag	kott	laukku	sac	תיק	torebka	сумка	bolso	mfuko	袋
2471	LADY	lady	word1-836	lady; gentleman	nouns	4.1	0.272727273	0.6	0.615384615	1	1	3.3	1.2	1.2	1.8	0.9	0.4	0.818181818	1.092191142	سيدة	女士	gwraig	leedi	leidi	madame	גברת	dama	госпожа	dama	bibi	女士
248	HAPPEN	happen	word2-3441	occur; happen	verbs	2.9	2.454545455	0.4	5.538461538	1.4	0.8	5.8	5	4	2.7	4.8	5.1	2.545454545	3.378205128	يحدث	发生	damweinio	juhtuma	tapahtua	arriver	לקרות	zdarzyć się	происходить	suceder	kutukia	發生
249	FOG	mist	word2-2414	cloud; mist	nouns	5.4	2.909090909	3.2	2.769230769	2.7	2.6	3.4	2.5	1.3	1.2	2.9	1.9	2.454545455	2.486072261	سحاب	薄雾	niwl	udu	usva	brume	ערפל	mgiełka	мгла	neblina	mvuke	薄霧
2493	BOIL	boil	word1-1357	boil; fry	verbs	2.2	0.727272727	1.1	1.538461538	0.9	2.1	3	1.7	2.5	0.7	0.8	1	0.454545455	1.376689977	يغلي	煮沸	berwi	keetma	keittää	bouillir	להרתיח	zagotować	кипятить	hervir	kaanga	煮沸
25	DIRT	dirt	word2-2749	mud; dirt	nouns	3.9	5.090909091	4.8	3.692307692	2.4	2.4	3.4	2.4	0.7	4.8	2.3	4	5.727272727	3.475874126	تراب	泥土	baw	muld	lika	saleté	לכלוך	bród	грязь	suciedad	uchafu	泥土
2504	DIFFERENT	different	word1-1256	different; normal	adjectives	2	0	0.7	0	0.8	0.4	1.8	0.9	0.2	0.1	0.2	0.1	0.090909091	0.440909091	مختلف	不同	yn wahanol	erinev	erilainen	différent	שונה	inny	необычный	diferente	tofauti	不同
2505	BEDROOM	bedroom	word2-2121	bicycle; bedroom	nouns	0.2	0	0	0	0.1	0	0.1	0.3	0	0	0.3	0	0	0.066666667	غرفة نوم	卧室	ystafell wely	magamistuba	makuuhuone	chambre à coucher	חדר שינה	sypialnia	спальня	habitación	chumba cha kulala	睡房
2506	LOOSE	loose	word2-3042	flexible; loose	adjectives	4	1.818181818	0.8	2	1.8	0.8	1.2	1.7	1.5	0.8	1.3	1	1.090909091	1.317424242	رخو	松动	llac	lahtine	löysä	lâche	רפוי	luźny	свободный	suelto	rahisi kubadilika	鬆動
2509	EXCHANGE	exchange	word1-117	exchange; replacement	nouns	4.4	4.636363636	2.9	3	3.6	4.1	5.4	3.8	3.1	4.7	3.2	1.7	4.090909091	3.685606061	تبادل	交换	cyfnewid	vahetus	vaihto	échange	החלפה	wymiana	обмен	intercambio	badala	交換
2522	SCREAM (NOISE)	scream	word2-3573	yell; scream	verbs	5.3	3.545454545	3.9	3.692307692	3.3	4.5	5.7	4.3	5.6	5.3	5.4	1.3	3.727272727	4.188752914	يصرخ	尖叫	sgrechian	kiljuma	kirkua	crier	לצעוק	krzyczeć	орать	gritar	kuguta	尖叫
2524	JOY	joy	word1-970	joy; pride	nouns	2.5	1.818181818	1.7	1.615384615	1.4	1.7	3.2	2	1.5	1.5	1.2	0.2	2.363636364	1.683100233	سعادة	喜悦	llawenydd	rõõm	ilo	joie	שמחה	radość	радость	alegría	furaha	喜悅
2527	ABILITY	ability	word2-2388	competence; ability	nouns	4.3	4.181818182	4.3	4.615384615	3.8	4.4	5.8	4.2	4.1	2.2	2.9	2.9	3.909090909	3.942191142	قدرة	能力	gallu	võime	kyky	aptitude	יכולת	umiejętność	способность	capacidad	uelekevu	能力
2530	SMART	intelligent	word2-3057	dumb; intelligent	adjectives	1.1	0.181818182	0	0.076923077	0.7	0.4	1.7	0.9	0	0.1	0.6	0.2	0.545454545	0.45034965	ذكي	聪慧	deallus	intelligentne	älykäs	intelligent	אינטליגנטי	inteligentny	интеллектуальный	inteligente	hodari	醒目
2531	BROAD	broad	word2-3037	narrow; broad	adjectives	1.7	0.181818182	0.1	0.076923077	0.3	0.3	1.1	1	0	0.1	0.2	0.1	0.272727273	0.310955711	واسع	宽广	eang	ulatuslik	laaja	vaste	רחב	szeroki	широкий	ancho	mpana	寬廣
2534	DEPTH	depth	word1-367	depth; magnitude	nouns	1.9	0.818181818	1.2	2.230769231	2.8	1.6	1.8	1.9	1.4	1.2	1.1	0.9	0.272727273	1.43513986	عمق	深度	dyfnder	sügavus	syvyys	profondeur	עומק	głębia	глубина	profundidad	kina	深度
2542	HERB	herb	word2-2572	marijuana; herb	nouns	2.1	2.636363636	1.9	1.692307692	1.5	2.4	5.7	3	5.1	2.3	4.7	0.7	2.181818182	2.817540793	عشب	草药	perlysieuyn	maitsetaim	yrtti	herbe	עשב	zioło	трава	hierba	mitishamba	草藥
2546	BORDER	border	word2-2807	boundary; border	nouns	4.1	3.181818182	4.1	4.846153846	3.4	3	5.6	4.3	3.4	4.4	5.1	4.1	3.727272727	4.096270396	حد	国境	ffin	piir	raja	limite	גבול	granica	граница	frontera	ukingo	國境
2547	CITY	city	word2-2753	town; city	nouns	4.8	3.818181818	2.4	3.153846154	1.8	3.7	5.3	3.4	3.9	3.4	2.9	4.7	3.363636364	3.486305361	مدينة	城市	dinas	suurlinn	suurkaupunki	municipalité	עיר	miasto	город	ciudad	mji	城市
2549	VEHICLE	vehicle	word1-1019	vehicle; bus	nouns	4.4	3	3	1.923076923	2.3	3	4	1.9	3.4	1.9	2.5	4.3	2.181818182	2.783741259	مركبة	车辆	cerbyd	sõiduk	ajoneuvo	véhicule	רכב	pojazd	автотранспорт	vehículo	chombo cha usafiri	車輛
255	SERVANT	servant	word1-285	servant; slave	nouns	4.7	3.363636364	2.2	3.076923077	2	2.2	4.3	4.5	3.4	1.8	2.8	3.1	4	3.061713287	خادم	仆人	gwas	teenija	palvelija	serviteur	משרת	służący	слуга	servidor	falahi	僕人
2553	MISERY	misery	word2-2787	despair; misery	nouns	4.9	2.363636364	3.2	4.692307692	2.5	2.9	3.7	3	1.3	1.7	2.4	2.3	3.636363636	2.807692308	بؤس	苦难	trallod	kannatused	kurjuus	misère	אומללות	nędza	бедствование	miseria	taabu	苦難
2554	PRINCE (RULER)	prince	word1-163	prince; king	nouns	3.1	2	1.1	1.923076923	1.9	2	4.3	2.3	1.4	1.3	2.2	2.9	2.363636364	2.140559441	أمير	王子	tywysog	prints	prinssi	prince	נסיך	książę	принц	Príncipe	mtoto wa mfalme	王子
256	FOOD	food	word1-1023	food; program	nouns	0.9	0	0.1	0	0.3	0	1.1	0.5	0	0.5	0.1	0	0	0.216666667	طعام	食物	bwyd	toit	ruoka	alimentation	אוכל	jedzenie	питание	comida	mradi	食物
2570	BEEF	beef	word1-529	beef; meat	nouns	4.2	3.636363636	2.8	2.307692308	3	3.4	3.6	2.5	4.3	2.6	3.9	3.2	3.272727273	3.209731935	لحم بقر	牛肉	cig eidion	veiseliha	naudanliha	boeuf	בקר	wołowina	говядина	carne de vaca	nyama	牛肉
2571	TRY (TEST)	test	word2-2623	trial; test	nouns	4.2	4.181818182	4.4	4.230769231	4.3	0	5.8	1.5	0.6	0.8	1.7	0.3	4.363636364	2.681351981	تجرية	测试	prawf	test	testi	test	מבחן	test	проверка	prueba	hukumu	測試
2572	SENSE (PERCEIVE BY SENSES)	sense	word1-192	sense; intuition	nouns	5.7	4.090909091	3.8	4.692307692	3.3	1.4	4	4.6	4.1	3.8	3.5	0.3	4.090909091	3.472843823	احساس	感觉	synnwyr	meel	aisti	sentiment	חוש	zmysł	чувство	sentido	hisi	感覺
2573	FEELING (EMOTION)	emotion	word1-533	emotion; passion	nouns	4.5	3.181818182	4	2.615384615	3.8	2.9	3.8	3.1	2.3	2.3	3.1	2.8	2.090909091	2.999009324	إحساس 	情绪	emosiwn	emotsioon	tunne	émotion	רגש	emocja	эмоция	emoción	hisia	情緒
2578	PENCIL	pencil	word1-442	pencil; story	nouns	0.5	0.272727273	0.3	0	0.5	0.4	0.4	0.6	0.1	0	0.8	0	0	0.281060606	قلم رصاص	铅笔	pensil	pliiats	kynä	crayon	עפרון	ołówek	карандаш	lápiz	hadithi	鉛筆
258	CALM	calm	word2-3129	neutral; calm	adjectives	1.5	0.181818182	1	1.615384615	2.5	0.9	2	1.6	1.5	2	1.1	0	0.545454545	1.245221445	هادئ	冷静	llonydd	rahulik	rauhallinen	calme	רגוע	spokojny	спокойный	calma	upande wowote	冷靜
2580	HELICOPTER	helicopter	word1-641	helicopter; plane	nouns	4.6	2.545454545	3.1	1.615384615	2	1.9	3.3	2.8	1.6	1.5	0.9	3.8	2.272727273	2.277797203	مروحيّة	直升机	hofrennydd	helikopter	helikopteri	hélicoptère	מסוק	helikopter	вертолет	helicóptero	ndege	直升機
2584	BENCH	bench	word2-2114	chair; bench	nouns	5.6	3.727272727	3	2.615384615	3.9	3.8	3.6	2.6	1.6	1.7	3.5	4.6	3.363636364	3.167191142	مقعد	长凳	mainc	pink	penkki	banc	ספסל	ławka	скамейка	banco	benchi	長凳
2588	GLOBE	globe	word2-2709	world; globe	nouns	3.4	2.181818182	4.9	4	3.5	4.1	4.8	3.8	4.5	2	3	5.8	4.090909091	3.889393939	كره ارضيه	地球	glob	maakera	maapallo	globe	גלובוס	glob	земля	globo	ulimwengu	地球
2606	COMPASS	compass	word1-916	compass; elephant	nouns	0	0.090909091	0	0	1.1	0.1	0	0	0	0	0.1	0	0.090909091	0.123484848	بوصلة	罗盘	cwmpawd	compass	kompassi	boussole	מצפן	kompas	компас	Brújula	ndovu	指南針
2617	BULB	bulb	word2-2296	flower; bulb	nouns	0.2	0	0.6	0.769230769	0.7	0	2.8	1.9	1.6	0.6	1.5	1.7	0	1.014102564	مصباح	灯泡	bwlb	mugul	polttimo	bulbe	פקעת	cebulka	луковица	bulbo	chavua	燈泡
2618	CAMERA	camera	word1-173	camera; president	nouns	0.1	0	0	0	0.4	0	0.1	0.1	0	0.2	0.9	0	0	0.141666667	صوارة	相机	camera	kaamera	kamera	appareil photo	מצלמה	aparat	фотоаппарат	cámara	kamera	相機
2619	CARD	card	word1-1018	card; bridge	nouns	0.4	0.363636364	0	0	0.3	0	0.5	1.4	1	1	0	0.2	0	0.396969697	بطاقة	卡	cerdyn	kaart	kortti	carte	קלף	karta	карта	tarjeta	kadi	卡
2620	CARRIAGE	carriage	word2-2803	car; carriage	nouns	3.7	1.909090909	5	2.538461538	1.5	1.4	4.3	2	2.6	0.9	4.9	1	1.181818182	2.435780886	عربة	运输	cerbyd	tõld	vaunut	calèche	כרכרה	powóz	карета	carro	gari la farasi	運輸
2621	CURTAIN	curtain	word2-2925	rod; curtain	nouns	1.1	0.272727273	0	0.307692308	0.3	0	2.4	1.4	0	0.8	0.4	0.1	0.272727273	0.521095571	ستارة	窗帘	llen	kardin	verho	rideau	וילון	zasłona	занавеска	cortina	pazia	窗帘
2622	ENGINE	engine	word2-1959	piston; engine	nouns	1.7	1.181818182	2.6	1.846153846	1.7	1.7	3.2	1.7	2	1.8	2.2	1.4	0.727272727	1.837937063	محرك	发动机	injan	mootor	moottori	moteur	מנוע	silnik	мотор	motor	pistoni	發動機
2623	FLAG	flag	word1-537	flag; pole	nouns	0.3	1.272727273	0.7	0.307692308	1.5	0.7	2	1.5	0.3	0.7	0.3	0.7	0.727272727	0.892307692	علم	旗	baner	lipp	lippu	drapeau	דגל	flaga	флаг	bandera	mlingoti	旗
2624	FRAME	frame	word2-2366	hit; frame	nouns	0.6	0.090909091	0	0	0.5	0	0.2	0	0	0	0.3	0	0.272727273	0.113636364	حيلة	陷害	ffrâm	raam	kehys	cadre	מסגרת	rama	Рамка	marco	pigo	陷害
2625	MAP	map	word1-1035	map; square	nouns	0.8	0.272727273	0.1	0	0.5	0	0.8	0.9	0	0.7	0.4	0	0.363636364	0.336363636	خريطة	地图	map	kaart	kartta	carte	מפה	mapa	карта	mapa	mraba	地圖
2626	NERVE	nerve	word1-963	nerve; brain	nouns	3	1.818181818	0.9	0.538461538	1.8	1.9	2.2	0.7	0.7	1	1	0.3	1.090909091	1.162296037	عصب	神经	nerf	närv	hermo	nerf	עצם	nerw	нерв	nervio	neva	神經
2627	ORANGE (FRUIT)	orange	word1-95	orange; citrus	nouns	4.2	3.272727273	3.2	2.769230769	3.3	4.1	4.4	3.1	3.4	4	3	5.9	5.090909091	3.794405594	برتقال	橙子	oren	apelsin	appelsiini	orange	תפוז	pomarańcza	апельсин	naranja	machungwa	橙子
2630	WHIP	whip	word2-3533	beat; whip	verbs	1	0.363636364	2.4	2.769230769	2.4	3.6	5.2	3.9	3.3	0.2	4.3	2.3	0.727272727	2.621678322	يضرب	鞭打	chwipio	piitsutama	ruoskia	fouetter	להצליף	smagać	взбить	azotar	kupiga	鞭打
2631	WIRE	wire	word1-327	wire; cord	nouns	3.3	1.181818182	1.7	3.923076923	1.7	3.6	4.5	3.5	3.3	4.4	2.5	0.4	0.454545455	2.596620047	سلك	电线	gwifren	juhe	johdin	câble	כבל	drut	провод	cable	waya	電線
2651	BE IGNORANT	ignorant	word1-1239	ignorant; regular	adjectives	0.5	0.090909091	0	0.153846154	0.4	0	0.9	0.1	0	0.1	0	0	0.090909091	0.152972028	جاهل	无知	anwybodus	ignorantne	oppimaton	ignorant	בור	nieświadomy	невежественный	ignorante	mara kwa mara	無知
2658	COAL	coal	word2-2386	charcoal; coal	nouns	4.4	2.090909091	3.2	2.692307692	2.6	4	4.6	1.6	3.9	0.7	2.3	3.6	3.363636364	2.887237762	فحم	煤	glo	kivisüsi	hiili	charbon	פחם	węgiel	уголь	carbón	makaa ya mawe	煤
269	COOKED	cooked	word1-1103	cooked; boiled	adjectives	3.3	2.545454545	2.2	2.538461538	0.8	3.6	3.9	3.2	3.8	2.6	4.6	4	0.727272727	2.875932401	مطبوخ	煮熟的	wedi'i goginio	küpsetatud	kypsennetty	cuit	מבושל	gotowany	варёный	cocido	chemshwa	煮好
27	AIR	air	word1-778	air; helium	nouns	3.3	2.636363636	2.7	1.307692308	1.5	0.9	2.7	1.9	1.2	1.6	1.4	4.4	0.636363636	1.906701632	هواء	空气	aer	õhk	ilma	air	אוויר	powietrze	воздух	aire	hewa	空氣
2704	FADE (LOOSE COLOR)	fade	word2-3526	erode; fade	verbs	3.4	0.636363636	2.4	2.538461538	1.6	0.1	0.6	2.7	1.2	0.1	1	1	1.272727273	1.262296037	يتلاشى	褪色	pylu	hajuma	haalistua	pâlir	לדהות	blaknąć	увядать	descolorarse	kumomonyoka	褪色
2715	DESPISE	despise	word1-1567	despise; charge	verbs	1.4	0	0	0	0	0	1.6	0.8	0.2	0.3	0.6	0.6	0	0.341666667	يحتقر	蔑视	dirmygu	põlgama	halveksia	mépriser	לתעב	gardzić	презирать	despreciar	kutiachaji	蔑視
