CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_PM	CHINESE_CD	CHINESE_CD_LOG	CHINESE_CD_PERCENTAGE	LINE_IN_SOURCE
1942	NEAR	近	2717.0	3.4341	80.99	1882.0	3.2746	30.15	1100
1943	CROWN (OF HEAD)	皇冠	202.0	2.3054	6.02	96.0	1.9823	1.54	7484
1944	GOD	上帝	14605.0	4.1645	435.37	3685.0	3.5664	59.03	257
1948	SAW	锯子	46.0	1.6628	1.37	32.0	1.5051	0.51	17800
1949	BEDBUG	臭虫	93.0	1.9685	2.77	59.0	1.7709	0.95	11979
195	MAT	席	237.0	2.3747	7.06	186.0	2.2695	2.98	6765
1954	GENTLE	和气	39.0	1.5911	1.16	35.0	1.5441	0.56	19356
1956	SUNFLOWER	向日葵	106.0	2.0253	3.16	32.0	1.5051	0.51	11079
1959	RAW	生	5816.0	3.7646	173.37	2889.0	3.4607	46.28	572
1963	IMMEDIATELY	立刻	1913.0	3.2817	57.03	1212.0	3.0835	19.41	1455
1964	ALONE	单独	1732.0	3.2385	51.63	1322.0	3.1212	21.18	1575
1967	CALENDAR	日历	169.0	2.2279	5.04	102.0	2.0086	1.63	8327
1968	SOYA SAUCE	酱油	64.0	1.8062	1.91	32.0	1.5051	0.51	14794
1969	MANTOU	馒头	26.0	1.415	0.78	9.0	0.9542	0.14	23773
197	OTHER	另外	4098.0	3.6126	122.16	2477.0	3.3939	39.68	764
1971	FAN (OBJECT)	扇子	24.0	1.3802	0.72	17.0	1.2304	0.27	24893
1973	DEMON	恶魔	1834.0	3.2634	54.67	641.0	2.8069	10.27	1501
1974	CENTIPEDE	蜈蚣	16.0	1.2041	0.48	10.0	1.0	0.16	29824
1977	DEW	露	1216.0	3.0849	36.25	572.0	2.7574	9.16	2069
1979	CHISEL	凿子	20.0	1.301	0.6	14.0	1.1461	0.22	26522
1980	WANTON	馄饨	23.0	1.3617	0.69	16.0	1.2041	0.26	25349
1983	SNORE	打鼾	63.0	1.7993	1.88	50.0	1.699	0.8	14966
1987	CHOPSTICKS	筷子	90.0	1.9542	2.68	59.0	1.7709	0.95	12226
1989	CALF	牛犊	13.0	1.1139	0.39	11.0	1.0414	0.18	31900
1990	BECOME	成	12539.0	4.0983	373.78	4797.0	3.681	76.84	285
1991	INTESTINES	肠子	145.0	2.1614	4.32	115.0	2.0607	1.84	9173
1992	MORE	更	32253.0	4.5086	961.44	5936.0	3.7735	95.08	134
1993	SELF	己	306.0	2.4857	9.12	192.0	2.2833	3.08	5677
2	DUST	扬尘	3.0	0.4771	0.09	3.0	0.4771	0.05	57384
2002	DITCH	沟	192.0	2.2833	5.72	143.0	2.1553	2.29	7702
2003	FLOW	留	9272.0	3.9672	276.39	4166.0	3.6197	66.73	374
2005	MASK	面具	669.0	2.8254	19.94	304.0	2.4829	4.87	3247
2006	FILL	填	944.0	2.975	28.14	680.0	2.8325	10.89	2514
2008	RESCUE	救	8095.0	3.9082	241.31	2977.0	3.4738	47.69	422
2009	DOG	犬	597.0	2.776	17.8	286.0	2.4564	4.58	3532
2011	COFFIN	棺材	512.0	2.7093	15.26	248.0	2.3945	3.97	3992
2012	COLLAR	衣领	53.0	1.7243	1.58	41.0	1.6128	0.66	16473
2014	GO DOWN (DESCEND)	下去	7767.0	3.8903	231.53	3564.0	3.5519	57.09	435
2016	JEALOUSY	嫉妒	1122.0	3.05	33.45	757.0	2.8791	12.13	2208
2018	GREEDY	贪婪	338.0	2.5289	10.08	274.0	2.4378	4.39	5285
202	STRENGTH	力量	3150.0	3.4983	93.9	1588.0	3.2009	25.44	964
2022	ADMIT	承认	3575.0	3.5533	106.57	2227.0	3.3477	35.67	873
2025	PEA	豌豆	103.0	2.0128	3.07	63.0	1.7993	1.01	11245
2026	RICE PLANT	稻	7.0	0.8451	0.21	7.0	0.8451	0.11	40796
2027	SOYA	黄豆	22.0	1.3424	0.66	10.0	1.0	0.16	25914
203	MARRY	结婚	6535.0	3.8152	194.8	2278.0	3.3576	36.49	513
2033	DELIVER	送	13212.0	4.121	393.84	4622.0	3.6648	74.03	279
2034	FROST	霜	156.0	2.1931	4.65	119.0	2.0755	1.91	8769
2035	POND	水塘	16.0	1.2041	0.48	9.0	0.9542	0.14	29832
2036	JANUARY	正月	8.0	0.9031	0.24	5.0	0.699	0.08	39034
2037	FEBRUARY	二月	75.0	1.8751	2.24	53.0	1.7243	0.85	13506
2038	DRAGON	龙	1232.0	3.0906	36.73	559.0	2.7474	8.95	2043
2039	MAGPIE	喜鹊	16.0	1.2041	0.48	9.0	0.9542	0.14	29503
204	AGAIN	再	56520.0	4.7522	1684.82	6197.0	3.7922	99.26	74
2040	BUCKWHEAT	荞	1.0	0.0	0.03	1.0	0.0	0.02	86351
2041	HEMP	麻	335.0	2.525	9.99	178.0	2.2504	2.85	5324
2042	WALNUT	核桃	82.0	1.9138	2.44	55.0	1.7404	0.88	12883
2043	PEACH	桃	319.0	2.5038	9.51	98.0	1.9912	1.57	5527
2044	PERSIMMON	柿子	27.0	1.4314	0.8	21.0	1.3222	0.34	23361
2045	COLUMN	柱子	97.0	1.9868	2.89	67.0	1.8261	1.07	11670
2047	STRAW SANDAL	草鞋	6.0	0.7782	0.18	5.0	0.699	0.08	43098
2048	QUILT	被子	124.0	2.0934	3.7	106.0	2.0253	1.7	10116
2049	CONGEE	稀饭	7.0	0.8451	0.21	4.0	0.6021	0.06	40136
2051	DUSTPAN	簸箕	1.0	0.0	0.03	1.0	0.0	0.02	95563
2052	BUCKET	水桶	45.0	1.6532	1.34	28.0	1.4472	0.45	18107
2056	WOK	炒菜锅	2.0	0.301	0.06	2.0	0.301	0.03	63534
2057	DUNG (ANIMAL FAECES)	肥料	84.0	1.9243	2.5	54.0	1.7324	0.86	12710
2058	STOOL	板凳	63.0	1.7993	1.88	40.0	1.6021	0.64	15004
2059	FOLK SONG	民歌	31.0	1.4914	0.92	25.0	1.3979	0.4	21990
2060	STORY	故事	6551.0	3.8163	195.28	2656.0	3.4242	42.54	510
2061	BUDDHA	佛	436.0	2.6395	13.0	207.0	2.316	3.32	4455
2062	INTEREST	利息	191.0	2.281	5.69	117.0	2.0682	1.87	7720
2063	CLOSE (EYES)	闭	7894.0	3.8973	235.32	3266.0	3.514	52.31	431
2064	SCATTER (SEEDS)	撒	1395.0	3.1446	41.58	873.0	2.941	13.98	1869
2067	STEAM (VERB)	蒸	84.0	1.9243	2.5	64.0	1.8062	1.03	12723
2069	SOAK (VERB)	泡	1103.0	3.0426	32.88	771.0	2.8871	12.35	2230
2070	COMB (VERB)	梳	129.0	2.1106	3.85	95.0	1.9777	1.52	9851
2071	LAY (VERB)	铺	372.0	2.5705	11.09	298.0	2.4742	4.77	4969
2072	USE (VERB)	用	52436.0	4.7196	1563.08	6173.0	3.7905	98.88	81
2073	ROB (VERB)	抢劫	1541.0	3.1878	45.94	712.0	2.8525	11.4	1733
2074	CROW (VERB)	啼	11.0	1.0414	0.33	9.0	0.9542	0.14	35113
2075	BROOD (VERB)	孵	35.0	1.5441	1.04	29.0	1.4624	0.46	20389
2076	SPROUT (VERB)	发芽	35.0	1.5441	1.04	29.0	1.4624	0.46	20624
2077	DILIGENT	勤	287.0	2.4579	8.56	149.0	2.1732	2.39	5906
2078	TEN THOUSAND	一万	492.0	2.692	14.67	324.0	2.5105	5.19	4092
208	NASAL MUCUS (SNOT)	鼻涕	178.0	2.2504	5.31	137.0	2.1367	2.19	8084
2082	KNIFE (CLASSIFIER)	把	124534.0	5.0953	3712.28	6234.0	3.7948	99.86	40
2088	CLOTHING (CLASSIFIER)	件	19568.0	4.2915	583.31	5259.0	3.7209	84.24	210
2089	PAIR (CLASSIFIER)	双	3384.0	3.5294	100.87	1958.0	3.2918	31.36	916
2093	AFTERWARDS	后	22018.0	4.3428	656.34	5508.0	3.741	88.23	189
2099	CHILD	小孩	3859.0	3.5865	115.03	1846.0	3.2662	29.57	807
21	TASTE (SOMETHING)	尝	734.0	2.8657	21.88	547.0	2.738	8.76	3035
210	LIFE	生活	15918.0	4.2019	474.51	4749.0	3.6766	76.07	244
2102	BURN	燃烧	564.0	2.7513	16.81	344.0	2.5366	5.51	3705
2104	HOLD OR TAKE	拿	32361.0	4.51	964.66	5858.0	3.7677	93.83	133
2106	MALE PERSON	丁	572.0	2.7574	17.05	347.0	2.5403	5.56	3663
2109	FEAR OR FRIGHTEN	吓	3408.0	3.5325	101.59	2122.0	3.3267	33.99	910
2112	OLD (AGED)	年老	48.0	1.6812	1.43	44.0	1.6435	0.7	17413
2113	OLD (USED)	旧	1530.0	3.1847	45.61	1114.0	3.0469	17.84	1743
212	FIELD	田	495.0	2.6946	14.76	156.0	2.1931	2.5	4078
2133	STRIKE OR BEAT	拍	7076.0	3.8498	210.93	2295.0	3.3608	36.76	475
2134	RAISE (BRING UP)	养活	192.0	2.2833	5.72	177.0	2.248	2.84	7700
2136	BRASS INSTRUMENT (HORN OR TRUMPET)	唢呐	1.0	0.0	0.03	1.0	0.0	0.02	75775
2139	MUROID (MOUSE OR RAT)	老鼠	1234.0	3.0913	36.78	595.0	2.7745	9.53	2041
214	STRETCH	伸	799.0	2.9025	23.82	583.0	2.7657	9.34	2854
2142	RUN AWAY	逃跑	1530.0	3.1847	45.61	999.0	2.9996	16.0	1744
2148	PICK	摘	484.0	2.6848	14.43	385.0	2.5855	6.17	4142
2149	CHOP (INTO PIECES)	剁	111.0	2.0453	3.31	90.0	1.9542	1.44	10755
2150	MATTER	事物	797.0	2.9015	23.76	580.0	2.7634	9.29	2865
2151	COARSE	粗	390.0	2.5911	11.63	316.0	2.4997	5.06	4811
2154	PLOUGH (INSTRUMENT)	犁	24.0	1.3802	0.72	16.0	1.2041	0.26	24511
2155	CUT (WITH SCISSORS)	剪	1034.0	3.0145	30.82	605.0	2.7818	9.69	2353
2156	CUT (WITH KNIFE)	切	1688.0	3.2274	50.32	884.0	2.9465	14.16	1617
2157	FINE OR THIN	細	2.0	0.301	0.06	1.0	0.0	0.02	62762
2159	GROUND	地	18009.0	4.2555	536.84	4878.0	3.6882	78.14	225
2160	BAMBOO HAT	斗笠	1.0	0.0	0.03	1.0	0.0	0.02	80461
2161	HEMP CLOTH	麻布	26.0	1.415	0.78	18.0	1.2553	0.29	23547
2162	STIR FRY	炒	1449.0	3.1611	43.19	681.0	2.8331	10.91	1810
2163	MARRY (AS WOMAN)	出嫁	26.0	1.415	0.78	24.0	1.3802	0.38	23673
2164	MARRY (AS MAN)	娶	1091.0	3.0378	32.52	674.0	2.8287	10.8	2250
2165	SLOWLY	慢慢	1820.0	3.2601	54.25	1330.0	3.1239	21.3	1511
2167	VEHICLE (CLASSIFIER)	辆	6190.0	3.7917	184.52	2379.0	3.3764	38.11	547
2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	伯母	49.0	1.6902	1.46	20.0	1.301	0.32	17215
2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	叔母	2.0	0.301	0.06	1.0	0.0	0.02	60997
2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	舅母	3.0	0.4771	0.09	1.0	0.0	0.02	54331
2173	PATERNAL UNCLE (FATHER'S OLDER BROTHER)	伯父	39.0	1.5911	1.16	20.0	1.301	0.32	19394
2174	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	叔叔	2485.0	3.3953	74.08	966.0	2.985	15.47	1175
2176	MATERNAL AUNT	姨母	5.0	0.699	0.15	3.0	0.4771	0.05	46028
2177	MATERNAL GRANDMOTHER	外婆	486.0	2.6866	14.49	162.0	2.2095	2.59	4122
2178	MATERNAL GRANDFATHER	外公	192.0	2.2833	5.72	101.0	2.0043	1.62	7694
2180	TWO OUNCES	二两	1.0	0.0	0.03	1.0	0.0	0.02	75370
2181	LIGHT (IN TASTE)	淡	204.0	2.3096	6.08	171.0	2.233	2.74	7420
2182	LEFT HAND	左手	347.0	2.5403	10.34	261.0	2.4166	4.18	5184
2183	RIGHT HAND	右手	452.0	2.6551	13.47	313.0	2.4955	5.01	4337
2184	CATCH A COLD	着凉	49.0	1.6902	1.46	43.0	1.6335	0.69	17115
2186	DRAGON BOAT FESTIVAL	端午节	1.0	0.0	0.03	1.0	0.0	0.02	69562
2187	MID-AUTUMN FESTIVAL	中秋节	1.0	0.0	0.03	1.0	0.0	0.02	93800
2188	NEW YEAR'S EVE	新年	454.0	2.6571	13.53	170.0	2.2304	2.72	4325
219	TOILET	厕所	1682.0	3.2258	50.14	1047.0	3.0199	16.77	1622
2190	TASTE	含	362.0	2.5587	10.79	280.0	2.4472	4.49	5050
2194	FRONT (PART)	前面	2158.0	3.3341	64.33	1471.0	3.1676	23.56	1323
22	INTEND	打算	7315.0	3.8642	218.06	3288.0	3.5169	52.67	457
221	FIRE	火	3536.0	3.5485	105.41	1977.0	3.296	31.67	882
2214	AFFAIR	事情	28176.0	4.4499	839.91	5367.0	3.7297	85.97	151
2216	BECOME NUMB	麻木	134.0	2.1271	3.99	114.0	2.0569	1.83	9641
2232	KEEN OR SUBTLE	微妙	130.0	2.1139	3.88	115.0	2.0607	1.84	9816
2239	DENSE	稠	21.0	1.3222	0.63	16.0	1.2041	0.26	26398
224	MORTAR	研钵	1.0	0.0	0.03	1.0	0.0	0.02	97485
2242	BEETLE	甲虫	62.0	1.7924	1.85	35.0	1.5441	0.56	15117
2243	REPAIR	补	488.0	2.6884	14.55	366.0	2.5635	5.86	4109
2244	METAL	金属	882.0	2.9455	26.29	519.0	2.7152	8.31	2643
2246	BELL	铃铛	121.0	2.0828	3.61	58.0	1.7634	0.93	10222
2247	CATERPILLAR	毛虫	22.0	1.3424	0.66	16.0	1.2041	0.26	25470
2248	KNOW (SOMEBODY)	认识	14304.0	4.1555	426.39	4544.0	3.6574	72.79	260
225	PESTLE	杵	32.0	1.5051	0.95	27.0	1.4314	0.43	21545
2253	DRIP (EMIT LIQUID)	漏	641.0	2.8069	19.11	508.0	2.7059	8.14	3344
2254	FATHER-IN-LAW (OF WOMAN)	公公	46.0	1.6628	1.37	26.0	1.415	0.42	17846
2256	MOTHER-IN-LAW (OF WOMAN)	婆婆	172.0	2.2355	5.13	56.0	1.7482	0.9	8247
227	FISH	鱼	2532.0	3.4035	75.48	1018.0	3.0077	16.31	1155
2271	THINK	想	212185.0	5.3267	6325.1	6240.0	3.7952	99.95	20
2273	LEECH	水蛭	77.0	1.8865	2.3	22.0	1.3424	0.35	13373
2291	VOLCANO	火山	265.0	2.4232	7.9	108.0	2.0334	1.73	6253
2293	UVULA	小舌	2.0	0.301	0.06	2.0	0.301	0.03	58456
2295	SUNSET	夕	92.0	1.9638	2.74	60.0	1.7782	0.96	12041
2296	SUNRISE	日出	130.0	2.1139	3.88	87.0	1.9395	1.39	9804
2297	DUSK	傍晚	82.0	1.9138	2.44	78.0	1.8921	1.25	12839
230	SWEEP	掃	5.0	0.699	0.15	2.0	0.301	0.03	45249
2306	THIN (OF LEAF AND CLOTH)	薄	338.0	2.5289	10.08	254.0	2.4048	4.07	5281
231	SHAVE	剃	264.0	2.4216	7.87	173.0	2.238	2.77	6269
2315	COOK (PERSON)	厨师	438.0	2.6415	13.06	256.0	2.4082	4.1	4449
2318	CHESTNUT	栗子	60.0	1.7782	1.79	39.0	1.5911	0.62	15385
2319	LID (COVER, CAP)	盖子	117.0	2.0682	3.49	106.0	2.0253	1.7	10464
232	FLEA	跳蚤	93.0	1.9685	2.77	66.0	1.8195	1.06	11967
2321	MAD PERSON	疯子	2143.0	3.331	63.88	1365.0	3.1351	21.86	1332
2322	LAME PERSON	跛子	17.0	1.2304	0.51	16.0	1.2041	0.26	28971
2325	PULL OUT	拔	787.0	2.896	23.46	517.0	2.7135	8.28	2896
2327	BECOME SICK	病态	150.0	2.1761	4.47	128.0	2.1072	2.05	9003
2328	MISS (SOMEBODY)	想念	1469.0	3.167	43.79	995.0	2.9978	15.94	1786
2329	LACK (NOT HAVE)	缺	744.0	2.8716	22.18	618.0	2.791	9.9	2988
2330	YEAR AFTER NEXT YEAR	后年	2.0	0.301	0.06	2.0	0.301	0.03	58898
2331	YEAR BEFORE LAST YEAR	前年	22.0	1.3424	0.66	20.0	1.301	0.32	25569
2332	THREE DAYS FROM NOW	大后天	8.0	0.9031	0.24	8.0	0.9031	0.13	39627
2333	THREE DAYS BEFORE NOW	大前天	6.0	0.7782	0.18	6.0	0.7782	0.1	42196
2334	MELT	融化	282.0	2.4502	8.41	197.0	2.2945	3.16	6011
2335	CUNNING	狡猾	386.0	2.5866	11.51	334.0	2.5237	5.35	4847
2338	HOW LONG	多久	4392.0	3.6427	130.92	2650.0	3.4232	42.45	721
2340	SUNNY	晴	65.0	1.8129	1.94	46.0	1.6628	0.74	14657
2341	CLOUDY	阴	342.0	2.534	10.19	205.0	2.3118	3.28	5247
2343	STEEL	钢	166.0	2.2201	4.95	126.0	2.1004	2.02	8430
2344	PETROL	汽油	468.0	2.6702	13.95	268.0	2.4281	4.29	4233
2345	LEPORID (RABBIT OR HARE)	兔	394.0	2.5955	11.74	143.0	2.1553	2.29	4781
2346	CRESTED MYNA	八哥	35.0	1.5441	1.04	14.0	1.1461	0.22	20401
2348	CRAB	螃蟹	204.0	2.3096	6.08	97.0	1.9868	1.55	7425
2349	SHRIMP	蝦	15.0	1.1761	0.45	3.0	0.4771	0.05	30203
2350	EARTHWORM	蚯蚓	34.0	1.5315	1.01	18.0	1.2553	0.29	20684
2351	SILKWORM	蚕	16.0	1.2041	0.48	7.0	0.8451	0.11	29547
2352	DRAGONFLY	蜻蜓	62.0	1.7924	1.85	16.0	1.2041	0.26	15065
2354	CRICKET	蟋蟀	62.0	1.7924	1.85	36.0	1.5563	0.58	15081
2355	GECKO	壁虎	20.0	1.301	0.6	11.0	1.0414	0.18	26709
2356	CHINESE PLUM	李子	54.0	1.7324	1.61	36.0	1.5563	0.58	16379
2359	LOTUS	荷花	3.0	0.4771	0.09	2.0	0.301	0.03	54237
236	STEPMOTHER	继母	112.0	2.0492	3.34	69.0	1.8388	1.11	10736
2361	MUGWORT	艾	926.0	2.9666	27.6	363.0	2.5599	5.81	2543
2363	CHAFF (HUSK)	麦麸	7.0	0.8451	0.21	6.0	0.7782	0.1	40759
2364	PEANUT	花生	305.0	2.4843	9.09	186.0	2.2695	2.98	5693
2365	RADISH	萝卜	134.0	2.1271	3.99	64.0	1.8062	1.03	9605
2366	ONION	洋葱	288.0	2.4594	8.59	181.0	2.2577	2.9	5894
2367	MANDARINE	桔子	90.0	1.9542	2.68	62.0	1.7924	0.99	12222
2368	GARLIC	大蒜	110.0	2.0414	3.28	74.0	1.8692	1.19	10815
2373	SKIN (OF FRUIT)	果皮	2.0	0.301	0.06	2.0	0.301	0.03	61378
2374	DREAM	梦	4053.0	3.6078	120.82	1604.0	3.2052	25.69	776
2375	VERTICAL	竖	167.0	2.2227	4.98	113.0	2.0531	1.81	8385
2376	HORIZONTAL	横	260.0	2.415	7.75	210.0	2.3222	3.36	6346
2377	FLASH (VERB)	打闪	1.0	0.0	0.03	1.0	0.0	0.02	82224
2378	THUNDER (VERB)	打雷	31.0	1.4914	0.92	23.0	1.3617	0.37	21811
2381	FEATHER OR FUR OR HAIR	毛	2068.0	3.3156	61.65	1176.0	3.0704	18.84	1372
239	FLOWER	花朵	121.0	2.0828	3.61	95.0	1.9777	1.52	10250
2393	JOURNEY	路途	56.0	1.7482	1.67	52.0	1.716	0.83	15955
2395	CONGEAL (BLOOD)	凝固	68.0	1.8325	2.03	54.0	1.7324	0.86	14369
2396	KNOCK	敲	936.0	2.9713	27.9	651.0	2.8136	10.43	2528
2398	MANGO	芒果	67.0	1.8261	2.0	50.0	1.699	0.8	14445
2406	HOME	家	27026.0	4.4318	805.63	5613.0	3.7492	89.91	157
2407	BIRTHDAY	生日	3800.0	3.5798	113.28	1299.0	3.1136	20.81	822
2408	CAKE	糕	146.0	2.1644	4.35	108.0	2.0334	1.73	9135
2410	GOOD-LOOKING	好看	1279.0	3.1069	38.13	955.0	2.98	15.3	1993
242	COST	价钱	622.0	2.7938	18.54	464.0	2.6665	7.43	3440
2422	SOMEONE	其他	14163.0	4.1512	422.19	4666.0	3.6689	74.74	263
2425	PROBLEM	问题	33364.0	4.5233	994.56	5848.0	3.767	93.67	131
2427	FUTURE	未	2520.0	3.4014	75.12	1684.0	3.2263	26.97	1161
2429	LOGIC	思维	360.0	2.5563	10.73	275.0	2.4393	4.4	5071
243	FRESH	新鲜	1145.0	3.0588	34.13	891.0	2.9499	14.27	2178
2432	MARRIAGE	成婚	36.0	1.5563	1.07	33.0	1.5185	0.53	20303
2434	TRAGEDY	悲剧	685.0	2.8357	20.42	518.0	2.7143	8.3	3184
244	LEFT	左	1773.0	3.2487	52.85	896.0	2.9523	14.35	1545
2445	PAPAYA	木瓜	24.0	1.3802	0.72	13.0	1.1139	0.21	24806
2447	WOODPECKER	啄木鸟	29.0	1.4624	0.86	18.0	1.2553	0.29	22450
245	BROOM	扫帚	99.0	1.9956	2.95	67.0	1.8261	1.07	11556
2451	FOURTEEN	十四	142.0	2.1523	4.23	112.0	2.0492	1.79	9262
2453	SEVENTEEN	十七	123.0	2.0899	3.67	97.0	1.9868	1.55	10125
2454	SIXTEEN	十六	146.0	2.1644	4.35	114.0	2.0569	1.83	9105
2465	DISGUST	厌恶	409.0	2.6117	12.19	319.0	2.5038	5.11	4662
2468	BAG	袋子	797.0	2.9015	23.76	492.0	2.692	7.88	2866
2471	LADY	淑女	164.0	2.2148	4.89	130.0	2.1139	2.08	8482
2477	YAK	牦牛	14.0	1.1461	0.42	8.0	0.9031	0.13	31707
248	HAPPEN	发生	22602.0	4.3541	673.75	5395.0	3.732	86.42	184
2482	TOGETHER	一起	32889.0	4.5171	980.4	5873.0	3.7689	94.07	132
2483	COLD (OF WEATHER)	涼	1.0	0.0	0.03	1.0	0.0	0.02	90057
2484	SMALL (NOT TALL)	矮	629.0	2.7987	18.75	352.0	2.5465	5.64	3407
2486	HIDE	躲	2632.0	3.4203	78.46	1669.0	3.2225	26.73	1119
249	FOG	霧	3.0	0.4771	0.09	3.0	0.4771	0.05	52641
2494	BAMBOO SHOOT	笋	6.0	0.7782	0.18	5.0	0.699	0.08	42385
2497	RATTAN	藤子	2.0	0.301	0.06	2.0	0.301	0.03	67314
2498	OPIUM	鸦片	71.0	1.8513	2.12	45.0	1.6532	0.72	13994
25	DIRT	污垢	25.0	1.3979	0.75	18.0	1.2553	0.29	24236
2500	GINGER	生姜	23.0	1.3617	0.69	17.0	1.2304	0.27	25334
2502	GONG	铜锣	7.0	0.8451	0.21	7.0	0.8451	0.11	41526
2504	DIFFERENT	不同	5087.0	3.7065	151.64	2808.0	3.4484	44.98	638
2505	BEDROOM	寝室	94.0	1.9731	2.8	46.0	1.6628	0.74	11924
2506	LOOSE	松	899.0	2.9538	26.8	623.0	2.7945	9.98	2603
2508	PANGOLIN	穿山甲	2.0	0.301	0.06	1.0	0.0	0.02	68738
2509	EXCHANGE	换	6541.0	3.8156	194.98	3315.0	3.5205	53.1	512
2510	PORCUPINE	豪猪	8.0	0.9031	0.24	8.0	0.9031	0.13	38199
2516	WATER BUFFALO	水牛	107.0	2.0294	3.19	52.0	1.716	0.83	11023
2517	CROWDED	拥挤	168.0	2.2253	5.01	144.0	2.1584	2.31	8351
252	FRIGHTEN	吓唬	348.0	2.5416	10.37	295.0	2.4698	4.73	5178
2526	POWER	力	2278.0	3.3576	67.91	1331.0	3.1242	21.32	1258
2527	ABILITY	才	36716.0	4.5649	1094.48	6073.0	3.7834	97.28	120
2531	BROAD	广	253.0	2.4031	7.54	208.0	2.3181	3.33	6463
2534	DEPTH	深度	228.0	2.3579	6.8	165.0	2.2175	2.64	6933
2539	PIT (POTHOLE)	坑	344.0	2.5366	10.25	208.0	2.3181	3.33	5222
254	STICKING	贴	1086.0	3.0358	32.37	789.0	2.8971	12.64	2261
2540	LIME (MATERIAL)	石灰	25.0	1.3979	0.75	21.0	1.3222	0.34	24154
2541	MIRACLE	奇迹	1366.0	3.1355	40.72	820.0	2.9138	13.13	1902
2544	SHEPHERD	牧童	7.0	0.8451	0.21	6.0	0.7782	0.1	40700
2549	VEHICLE	车子	1098.0	3.0406	32.73	672.0	2.8274	10.76	2243
2555	OIL (FROM PLANTS)	植物油	21.0	1.3222	0.63	14.0	1.1461	0.22	26042
2557	PIG FAT	猪油	38.0	1.5798	1.13	22.0	1.3424	0.35	19697
2558	BREAK (CLEAVE)	断	2246.0	3.3514	66.95	1496.0	3.1749	23.96	1277
256	FOOD	食品	680.0	2.8325	20.27	467.0	2.6693	7.48	3202
2561	HURT (SENSE PAIN)	创伤	451.0	2.6542	13.44	312.0	2.4942	5.0	4342
2564	PIGLET	猪崽	6.0	0.7782	0.18	5.0	0.699	0.08	43898
2569	BUTCHER	屠夫	161.0	2.2068	4.8	99.0	1.9956	1.59	8580
2570	BEEF	牛肉	538.0	2.7308	16.04	342.0	2.534	5.48	3832
2573	FEELING (EMOTION)	情绪	1446.0	3.1602	43.1	982.0	2.9921	15.73	1811
2574	BEAN OR PEA	豆	409.0	2.6117	12.19	228.0	2.3579	3.65	4660
2576	ALREADY	已经	51772.0	4.7141	1543.29	6123.0	3.787	98.08	84
2578	PENCIL	铅笔	244.0	2.3874	7.27	156.0	2.1931	2.5	6625
2579	TOOTHBRUSH	牙刷	168.0	2.2253	5.01	135.0	2.1303	2.16	8358
2588	GLOBE	地球	2293.0	3.3604	68.35	961.0	2.9827	15.39	1254
2589	WREATH	花圈	24.0	1.3802	0.72	16.0	1.2041	0.26	24854
2590	HARMONICA	口琴	44.0	1.6435	1.31	31.0	1.4914	0.5	18274
2607	TRIPOD	三脚架	24.0	1.3802	0.72	17.0	1.2304	0.27	24702
2619	CARD	牌	2091.0	3.3204	62.33	938.0	2.9722	15.02	1361
262	HE OR SHE OR IT	之	15804.0	4.1988	471.11	4715.0	3.6735	75.52	245
2621	CURTAIN	门帘	6.0	0.7782	0.18	4.0	0.6021	0.06	43879
2623	FLAG	旗子	111.0	2.0453	3.31	62.0	1.7924	0.99	10796
2625	MAP	地图	1206.0	3.0813	35.95	576.0	2.7604	9.23	2083
2627	ORANGE (FRUIT)	橘子	190.0	2.2788	5.66	122.0	2.0864	1.95	7754
2628	PLANT STEM	茎	24.0	1.3802	0.72	20.0	1.301	0.32	24543
2630	WHIP	鞭子	88.0	1.9445	2.62	75.0	1.8751	1.2	12402
2635	THEY TWO	他俩	41.0	1.6128	1.22	41.0	1.6128	0.66	18849
2640	LARVA	蛆	60.0	1.7782	1.79	41.0	1.6128	0.66	15356
2643	INK	墨	184.0	2.2648	5.48	91.0	1.959	1.46	7925
2647	CATTY (MASS UNIT)	斤	67.0	1.8261	2.0	56.0	1.7482	0.9	14419
2648	HAIR (HEAD)	头发	3955.0	3.5971	117.9	1995.0	3.2999	31.96	790
2656	MIDNIGHT	半夜	533.0	2.7267	15.89	447.0	2.6503	7.16	3870
2658	COAL	煤	74.0	1.8692	2.21	48.0	1.6812	0.77	13682
266	SCALE	鱼鳞	13.0	1.1139	0.39	11.0	1.0414	0.18	32009
2666	SOLE (FOOT)	脚底	58.0	1.7634	1.73	42.0	1.6232	0.67	15679
2668	SKELETON	骷髅	195.0	2.29	5.81	86.0	1.9345	1.38	7641
2669	POINT (WITH FINGER)	指	5719.0	3.7573	170.48	3031.0	3.4816	48.55	580
2679	BLOW (WITH NOSE)	擤	30.0	1.4771	0.89	26.0	1.415	0.42	22165
2684	CAPRINE (GOAT OR SHEEP)	羊	697.0	2.8432	20.78	302.0	2.48	4.84	3145
269	COOKED	熟	891.0	2.9499	26.56	711.0	2.8519	11.39	2621
