word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
grace	n	04640356-n	grace.n.04	04640176-n		good_nature.n.01		1	0
patience	n	04640538-n	patience.n.01	04640176-n		good_nature.n.01		1	0
reluctance	n	04645943-n	reluctance.n.02	04645599-n	04637444-n	unwillingness.n.01	sloth.n.01	1	1
graveness	n	04647478-n	graveness.n.01	04646548-n	04648059-n	seriousness.n.03	stodginess.n.01	1	1
humor	n	04650201-n	humor.n.02	04649261-n		playfulness.n.02		1	0
secrecy	n	04652177-n	secrecy.n.01	04651784-n	04652345-n	uncommunicativeness.n.01	mum.n.03	1	1
reserve	n	04652438-n	reserve.n.07	04651784-n		uncommunicativeness.n.01		1	0
negligence	n	04665813-n	negligence.n.02	04664964-n	04666083-n;04666416-n	carelessness.n.01	delinquency.n.02;laxness.n.01	1	2
fault	n	04669692-n	fault.n.06	04669247-n		responsibility.n.03		1	0
appearance	n	04673965-n	appearance.n.01	04723816-n	04677716-n;04675193-n;04695176-n;04676959-n;04679549-n;04677514-n;04683814-n;04700496-n;04683707-n;04690196-n;04675314-n;04691651-n;04676540-n;04677385-n;04674624-n;04691178-n;04950336-n;04676308-n;04683453-n;04692157-n;04697267-n;04677113-n;04677952-n;04698112-n;04700327-n;04674715-n;04674968-n;04679419-n;04674861-n	quality.n.01	persona.n.02;complexion.n.04;stain.n.01;vanishing_point.n.02;countenance.n.01;form.n.07;beauty.n.01;etiolation.n.01;hairlessness.n.02;ugliness.n.01;impression.n.02;homeliness.n.02;phase.n.04;format.n.02;agerasia.n.01;disfigurement.n.01;sleekness.n.01;perspective.n.02;hairiness.n.01;blemish.n.01;plainness.n.03;superficies.n.01;semblance.n.01;ornateness.n.02;decorativeness.n.01;look.n.03;color.n.08;face.n.03;view.n.10	1	29
look	n	04674715-n	look.n.03	04673965-n		appearance.n.01		1	0
color	n	04674968-n	color.n.08	04673965-n		appearance.n.01		1	0
impression	n	04675314-n	impression.n.02	04673965-n	04675646-n;04676064-n;04675777-n;04676830-n	appearance.n.01	figure.n.08;mark.n.05;image.n.08;tout_ensemble.n.02	1	4
appeal	n	04687333-n	appeal.n.02	04686003-n	04687633-n;04687957-n	attractiveness.n.02	siren_call.n.01;winsomeness.n.01	1	2
attraction	n	04688246-n	attraction.n.03	04723816-n	04688842-n;04689330-n;04689198-n;04689834-n;04688648-n;04689660-n;04689450-n;04689942-n	quality.n.01	allure.n.01;drawing_power.n.01;binding.n.01;sexual_attraction.n.01;affinity.n.07;lure.n.01;fascination.n.03;show-stopper.n.02	1	8
affinity	n	04688648-n	affinity.n.07	04688246-n		attraction.n.03		1	0
mole	n	04693804-n	mole.n.04	04692157-n		blemish.n.01		1	0
scratch	n	04693900-n	scratch.n.10	04692157-n		blemish.n.01		1	0
smudge	n	04694441-n	smudge.n.02	04692157-n	04694980-n;04694809-n;04695102-n	blemish.n.01	fingermark.n.01;blotch.n.01;inkblot.n.01	1	3
difficulty	n	04709253-n	difficulty.n.04	04723816-n	04710127-n;04711256-n;04710866-n;04711435-n;04709585-n;04710588-n;04711031-n	quality.n.01	asperity.n.01;subtlety.n.02;formidability.n.01;troublesomeness.n.01;effortfulness.n.01;hardness.n.04;burdensomeness.n.01	1	7
harmony	n	04713118-n	harmony.n.01	04712735-n	04714156-n	compatibility.n.02	congruity.n.01	1	1
conflict	n	04714679-n	conflict.n.05	04714440-n		incompatibility.n.03		1	0
nature	n	04726724-n	nature.n.01	04723816-n		quality.n.01		1	0
humanness	n	04726938-n	humanness.n.01	04723816-n		quality.n.01		1	0
quality	n	04728068-n	quality.n.02	05093890-n	04730580-n;04728376-n	degree.n.01	inferiority.n.02;superiority.n.01	1	2
characteristic	n	04731497-n	characteristic.n.02	04723816-n	04918210-n;04920000-n;04856308-n;04919209-n;04714440-n;04732852-n;04732543-n;04732067-n;04856460-n;04856899-n;04920237-n;04731925-n;04733118-n;04712735-n;04856721-n;04673668-n;04920435-n	quality.n.01	directness.n.01;robustness.n.02;safeness.n.01;indirectness.n.01;incompatibility.n.03;saving_grace.n.02;hallmark.n.01;point.n.23;dangerousness.n.01;incurability.n.01;rurality.n.01;point.n.14;aspect.n.02;compatibility.n.02;curability.n.01;recommendation.n.03;streak.n.02	1	17
identity	n	04743024-n	identity.n.04	04742535-n	04743486-n;04743370-n	sameness.n.01	selfsameness.n.01;oneness.n.01	1	2
similarity	n	04743605-n	similarity.n.01	04742535-n	04746134-n;04744032-n;04746262-n;04745240-n;04744555-n;04744645-n;04744319-n;04744814-n;04745370-n;04744161-n;04746430-n	sameness.n.01	approach.n.08;approximation.n.02;sort.n.02;parallelism.n.01;homomorphism.n.01;isomorphism.n.01;homology.n.01;likeness.n.01;uniformity.n.02;homogeny.n.01;analogue.n.01	1	11
analogue	n	04746430-n	analogue.n.01	04743605-n	04746607-n	similarity.n.01	echo.n.05	1	1
diverseness	n	04751305-n	diverseness.n.01	04751098-n	04751652-n	heterogeneity.n.01	biodiversity.n.01	1	1
probability	n	04756172-n	probability.n.02	04723816-n	04756635-n	quality.n.01	likelihood.n.01	1	1
uncertainty	n	04756887-n	uncertainty.n.01	04723816-n	04758313-n;04757522-n;04758980-n;04758452-n;04759134-n;04757864-n	quality.n.01	unpredictability.n.03;doubt.n.02;fortuitousness.n.01;improbability.n.01;speculativeness.n.02;indefiniteness.n.01	1	6
doubt	n	04757522-n	doubt.n.02	04756887-n		uncertainty.n.01		1	0
solidarity	n	04765038-n	solidarity.n.01	04764741-n		commonality.n.02		1	0
simplicity	n	04766059-n	simplicity.n.01	04723816-n		quality.n.01		1	0
fluctuation	n	04770911-n	fluctuation.n.03	04770211-n	04771128-n	irregularity.n.02	scintillation.n.05	1	1
randomness	n	04771332-n	randomness.n.02	04770211-n	04771535-n	irregularity.n.02	ergodicity.n.01	1	1
credibility	n	04782878-n	credibility.n.01	04723816-n	04784525-n;04783724-n;04783567-n;04783247-n	quality.n.01	street_credibility.n.01;plausibility.n.01;cogency.n.02;authenticity.n.01	1	4
conventionality	n	04801532-n	conventionality.n.03	04801313-n	04801763-n	orthodoxy.n.01	ossification.n.04	1	1
preciseness	n	04803880-n	preciseness.n.02	04803430-n		exactness.n.01		1	0
deservingness	n	04807050-n	deservingness.n.01	04806804-n		worthiness.n.01		1	0
dash	n	04812871-n	dash.n.01	04812268-n		elegance.n.01		1	0
ambiguity	n	04825114-n	ambiguity.n.02	04823866-n	04825576-n;04825815-n;04825383-n	unclearness.n.01	polysemy.n.01;twilight_zone.n.02;equivocation.n.02	1	3
compassion	n	04829550-n	compassion.n.02	04829282-n		mercifulness.n.02		1	0
drive	n	04835724-n	drive.n.05	04616059-n	04836074-n;04837232-n;04836683-n;04836268-n;04835950-n	trait.n.01	enterprise.n.03;aggressiveness.n.01;energy.n.03;ambition.n.02;action.n.06	1	5
ambition	n	04836268-n	ambition.n.02	04835724-n	04836491-n;04836583-n	drive.n.05	aspiration.n.01;power_hunger.n.01	1	2
boldness	n	04838210-n	boldness.n.02	04837232-n	04838510-n	aggressiveness.n.01	audacity.n.02	1	1
consideration	n	04841358-n	consideration.n.04	04840011-n	04841810-n;04663204-n	kindness.n.01	tact.n.01;attentiveness.n.02	1	2
virtue	n	04847482-n	virtue.n.04	04849241-n	04847600-n	good.n.02	cardinal_virtue.n.01	1	1
good	n	04849241-n	good.n.02	04846770-n	04847482-n;04847298-n;04840011-n;04840981-n;04848383-n;04840537-n;04849614-n	morality.n.01	virtue.n.04;virtue.n.01;kindness.n.01;benignity.n.01;saintliness.n.01;beneficence.n.02;summum_bonum.n.01	1	7
justice	n	04850117-n	justice.n.01	04826235-n;04847733-n	04850341-n;04839154-n	righteousness.n.01;natural_virtue.n.01	right.n.07;fairness.n.01	2	2
right	n	04850341-n	right.n.07	04850117-n		justice.n.01		1	0
courage	n	04857083-n	courage.n.01	04620558-n	04858089-n;05032193-n;04858317-n;04858455-n;04857738-n;04857490-n;04858222-n	spirit.n.03	dauntlessness.n.01;fortitude.n.01;stoutheartedness.n.01;fearlessness.n.02;heroism.n.01;heart.n.03;dutch_courage.n.01	1	7
self-control	n	04862005-n	self-control.n.02	04861486-n	04862747-n;04862236-n	resoluteness.n.01	presence_of_mind.n.01;nerves.n.02	1	2
diligence	n	04865114-n	diligence.n.02	04864200-n	04866078-n;04866238-n;04865502-n	determination.n.02	sedulity.n.01;studiousness.n.01;assiduity.n.01	1	3
honor	n	04869106-n	honor.n.03	04826235-n		righteousness.n.01		1	0
integrity	n	04869569-n	integrity.n.02	04871374-n	04869811-n	honesty.n.01	probity.n.01	1	1
loyalty	n	04877530-n	loyalty.n.01	04876985-n	04878101-n;04877783-n;04877938-n;04878434-n	fidelity.n.02	patriotism.n.01;steadfastness.n.01;allegiance.n.02;regionalism.n.03	1	4
patriotism	n	04878101-n	patriotism.n.01	04877530-n	04878646-n;04878539-n	loyalty.n.01	chauvinism.n.01;americanism.n.01	1	2
restraint	n	04882968-n	restraint.n.02	04881623-n	04884072-n;04884177-n;04883614-n;04883243-n	discipline.n.03	inhibition.n.02;continence.n.02;temperance.n.01;self-restraint.n.01	1	4
dignity	n	04886881-n	dignity.n.01	07508486-n		pride.n.01		1	0
economy	n	04893787-n	economy.n.03	04893358-n		frugality.n.01		1	0
thriftlessness	n	04894964-n	thriftlessness.n.01	04894552-n		improvidence.n.01		1	0
manner	n	04910135-n	manner.n.02	04897762-n	04912732-n;04910848-n;04910562-n;04914292-n;04911420-n;04910973-n;04912052-n;04910377-n	demeanor.n.01	courtesy.n.03;foppishness.n.01;bedside_manner.n.01;discourtesy.n.02;formality.n.02;gentleness.n.02;informality.n.01;bearing.n.03	1	8
bearing	n	04910377-n	bearing.n.03	04910135-n	04910684-n	manner.n.02	dignity.n.02	1	1
isotropy	n	04917439-n	isotropy.n.01	04916342-n		property.n.02		1	0
background	n	04921417-n	background.n.01	04921011-n		inheritance.n.04		1	0
origin	n	04923743-n	origin.n.02	04922787-n	04924003-n	ancestry.n.02	full_blood.n.01	1	1
age	n	04924103-n	age.n.01	04916342-n	04924674-n;04925348-n;04924878-n;04925064-n;04926427-n;04925218-n;04928416-n;04924491-n;04927445-n	property.n.02	bone_age.n.01;oldness.n.02;developmental_age.n.01;fetal_age.n.01;newness.n.01;mental_age.n.01;youngness.n.01;chronological_age.n.01;oldness.n.01	1	9
life_style	n	04930632-n	life_style.n.01	04928903-n	04931041-n;04930850-n;04931152-n	manner.n.01	free_living.n.01;fast_lane.n.01;vanity_fair.n.01	1	3
constitution	n	04933544-n	constitution.n.04	04916342-n	04934043-n;04934220-n;05444876-n;04933852-n;04931965-n	property.n.02	genotype.n.02;texture.n.05;karyotype.n.01;phenotype.n.01;structure.n.02	1	5
density	n	04941453-n	density.n.01	04941325-n	05089199-n;05089048-n;05089612-n;05089782-n;05089367-n	compactness.n.02	flux_density.n.01;bits_per_inch.n.01;rarity.n.02;relative_density.n.01;optical_density.n.01	1	5
texture	n	04946877-n	texture.n.01	04946553-n	04947186-n;04947087-n;04948241-n	tactile_property.n.01	smoothness.n.01;nap.n.02;roughness.n.01	1	3
ash_grey	n	04962062-n	ash_grey.n.01	04961691-n		gray.n.01		1	0
red	n	04962784-n	red.n.01	04959672-n	04963307-n;04963111-n;04963201-n;04964287-n;04963740-n;04964977-n;04963588-n;04964443-n;04963449-n	chromatic_color.n.01	turkey_red.n.01;sanguine.n.01;chrome_red.n.01;purplish_red.n.01;dark_red.n.01;scarlet.n.01;crimson.n.01;cerise.n.01;cardinal.n.03	1	9
orange	n	04965179-n	orange.n.02	04959672-n	04965451-n	chromatic_color.n.01	reddish_orange.n.01	1	1
green	n	04967191-n	green.n.01	04959672-n	04967801-n;04968257-n;04967674-n;04968426-n;04967561-n;04967882-n;04968056-n;04968139-n;04968749-n;04967974-n	chromatic_color.n.01	sage_green.n.01;yellow_green.n.01;sea_green.n.01;bluish_green.n.01;greenishness.n.01;bottle_green.n.01;emerald.n.03;olive_green.n.01;jade_green.n.01;chrome_green.n.02	1	10
blue	n	04968895-n	blue.n.01	04959672-n	04974859-n;04969703-n;04969798-n;04969242-n;04969952-n;04969431-n;04969540-n;04969617-n	chromatic_color.n.01	ultramarine.n.02;dark_blue.n.01;greenish_blue.n.01;azure.n.01;purplish_blue.n.01;powder_blue.n.01;steel_blue.n.01;prussian_blue.n.02	1	8
dark_blue	n	04969703-n	dark_blue.n.01	04968895-n		blue.n.01		1	0
pastel	n	04974575-n	pastel.n.01	04959672-n		chromatic_color.n.01		1	0
olfactory_property	n	04980008-n	olfactory_property.n.01	04916342-n	04980463-n;04980656-n;04981044-n;04992431-n	property.n.02	bouquet.n.02;malodorousness.n.01;muskiness.n.01;rancidness.n.01	1	4
ring	n	04981658-n	ring.n.01	04981139-n		sound.n.01		1	0
silence	n	04982207-n	silence.n.02	04983122-n	04982478-n;04982856-n;04982745-n	sound_property.n.01	hush.n.01;quietness.n.01;speechlessness.n.01	1	3
pitch	n	04985198-n	pitch.n.01	04983122-n	04986054-n;04987169-n;04986883-n;04986147-n;04986526-n;04985790-n;04986796-n;04985580-n;04985930-n;04986258-n;04986637-n	sound_property.n.01	tenor.n.02;tune.n.02;tone.n.02;key.n.03;alto.n.05;high_pitch.n.01;bass.n.01;concert_pitch.n.01;soprano.n.03;low_pitch.n.01;alto.n.04	1	11
volume	n	04990220-n	volume.n.06	04983122-n	04990781-n;04990525-n	sound_property.n.01	forte.n.02;crescendo.n.01	1	2
fatness	n	04999401-n	fatness.n.01	04997988-n	04999741-n;05000342-n;05000116-n;04999964-n;05000809-n	bodily_property.n.01	adiposity.n.01;fleshiness.n.01;greasiness.n.01;abdominousness.n.01;steatopygia.n.01	1	5
carriage	n	05002822-n	carriage.n.03	04997988-n	05003273-n;05004294-n;05003090-n;05003423-n	bodily_property.n.01	slouch.n.02;awkwardness.n.03;walk.n.03;gracefulness.n.01	1	4
grace	n	05003590-n	grace.n.02	05003423-n		gracefulness.n.01		1	0
sex	n	05006898-n	sex.n.04	05005250-n	05008943-n;05008746-n;05008227-n	physiological_property.n.01	femaleness.n.01;androgyny.n.01;maleness.n.01	1	3
echo	n	05010801-n	echo.n.01	05010627-n	05011089-n	reflection.n.08	re-echo.n.01	1	1
temperature	n	05011790-n	temperature.n.01	13575869-n;05009170-n	05014556-n;05014099-n;05014308-n;05013967-n;05013642-n;05013809-n;05013095-n;05014879-n;05013204-n;05014442-n;05015117-n;05016171-n;05013461-n	fundamental_quantity.n.01;physical_property.n.01	simmer.n.01;boiling_point.n.01;mercury.n.04;freezing_point.n.01;dew_point.n.01;flash_point.n.02;absolute_temperature.n.01;body_temperature.n.01;absolute_zero.n.01;room_temperature.n.01;coldness.n.03;hotness.n.01;curie_temperature.n.01	2	13
coldness	n	05015117-n	coldness.n.03	05011790-n;04522421-n	05015878-n;05015463-n;05015678-n;05016001-n	temperature.n.01;vasoconstrictor.n.01	frostiness.n.01;chill.n.01;chilliness.n.01;cool.n.01	2	4
luminosity	n	05018103-n	luminosity.n.01	05009170-n	05018674-n;05018542-n;05018785-n	physical_property.n.01	incandescence.n.02;illuminance.n.01;luminescence.n.02	1	3
weight	n	05026843-n	weight.n.01	05009170-n	05027529-n;05028429-n;05028348-n;05028562-n;05027135-n;05028700-n;05027446-n	physical_property.n.01	heaviness.n.01;tare.n.04;poundage.n.03;throw-weight.n.01;body_weight.n.01;lightness.n.02;dead_weight.n.02	1	7
momentum	n	05029137-n	momentum.n.02	05009170-n	05029327-n	physical_property.n.01	angular_momentum.n.01	1	1
strength	n	05029706-n	strength.n.01	04916342-n	05030149-n;05031849-n;05030418-n;05033681-n;05031726-n;05032565-n;05032028-n;05031012-n;05031214-n;05030806-n;05030680-n;05031560-n	property.n.02	good_part.n.01;firmness.n.01;brawn.n.01;invulnerability.n.02;sturdiness.n.02;endurance.n.01;indomitability.n.01;robustness.n.01;huskiness.n.01;vigor.n.02;might.n.01;stoutness.n.01	1	12
force	n	05035353-n	force.n.03	05036394-n	05035712-n;05035820-n;05035961-n	intensity.n.02	brunt.n.01;momentum.n.01;energy.n.02	1	3
momentum	n	05035820-n	momentum.n.01	05035353-n		force.n.03		1	0
energy	n	05035961-n	energy.n.02	05035353-n	05036237-n	force.n.03	athleticism.n.01	1	1
concentration	n	05038593-n	concentration.n.01	04916342-n	05038823-n;05038959-n;05040081-n;05039907-n	property.n.02	titer.n.01;hydrogen_ion_concentration.n.01;molarity.n.01;molality.n.01	1	4
weakness	n	05040275-n	weakness.n.03	04916342-n	05042283-n;05040939-n;05040833-n;05031367-n;05042138-n;05042871-n;05041871-n;05042012-n;05041503-n;05041712-n;05041320-n;05041165-n;05041595-n	property.n.02	weak_part.n.01;feebleness.n.02;adynamia.n.01;smallness.n.03;inanition.n.01;vulnerability.n.02;enervation.n.01;fatigability.n.01;fragility.n.02;attenuation.n.02;flimsiness.n.01;faintness.n.02;insubstantiality.n.01	1	13
exposure	n	05043973-n	exposure.n.01	05042871-n	05044387-n;05044215-n	vulnerability.n.02	solarization.n.01;windage.n.03	1	2
duration	n	05051249-n	duration.n.03	05044528-n	05052832-n;05051601-n;05051896-n;05054863-n;05052387-n;05053042-n;05053215-n	temporal_property.n.01	shortness.n.04;longness.n.02;lengthiness.n.02;impermanence.n.01;endlessness.n.01;brevity.n.02;permanence.n.01	1	7
lengthiness	n	05051896-n	lengthiness.n.02	05051249-n	05052243-n	duration.n.03	fermata.n.02	1	1
pace	n	05058580-n	pace.n.03	05044528-n	05061977-n;05059132-n;05058893-n;05058140-n;05062518-n	temporal_property.n.01	slowness.n.02;celerity.n.01;beat.n.08;speed.n.02;sluggishness.n.02	1	5
tilt	n	05068080-n	tilt.n.04	05074774-n		position.n.07		1	0
grade	n	05068716-n	grade.n.03	05068461-n	05068918-n;05069085-n	gradient.n.02	upgrade.n.04;downgrade.n.01	1	2
upgrade	n	05068918-n	upgrade.n.04	05068716-n		grade.n.03		1	0
pitch	n	05069199-n	pitch.n.05	05068461-n	05069447-n	gradient.n.02	loft.n.03	1	1
placement	n	05075602-n	placement.n.01	05074774-n	05076827-n;03385117-n;05077524-n;05083567-n;05076472-n;05083200-n;05083328-n;05076709-n;05076069-n;05077146-n	position.n.07	proportion.n.05;formation.n.05;misalignment.n.01;tandem.n.01;composition.n.01;ramification.n.04;spacing.n.02;fenestration.n.01;columniation.n.01;alignment.n.02	1	10
proportion	n	05076827-n	proportion.n.05	05075602-n		placement.n.01		1	0
distance	n	05084201-n	distance.n.01	05083328-n	05084982-n;05084889-n;05085165-n;05086740-n;05131194-n;05086450-n;05086563-n;05087061-n;05087173-n;05084733-n;05085572-n;05089947-n;05130875-n;05131023-n;05090255-n;05131283-n;08586509-n;05086269-n	spacing.n.02	mean_distance.n.01;piece.n.09;farness.n.01;leap.n.04;mileage.n.01;focal_distance.n.01;hyperfocal_distance.n.01;span.n.02;wheelbase.n.01;way.n.09;nearness.n.01;interval.n.03;yardage.n.01;hour.n.04;remove.n.01;elevation.n.05;hour_angle.n.01;wavelength.n.01	1	18
magnitude	n	05090441-n	magnitude.n.01	04916342-n	05099231-n;05099389-n;05107765-n;05090979-n;05098311-n;05098857-n;05099662-n;05099796-n;05091316-n;05091194-n;05094565-n;05098750-n;05123416-n;05093581-n;05098942-n	property.n.02	size.n.05;bulk.n.02;amount.n.02;absolute_magnitude.n.01;amplitude.n.03;triplicity.n.02;muchness.n.01;intensity.n.01;order.n.02;proportion.n.02;degree.n.07;multiplicity.n.01;extent.n.02;dimension.n.01;size.n.01	1	15
proportion	n	05091194-n	proportion.n.02	05090441-n		magnitude.n.01		1	0
probability	n	05091770-n	probability.n.01	00033615-n	05092635-n;05092969-n;05092236-n;05093181-n;05093293-n;05093080-n;05093418-n;05092421-n	measure.n.02	exceedance.n.01;fair_chance.n.01;conditional_probability.n.01;joint_probability.n.01;risk.n.04;fat_chance.n.01;risk.n.03;cross_section.n.03	1	8
dimension	n	05093581-n	dimension.n.01	05090441-n	05103072-n;05129201-n;05136150-n;05137165-n;05138065-n;05103648-n;15135822-n	magnitude.n.01	thickness.n.01;length.n.01;width.n.01;height.n.01;third_dimension.n.01;thinness.n.01;fourth_dimension.n.01	1	7
degree	n	05093890-n	degree.n.01	04916342-n	05094725-n;05036394-n;05097845-n;05098099-n;05097536-n;05097706-n;04728068-n;05094424-n;05117660-n;05118251-n;05118707-n;05097361-n;05098425-n	property.n.02	depth.n.02;intensity.n.02;lowness.n.04;extreme.n.01;high.n.01;low.n.03;quality.n.02;grind.n.02;moderation.n.01;immoderation.n.01;sun_protection_factor.n.01;highness.n.03;amplitude_level.n.01	1	13
degree	n	05094565-n	degree.n.07	05090441-n		magnitude.n.01		1	0
extreme	n	05098099-n	extreme.n.01	05093890-n		degree.n.01		1	0
size	n	05098942-n	size.n.01	05090441-n	05101261-n;05103946-n;05106633-n;05129565-n	magnitude.n.01	circumference.n.01;largeness.n.03;smallness.n.01;distance.n.03	1	4
increase	n	05108947-n	increase.n.04	05107765-n	05109324-n;05110185-n;05109986-n;05110988-n;05110107-n;05110772-n;05110408-n;05111141-n	amount.n.02	amplification.n.02;raise.n.01;fare_increase.n.01;tax-increase.n.01;price_increase.n.01;supplement.n.02;rise.n.09;up-tick.n.01	1	8
raise	n	05110185-n	raise.n.01	05108947-n		increase.n.04		1	0
insufficiency	n	05113133-n	insufficiency.n.03	05107765-n	05113462-n;05117406-n;05114371-n;05116953-n	amount.n.02	meagerness.n.01;slenderness.n.01;deficit.n.01;scarcity.n.01	1	4
deficit	n	05114371-n	deficit.n.01	05113133-n	05114652-n	insufficiency.n.03	oxygen_deficit.n.01	1	1
excess	n	05119714-n	excess.n.01	05119367-n		overabundance.n.02		1	0
redundancy	n	05120310-n	redundancy.n.02	05120116-n	05120564-n	overplus.n.01	fifth_wheel.n.01	1	1
number	n	05121418-n	number.n.01	05107765-n	05122850-n;05123098-n;05122419-n;05121908-n;05122557-n;05123206-n;05122099-n	amount.n.02	minority.n.02;fewness.n.01;innumerableness.n.01;numerousness.n.01;majority.n.01;roundness.n.02;preponderance.n.02	1	7
preponderance	n	05122099-n	preponderance.n.02	05121418-n		number.n.01		1	0
minority	n	05122850-n	minority.n.02	05121418-n		number.n.01		1	0
scope	n	05125377-n	scope.n.01	05123416-n	05126228-n;05126362-n;05126066-n;05127959-n;05128096-n;05128219-n;05127782-n;05128370-n;05127640-n;05126611-n	extent.n.02	confines.n.01;contrast.n.05;approximate_range.n.01;sweep.n.01;gamut.n.01;spectrum.n.02;horizon.n.02;palette.n.01;latitude.n.04;internationality.n.01	1	10
spectrum	n	05128219-n	spectrum.n.02	05125377-n		scope.n.01		1	0
area	n	05128519-n	area.n.06	05123416-n	08516080-n;05128870-n;06389230-n;06862202-n;08648153-n;06389553-n;05129054-n	extent.n.02	balk.n.01;acreage.n.01;erasure.n.02;space.n.08;section.n.08;space.n.07;footprint.n.03	1	7
altitude	n	05131647-n	altitude.n.01	05131283-n	05132542-n;05132667-n;05131902-n	elevation.n.05	ceiling.n.02;ceiling.n.04;level.n.04	1	3
length	n	05133107-n	length.n.03	05123416-n		extent.n.02		1	0
width	n	05136150-n	width.n.01	05093581-n	05136546-n;05136788-n;05136343-n	dimension.n.01	beam.n.05;narrowness.n.01;wideness.n.01	1	3
worth	n	05138208-n	worth.n.02	04723816-n	05138488-n;05141683-n;05139436-n;05139342-n;05139094-n;05138958-n	quality.n.01	value.n.02;price.n.04;worthwhileness.n.01;praisworthiness.n.01;demerit.n.02;merit.n.01	1	6
benefit	n	05142641-n	benefit.n.02	05142180-n	05142863-n;05143077-n	good.n.03	advantage.n.03;sake.n.01	1	2
advantage	n	05142863-n	advantage.n.03	05142641-n		benefit.n.02		1	0
monetary_value	n	05145118-n	monetary_value.n.01	05138488-n	05145573-n;05145891-n;05146055-n;05145708-n;05146739-n	value.n.02	average_cost.n.01;expensiveness.n.01;assessment.n.03;marginal_cost.n.01;inexpensiveness.n.01	1	5
function	n	05149325-n	function.n.02	05148699-n	05149589-n	utility.n.02	raison_d'etre.n.02	1	1
realism	n	05151869-n	realism.n.01	05151088-n		practicality.n.01		1	0
competence	n	05153520-n	competence.n.01	05200169-n	05153795-n;05153897-n;05154114-n	ability.n.01	fitness.n.04;linguistic_competence.n.01;proficiency.n.01	1	3
asset	n	05154517-n	asset.n.01	04723816-n	05155821-n;05159225-n;05154676-n	quality.n.01	advantage.n.01;forte.n.01;resource.n.02	1	3
resource	n	05154676-n	resource.n.02	05154517-n	05155650-n;05154908-n;05155123-n;05155476-n	asset.n.01	inner_resource.n.01;aid.n.01;recourse.n.02;resourcefulness.n.01	1	4
lead	n	05157143-n	lead.n.01	05155821-n		advantage.n.01		1	0
profit	n	05157574-n	profit.n.02	05155821-n	05157866-n;05157732-n	advantage.n.01	profitableness.n.02;account.n.10	1	2
privilege	n	05158296-n	privilege.n.01	05155821-n		advantage.n.01		1	0
edge	n	05158857-n	edge.n.05	05158619-n		superiority.n.02		1	0
forte	n	05159225-n	forte.n.01	05154517-n	05159495-n	asset.n.01	green_thumb.n.01	1	1
disadvantage	n	05161614-n	disadvantage.n.01	05161436-n	05164521-n;05165533-n;05162807-n;05164845-n;05161967-n;05162642-n;05165175-n;05165303-n;05162455-n;05162985-n	liability.n.03	drawback.n.01;unprofitableness.n.01;awkwardness.n.02;penalty.n.03;unfavorableness.n.01;defect.n.02;inferiority.n.03;inexpedience.n.01;limitation.n.02;loss.n.04	1	10
limitation	n	05162455-n	limitation.n.02	05161614-n		disadvantage.n.01		1	0
price	n	05163807-n	price.n.03	05138488-n	05164353-n	value.n.02	death_toll.n.01	1	1
catch	n	05164673-n	catch.n.01	05164521-n		drawback.n.01		1	0
importance	n	05168261-n	importance.n.01	05138488-n	05171045-n;05171800-n;05169412-n;05169813-n;05169601-n;05169507-n;05168890-n;05168697-n;05172322-n;05169037-n	value.n.02	essentiality.n.01;urgency.n.02;momentousness.n.01;significance.n.01;greatness.n.01;prominence.n.02;magnitude.n.03;big_deal.n.02;weight.n.03;account.n.06	1	10
access	n	05175467-n	access.n.02	05174653-n		right.n.01		1	0
entree	n	05176188-n	entree.n.02	05174653-n	05180881-n	right.n.01	door.n.03	1	1
title	n	05181199-n	title.n.07	05177285-n	05181754-n;05181513-n	legal_right.n.01	entitlement.n.01;own_right.n.01	1	2
entitlement	n	05181754-n	entitlement.n.01	05181199-n		title.n.07		1	0
right_to_vote	n	05186306-n	right_to_vote.n.01	05187446-n	05186626-n	franchise.n.03	universal_suffrage.n.01	1	1
influence	n	05194151-n	influence.n.01	05190804-n	05194435-n;05194874-n;05194578-n	power.n.01	dead_hand.n.02;grip.n.06;force.n.01	1	3
grip	n	05194874-n	grip.n.06	05194151-n	05195175-n	influence.n.01	tentacle.n.01	1	1
legal_power	n	05198427-n	legal_power.n.01	05190804-n		power.n.01		1	0
ability	n	05200169-n	ability.n.01	04723816-n	05201659-n;05201813-n;05202497-n;05200816-n;05153520-n;05201452-n;05201060-n;04842993-n;05200670-n;05201342-n;13974144-n;05214976-n;04659090-n	quality.n.01	physical_ability.n.01;contractility.n.01;capability.n.01;interoperability.n.01;competence.n.01;penetration.n.04;magical_ability.n.01;sensitivity.n.05;form.n.14;midas_touch.n.01;immunocompetence.n.01;totipotency.n.01;adaptability.n.01	1	13
voice	n	05202284-n	voice.n.09	05201659-n	05202413-n	physical_ability.n.01	lung-power.n.01	1	1
optimism	n	05211793-n	optimism.n.02	04623612-n		disposition.n.01		1	0
body	n	05216365-n	body.n.01	00019128-n	05218788-n;05217061-n;05217168-n	natural_object.n.01	live_body.n.01;life_form.n.01;human_body.n.01	1	3
