CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_BOI_MEAN	LINE_IN_SOURCE
854	KETTLE	kettle	5.44	4313
855	SEIZE	seize	1.791666667	6993
857	STONE	stone	5.875	7874
858	STORM	storm	2.826086957	7894
859	STOVE	stove	5.75	7900
860	CAUSE	cause	1.608695652	1268
861	JUDGE	judge	3.56	4278
862	SUGAR	sugar	6.173913043	8015
863	EDGE	edge	3.6	2565
864	PUMPKIN	pumpkin	5.708333333	6227
866	WIN	win	2.652173913	9175
867	GLOVE	glove	6.458333333	3367
868	BANANA	banana	6.107142857	463
869	BLADE	blade	5.833333333	680
870	BREATH	breath	3.346153846	911
871	RATTLESNAKE	rattlesnake	4.130434783	6377
873	TAX	tax	2.32	8233
874	CANDY	candy	6.4	1152
875	SHOEMAKER	shoemaker	4.173913043	7143
876	ARCH	arch	3.178571429	262
877	MASON	mason	3.916666667	4833
878	HELL	hell	2	3768
879	COUGH	cough	2.772727273	1850
88	BEEHIVE	beehive	3.608695652	587
880	REPEAT	repeat	2.409090909	6480
881	TAILOR	tailor	5.130434783	8183
882	PARROT	parrot	4.142857143	5618
883	TERMITE	termite	4.32	8297
884	SHARE	share	2.222222222	7068
886	PARAKEET	parakeet	5.12	5595
887	BITTER	bitter	2.434782609	670
890	MULE	mule	4.318181818	5146
892	TIME	time	2	8414
893	TIN (METAL)	tin	4.727272727	8418
894	TOAD	toad	4.2	8443
895	TORTOISE	tortoise	4.541666667	8503
896	ANACONDA (WATER BOA)	anaconda	4.148148148	184
897	SWALLOW	swallow	3.68	8099
899	PRESIDENT	president	3.56	6093
9	ANNOUNCE	announce	2.130434783	206
900	TRAIN	train	5.333333333	8547
901	ADOBE	adobe	3.142857143	69
903	ASPEN	aspen	3.153846154	324
904	BERRY	berry	5.523809524	621
906	TREE	tree	5.84	8595
908	DRUM	drum	5.8	2482
909	GARBAGE	garbage	4.96	3243
910	DEATH	death	2.769230769	2148
911	TEMPLE	temple	4.84	8278
912	COYOTE	coyote	4.230769231	1890
913	CROW	crow	4.24137931	1994
914	SCULPTOR	sculptor	4.074074074	6931
915	SINK (BASIN)	washbasin	5.833333333	9004
916	LINEN	linen	5.875	4586
917	ORNAMENT	ornament	6.181818182	5465
919	CHILI PEPPER	chili	5.291666667	1392
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	1.47826087	7649
920	GRAPE	grape	6.214285714	3458
921	VALLEY	valley	3.375	8831
922	PEAR	pear	5.72	5678
923	LOVE	love	2.4	4674
924	VEGETABLES	vegetable	6.391304348	8853
926	RICE	rice	6.291666667	6556
928	EMBRACE	hug	4.652173913	3966
930	VILLAGE	village	4.44	8901
931	MILLET	millet	4.166666667	4975
932	BARLEY	barley	4.541666667	497
933	WALL (OF HOUSE)	wall	4.68	8973
934	BUFFALO	buffalo	4.692307692	998
935	WAR	war	2.68	8987
936	STALLION	stallion	4.88	7756
937	BIRD	bird	4.896551724	656
940	STRAIN	strain	2.136363636	7910
941	MEAD	mead	4	4875
942	HONEY	honey	5.434782609	3882
943	WATERFALL	waterfall	4.217391304	9031
944	SALMON	salmon	4.454545455	6741
945	SPEAR	spear	5.208333333	7590
946	BLOOD	blood	5.32	722
947	STREAM	stream	4.678571429	7926
948	WATER	water	6.192307692	9025
950	SEAGULL	seagull	3.96	6944
951	WEAPONS	weapon	5.52173913	9057
952	WEATHER	weather	2.043478261	9064
953	RAPE	rape	2.666666667	6363
954	WELL	well	3.259259259	9087
955	GREASY	greasy	2.666666667	3483
956	FLEE	flee	1.956521739	2966
957	WHALE	whale	3.6	9096
958	WILD ANIMAL	beast	3.608695652	564
96	CRAWL	crawl	3.08	1917
960	WIND	wind	2.791666667	9178
961	PEBBLES	pebble	5.47826087	5682
962	WOMAN	woman	5.333333333	9226
963	BOOK	book	6.47826087	806
964	WOOL	wool	5.392857143	9246
965	WORLD	world	3.260869565	9261
967	YEAST	yeast	3.875	9315
968	ACORN	acorn	5.28	40
969	CIGARETTE	cigarette	6.272727273	1451
97	THROUGH	through	2.16	8371
970	COCONUT	coconut	5.64	1596
971	MUST	must	1.818181818	5183
972	BE ABLE	can	4.88	1142
973	NOODLE	noodles	5.695652174	5322
974	TOBACCO	tobacco	5.666666667	8448
975	SPINACH	spinach	4.96	7627
976	WEAR	wear	2.5	9059
977	ARROW	arrow	4.92	300
978	WAVE	wave	3.72	9048
979	FARMER	farmer	5.08	2785
98	ALL	all	2.130434783	136
980	HEEL	heel	4.666666667	3760
981	ELBOW	elbow	6.458333333	2586
983	CONVICT	convict	3.807692308	1782
984	WORK (LABOUR)	work	3.44	9250
985	VINEGAR	vinegar	5.291666667	8905
986	TOMATO	tomato	6.125	8466
987	REMAIN	stay	1.666666667	7794
989	CLEAR	clear	1.592592593	1497
99	HUNCHBACK	hunchback	3.625	3980
990	CREEK (TIDAL)	creek	4.52	1934
991	FRY	fry	3.64	3184
992	CLIFF	cliff	4.64	1512
994	BOW	longbow	5.285714286	4649
996	DEAF	deaf	1.84	2143
998	PUT	put	1.407407407	6258
999	JOINT	joint	4.375	4265
