CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_GPT_SCORE	ENGLISH_VALENCE_GPT_SCORE	ENGLISH_AROUSAL_GPT_SCORE	LINE_IN_SOURCE
2471	LADY	lady	3	6	3	64125
2472	SUCKLE (BREASTFEED, NURSE)	suckle	4	5	5	109189
2473	HIS (GENITIVE OF HE)	his	1	5	1	53874
2474	HER (GENITIVE OF SHE)	her	1	5	3	53170
2477	YAK	yak	5	5	2	125691
248	HAPPEN	happen	1	5	3	51744
2481	FEMALE DOG	bitch	3	2	7	11141
2482	TOGETHER	together	2	8	2	114203
2483	COLD (OF WEATHER)	cool	1	7	3	24638
2486	HIDE	hide	3	5	5	53535
2489	ABACUS	abacus	5	5	1	19
249	FOG	fog	5	5	1	44333
2493	BOIL	boil	3	3	6	12264
2495	ELEPHANT TUSK	tusks	5	5	3	116792
2496	ADORNED	crested	3	5	2	26488
2497	RATTAN	rattan	5	5	1	91471
2498	OPIUM	opium	5	3	6	78654
2499	KAPOK TREE	kapok	5	5	1	62672
25	DIRT	dirt	5	5	1	32116
2500	GINGER	ginger	5	5	3	48175
2501	RICE HUSK	husk	4	5	1	55511
2502	GONG	gong	5	5	5	49065
2503	LAUNDER (WASH CLOTHES)	launder	1	5	3	64822
2504	DIFFERENT	different	1	5	3	31610
2505	BEDROOM	bedroom	5	6	3	9492
2506	LOOSE	loose	1	5	2	67356
2507	DISGUSTING	disgusting	2	1	7	32702
2508	PANGOLIN	pangolin	5	5	3	80985
2509	EXCHANGE	exchange	2	5	3	39877
251	SHARPEN (SOMETHING)	sharpen	3	5	5	100972
2510	PORCUPINE	porcupine	5	5	3	86398
2511	GIBBON	gibbon	5	5	2	48050
2512	CHICK	chick	4	5	3	19064
2514	SPOUSE	spouse	4	7	5	106138
2517	CROWDED	crowded	3	4	6	26909
2518	HEARING (AURAL SENSE)	hearing	3	5	1	52533
2519	SEEING (VISUAL SENSE)	sight	3	5	2	102110
252	FRIGHTEN	frighten	1	2	7	45895
2524	JOY	joy	1	9	5	62224
2526	POWER	power	1	6	6	86968
2527	ABILITY	ability	1	7	1	162
2530	SMART	intelligent	1	8	3	59658
2531	BROAD	broad	1	5	1	13971
2532	TORNADO	tornado	5	2	8	114613
2534	DEPTH	depth	2	5	1	30433
2537	LENGTH	length	3	5	1	65498
2538	TRENCH (FOSSE)	trench	4	5	3	115748
2539	PIT (POTHOLE)	pit	3	5	3	84796
2540	LIME (MATERIAL)	lime	5	6	2	66282
2541	MIRACLE	miracle	1	9	7	72073
2542	HERB	herb	5	5	1	53179
2543	RAVEN	raven	5	5	3	91524
2544	SHEPHERD	shepherd	4	6	2	101177
2545	HARROW (TOOL)	harrow	3	3	5	52038
2546	BORDER	border	3	5	3	12772
2547	CITY	city	4	5	3	20206
2548	BARREL	barrel	5	5	2	8711
2549	VEHICLE	vehicle	4	5	2	120869
255	SERVANT	servant	4	5	3	100463
2553	MISERY	misery	1	1	7	72291
2554	PRINCE (RULER)	prince	4	6	5	88090
256	FOOD	food	4	7	1	44510
2562	SEX (GENDER)	sex	4	6	9	100649
2564	PIGLET	piglet	5	8	2	84363
2565	CASTRATED BOAR	barrow	4	5	1	8745
2566	GELDING	gelding	4	5	3	47518
2567	CAPON	capon	5	5	1	16419
2568	BAKER	baker	4	7	1	8000
2569	BUTCHER	butcher	4	4	6	15150
257	WORSHIP	worship	2	6	5	125325
2570	BEEF	beef	5	5	1	9535
2571	TRY (TEST)	test	3	5	3	112609
2572	SENSE (PERCEIVE BY SENSES)	sense	1	5	1	100173
2573	FEELING (EMOTION)	emotion	1	5	5	37340
2576	ALREADY	already	1	5	1	3024
2577	YET	yet	1	5	1	125909
2578	PENCIL	pencil	5	5	1	82609
2579	TOOTHBRUSH	toothbrush	5	6	2	114460
258	CALM	calm	1	7	1	15826
2580	HELICOPTER	helicopter	5	5	5	52879
2581	OCTOPUS	octopus	5	5	3	77902
2584	BENCH	bench	5	5	1	9964
2585	RACQUET	racquet	5	5	3	90789
2586	SEAHORSE	seahorse	5	7	2	99307
2587	DARTS	dart	4	5	5	28312
2588	GLOBE	globe	4	5	1	48571
2589	WREATH	wreath	5	5	2	125424
2590	HARMONICA	harmonica	5	7	3	51960
2591	RHINOCEROS	rhinoceros	5	6	3	95334
2592	IGLOO	igloo	5	6	1	56349
2593	STILTS	stilts	4	5	3	107535
2594	DOMINOES	dominoes	5	6	2	34043
2595	CACTUS	cactus	5	5	2	15478
2596	ESCALATOR	escalator	5	5	3	38999
2597	HARP	harp	5	6	1	51992
2599	STETHOSCOPE	stethoscope	5	6	3	107391
26	UNPLEASANT	unpleasant	1	2	5	119176
2600	PYRAMID	pyramid	5	5	2	90090
2601	UNICORN	unicorn	3	8	5	118676
2602	FUNNEL	funnel	4	5	2	46463
2603	ACCORDION	accordion	5	5	2	662
2604	NOOSE	noose	4	1	8	76883
2605	ASPARAGUS	asparagus	5	5	1	6152
2606	COMPASS	compass	4	5	1	22585
2607	TRIPOD	tripod	5	5	2	116050
2617	BULB	bulb	4	5	1	14545
2618	CAMERA	camera	5	6	3	15928
2619	CARD	card	3	5	1	16638
2620	CARRIAGE	carriage	4	5	2	16949
2621	CURTAIN	curtain	5	5	1	27567
2622	ENGINE	engine	5	5	3	37911
2623	FLAG	flag	5	5	1	43344
2624	FRAME	frame	3	5	1	45440
2625	MAP	map	5	5	1	69229
2626	NERVE	nerve	3	5	5	75588
2627	ORANGE (FRUIT)	orange	5	5	1	78776
2628	PLANT STEM	stem	3	5	1	107218
2629	TRAY	tray	5	5	1	115619
263	HERDSMAN	herdsman	5	5	1	53219
2630	WHIP	whip	3	5	7	123807
2631	WIRE	wire	4	5	2	124624
2638	FISHING	fishing	4	7	1	43179
2640	LARVA	maggot	5	2	6	68357
2643	INK	ink	5	5	1	58976
2648	HAIR (HEAD)	hairs	5	5	1	51259
265	FOWL	fowl	4	5	1	45338
2651	BE IGNORANT	ignorant	1	2	3	56381
2655	JACKFRUIT	jackfruit	5	6	1	61345
2656	MIDNIGHT	midnight	3	6	5	71504
2657	LADLE	ladle	5	5	1	64116
2658	COAL	coal	5	5	1	21133
2662	TOENAIL	toenail	5	5	2	114187
2664	SCAB	scab	4	3	3	98236
2665	WART	wart	5	3	3	122681
2666	SOLE (FOOT)	sole	1	5	1	104529
2667	TORSO	torso	4	5	2	114659
2668	SKELETON	skeleton	4	5	5	102712
2669	POINT (WITH FINGER)	point	3	5	3	85727
267	NIT	nit	5	3	2	76211
2670	ACROSS	across	1	5	1	971
2672	HEADWATERS	headwaters	5	5	2	52478
268	DRIBBLE	dribble	3	5	3	34880
2680	MACHETE	machete	5	3	8	68168
2685	CARP (FISH)	carp	5	5	1	16897
269	COOKED	cooked	4	5	2	24608
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	1	7	3	98039
27	AIR	air	4	5	1	2261
270	JUG	jug	5	5	1	62317
2704	FADE (LOOSE COLOR)	fade	2	5	1	41138
2705	INHALE	inhale	3	5	2	58843
2706	GNAW	gnaw	3	4	5	48778
2708	TALK	talk	1	5	2	111258
2709	FLATTER	flatter	1	6	3	43557
271	SAUCER	saucer	5	5	1	98075
2712	GET DIZZY	dizzy	2	5	6	33680
2715	DESPISE	despise	1	1	7	30769
2717	STEEP	steep	3	5	3	107156
272	TONGS	tongs	5	5	2	114385
273	DOUGH	dough	5	5	1	34360
274	KNEAD	knead	4	5	2	63494
275	PEEL	peel	3	5	1	82457
2753	UNTIL	until	1	5	1	119802
2754	TOWARDS	towards	1	5	1	114851
2755	BUSY	busy	1	5	6	15136
2756	IDLE	idle	2	5	1	56300
2758	CAREFUL	cautious	1	5	3	17633
2759	RECOMMEND	recommend	1	7	2	92198
2762	BLOCK (THE WAY)	obstruct	2	3	5	77752
2765	CHERRY	cherry	5	7	2	18954
2766	WATERMELON	watermelon	5	8	2	122905
2768	LITCHI	litchi	5	6	2	66648
2769	PORK	pork	5	6	1	86405
277	SPINDLE	spindle	3	5	1	105732
2770	JACKET	jacket	5	5	1	61339
2771	SHAWL	shawl	5	6	1	101021
2772	KITCHEN KNIFE	chopper	4	5	5	19549
2773	FINGERTIP	fingertip	5	5	2	42932
2774	LITTLE FINGER	pinky	4	5	2	84600
278	AWL	awl	5	5	1	7464
2783	SCALES (MEASURE INSTRUMENT)	scale	3	5	1	98269
2784	CRUCIAN CARP	crucian	5	5	3	26946
2785	BIVALVIA (MUSSELS OR OYSTERS)	bivalve	4	5	1	11193
2789	BURP	burp	4	4	3	14973
279	THATCH	thatch	4	5	1	112795
2797	SESAME	sesame	5	5	1	100512
28	MOISTEN	moisten	3	5	3	72858
280	RIDGEPOLE	ridgepole	5	5	2	95510
2804	AMULET	amulet	4	6	3	3540
2805	BIRTH (ACCOUCHEMENT)	birth	4	8	5	11055
2806	BLACK MAN	negro	3	1	6	75461
2808	BLACKEN	blacken	2	3	5	11256
2809	BLUEBERRY	blueberry	5	7	1	11896
281	POST	pole	5	5	1	85827
2810	BREASTBONE	breastbone	5	5	3	13598
2811	BUSHFIRE	bushfire	5	2	8	15051
2814	CUTTLEFISH	cuttlefish	5	5	2	27728
2815	DIALECT	dialect	2	5	1	31304
2816	ECHO	echo	3	5	3	36035
2817	EMU	emu	5	5	3	37463
2818	FORD (CROSSING)	ford	3	5	1	44733
2819	GRASSLAND	meadow	5	8	1	70127
2821	JEALOUS	jealous	1	3	7	61631
2824	KNUCKLE	knuckle	5	5	3	63665
2825	LEFT HANDED	left-handed	4	5	1	65295
2826	LIE (FALSEHOOD)	untruth	1	3	3	119848
2827	MENSTRUATE	menstruate	4	5	5	70700
2828	MOTH	moth	5	5	1	73687
2829	MUSSELS	mussel	5	5	1	74549
2830	OYSTERS	oyster	5	5	1	80451
2831	PENGUIN	penguin	5	7	2	82658
2832	PYRE	pyre	4	3	6	90093
2833	RUM	rum	5	5	5	96873
2834	SCROTUM	scrotum	5	5	5	99098
2836	STARLIGHT	starlight	4	8	2	106888
2837	SWAN	swan	5	7	1	110278
2838	TAME	tame	2	5	1	111327
284	HOE	hoe	5	3	5	54061
2841	WOMBAT	wombat	5	6	2	124924
2842	TURMERIC	turmeric	5	7	1	116703
2843	CAULIFLOWER	cauliflower	5	5	1	17580
2845	SIZE (OF OBJECT)	size	1	5	1	102663
285	THRESH	thresh	3	5	3	113321
2851	AUGUST	august	1	5	1	6968
2860	BOLT (MOVE IN HASTE)	rush	3	5	7	97022
2861	BUDGE (ONESELF)	budge	2	5	2	14428
2862	CONNECT	connect	1	7	3	23640
2863	DASH (OF VEHICLE)	dash	3	5	5	28332
2864	DECREASE	decrease	2	5	1	29089
2865	DIE (FROM ACCIDENT)	perish	2	2	7	83072
2867	CALCULATE	calculate	1	5	1	15677
2869	BOTHER (HARASS)	bother	2	3	5	12905
287	CONE	cone	5	5	1	23238
2870	RECOGNIZE (SOMEBODY)	recognize	1	6	1	92170
2872	IMPROVE (SOMETHING)	improve	1	8	3	57260
2877	RUSTLE (OF LEAVES)	rustle	3	5	3	97071
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	3	5	1	104995
288	FORGE	forge	3	5	5	44971
2880	HALT (STOP)	stop	2	5	5	107843
2881	URGE (SOMEONE)	urge	2	5	6	120232
2882	ADD	add	1	5	2	1116
2883	DISTURB	disturb	1	3	6	33452
2884	HANG	hang	3	5	5	51662
2885	HERD (SOMETHING)	herd	4	5	1	53211
2886	PRODUCE	produce	3	5	1	88370
2887	THAW (DEW)	thaw	3	5	1	112813
2888	TINKLE	tinkle	3	5	3	113905
2889	TWINKLE	sparkle	3	8	5	105285
289	MOLD	mold	3	3	2	72891
2891	TIE UP (TETHER)	tether	3	5	3	112674
2892	MAKE ANGRY (ANNOY)	annoy	1	3	6	4135
2893	NOTICE (SOMETHING)	notice	2	5	3	77100
2894	TUMBLE (FALL DOWN)	tumble	3	5	3	116540
2896	CAUSE TO (LET)	let	1	5	1	65627
2897	CHIME (ACTION)	chime	3	6	2	19220
2898	CONVEY (A MESSAGE)	convey	1	5	1	24516
2899	JOG (SOMETHING)	jog	3	7	3	62028
29	GELD	castrate	4	2	8	17245
290	ADZE	adze	5	5	1	1626
2900	PROTECT	protect	1	8	3	88982
2902	BRAWL (FIGHT)	brawl	4	2	7	13470
2903	CHAT (WITH SOMEBODY)	chat	3	6	2	18654
2904	RINSE	rinse	3	5	1	95695
2905	KNIT	knit	3	5	1	63566
2906	TRANSLATE	translate	1	6	1	115382
2907	ROT	decay	3	2	3	28817
2909	PREPARE	prepare	1	5	3	87596
2911	BACKWARD	backward	2	3	2	7811
2912	FORWARD	forward	1	7	3	45218
2914	ONCE (IN THE PAST)	formerly	1	5	1	45078
2916	INSTANTLY (IMMEDIATELY)	instantly	1	5	5	59433
2919	STILL (CONTINUING)	still	2	5	1	107513
292	RUG	rug	5	5	1	96831
2920	SUDDENLY	suddenly	1	5	6	109211
2921	THEN	then	1	5	1	112884
2923	THITHER (THERE TO)	thither	1	5	1	113199
2924	A LITTLE	bit	3	5	1	11135
2925	HITHER (HERE TO)	hither	1	5	2	53939
2926	HARDLY	hardly	1	5	2	51872
2927	FROM HERE	hence	1	5	1	53101
2929	BENEFIT	benefit	1	8	1	10021
2930	BOSS	boss	4	5	5	12860
2931	BUSINESS	business	2	5	3	15079
2932	COLD (CHILL)	chill	3	7	1	19200
2933	CONVERSATION	conversation	2	7	3	24482
2934	CUCKOO	cuckoo	5	5	3	27196
2935	CURRENT (STREAM)	current	3	5	1	27518
2936	ELEVATION	elevation	2	6	3	36859
2937	FAIRY TALE	tale	2	6	2	111239
2938	FLAVOR	flavor	3	7	3	43595
2939	FLOCK (OF ANIMALS)	flock	3	5	2	43869
294	TUMPLINE	tumpline	5	5	3	116575
2940	GATE	gate	5	5	1	47301
2941	HAPPINESS	happiness	1	9	5	51753
2942	HOARFROST	hoarfrost	5	5	2	53984
2943	BUNDLE	bundle	3	5	2	14735
2945	COUNT (QUANTITY)	quantity	1	5	1	90287
2946	CRADLE	cradle	4	5	2	26085
2947	DAMAGE (INJURY)	damage	3	2	6	28079
2948	GAP (DISTANCE)	gap	2	5	1	47042
2949	LAIR	lair	4	5	3	64187
295	WHETSTONE	whetstone	5	5	2	123742
2950	MEANING	meaning	1	5	1	70178
2951	POUCH	pouch	5	5	1	86887
2952	SLAB	slab	4	5	1	102990
2953	SLEEVE	sleeve	5	5	1	103204
2954	SLICE	slice	3	5	2	103234
2955	STATE (POLITICS)	state	1	5	1	106939
2956	TUBE	tube	4	5	1	116460
2957	WARE	ware	3	5	1	122577
2958	LAUGHTER	laughter	3	9	5	64812
2959	LEASH	leash	5	5	3	65164
296	CROUCH	crouch	4	5	3	26887
2960	LONGING (WISH)	desire	1	7	7	30705
2961	MESSAGE	message	3	5	2	70938
2962	MOORLAND	moor	4	5	2	73407
2963	NET	net	3	5	1	75636
2964	NEWS	news	3	5	5	75848
2965	PAW	paw	5	5	2	82126
2966	PERCH (FISH)	perch	3	5	1	82890
2967	PIKE (FISH)	pike	5	5	3	84387
2968	REASON	reason	1	5	1	91829
2969	RIBBON	ribbon	5	5	1	95400
297	CROOKED	crooked	2	3	5	26744
2970	RIDDLE	riddle	3	5	5	95492
2971	SIN	sin	1	3	6	102416
2973	STRAP	strap	4	5	5	108056
2974	SWARM (OF BIRDS)	swarm	3	5	6	110310
2975	THOUGHT	thought	1	5	1	113259
2976	VIOLENCE	violence	2	1	8	121644
2977	WORKER	worker	4	5	2	125191
2978	DISTANCE	distance	2	5	1	33315
298	SHRIEK	shriek	4	3	8	101762
2980	AREA	area	3	5	1	5530
2981	ITEM	item	3	5	1	61228
2982	GIFT	gift	4	8	3	48080
2983	COMPANIONSHIP	company	2	5	2	22555
2984	HEAP	heap	4	5	1	52518
2985	HEIGHT	height	3	5	3	52829
2986	CAMPFIRE	campfire	5	8	3	15993
2987	AMOUNT	amount	1	5	1	3459
2988	PATTERN	pattern	2	5	1	82051
2989	FRINGE	fringe	2	5	3	45921
299	SCOLD	scold	2	3	5	98768
2990	SACK	sack	4	5	3	97182
2991	SKI	ski	5	7	5	102755
2992	TIP (OF OBJECT)	tip	3	5	2	113955
2993	STROKE (OF PEN)	stroke	3	2	6	108365
2995	TONE (MUSIC)	tone	2	5	1	114367
2996	WEALTH	wealth	2	7	5	123073
2997	COLORFUL	colourful	3	7	3	22053
2998	DAMP	damp	4	4	2	28118
2999	EVERYWHERE	everywhere	2	5	3	39665
3	BRAVE	brave	1	8	6	13456
300	RATTLE	rattle	3	5	5	91480
3001	POWERFUL	powerful	1	7	7	86978
3002	PRECIOUS	precious	1	8	3	87212
3003	SOLID	solid	3	6	1	104571
3004	FORMER	former	1	5	1	45077
3005	FAMILIAR	familiar	1	6	1	41390
3006	SPACE (AVAILABLE)	space	3	5	1	105171
3008	ECHIDNA	echidna	5	5	2	36030
301	CHIEFTAIN	chief	2	6	3	19115
3010	WAGTAIL	wagtail	5	5	2	122313
3011	GRUB	grub	4	5	3	50446
3012	BANDICOOT	bandicoot	5	5	3	8277
3017	MONITOR LIZARD	goanna	5	5	3	48833
302	CLAN	clan	3	5	3	20330
3020	BREAK (BREAKING)	burst	3	5	7	15006
3025	BARN OR SHED	barn	5	5	1	8639
3026	CONJUNCTIVITIS	conjunctivitis	5	2	5	23605
3028	GRAVEL	gravel	5	5	1	49781
303	ABSTAIN FROM FOOD	abstain	1	5	3	397
3032	STARFISH	starfish	5	6	1	106866
3033	SCARED	scared	1	2	8	98383
304	PREACH	preach	2	5	5	87131
3044	BOVINE	bovine	3	5	1	13053
3046	FODDER	fodder	4	5	1	44323
3049	COURAGE	courage	1	8	6	25763
305	GRANDPARENTS	grandparent	5	8	2	49582
3050	SEEDLING	seedling	5	7	2	99666
3053	TIGHT	tight	3	5	5	113688
3055	SWINDLE	cheat	2	2	7	18732
3057	FLAIL	flail	3	3	6	43389
3058	GRAZE	graze	3	5	1	49849
3059	MALARIA	malaria	4	1	7	68701
3060	PHEASANT	pheasant	5	5	1	83651
3061	PHLEGM	phlegm	5	3	2	83774
3062	TURNIP	turnip	5	5	1	116732
3063	RAMIE	ramie	5	5	1	91138
3064	RUST	rust	4	3	1	97052
3065	SADDLE	saddle	4	5	2	97234
3066	SCARF OR TURBAN	scarf	5	5	1	98390
3069	FALSE	false	1	3	3	41344
307	HAWK	hawk	5	5	5	52272
3071	INSERT	insert	1	5	3	59272
3072	MISPLACE	lose	1	3	5	67451
3073	MANAGE	manage	1	5	1	68890
3074	FIX	fix	3	5	3	43281
3075	SLANTED	slanting	3	5	2	103050
3076	SLOPE	slope	3	5	2	103400
3078	IRRIGATE	irrigate	4	5	1	61010
308	TOUCAN	toucan	5	7	1	114752
3080	SPLIT OPEN	crack	3	3	7	26053
3081	CROPS	crops	4	5	1	26766
3083	BALLOON	balloon	5	7	3	8141
3084	BLACKBOARD	blackboard	5	5	1	11242
3085	CARROT	carrot	5	6	1	16963
3086	COMPUTER	computer	5	6	3	22872
3087	PACIFIER	dummy	3	3	2	35408
3088	ENVELOPE	envelope	4	5	1	38415
3089	GIRAFFE	giraffe	5	7	2	48223
309	OPOSSUM	opossum	5	5	2	78656
3090	GUITAR	guitar	5	7	5	50700
3091	LEMON	lemon	5	5	2	65468
3092	LIGHTER	lighter	4	5	3	66130
3093	LIPSTICK	lipstick	5	6	3	66539
3094	PAINTBRUSH	paintbrush	5	7	2	80661
3095	POSTMAN	postman	5	6	2	86677
3096	RACKET	racket	3	5	5	90769
3098	SNOWMAN	snowman	5	7	2	104134
3099	SOFA	sofa	5	6	1	104401
31	PAN	pan	5	5	1	80905
3100	SUNGLASSES	sunglasses	5	7	2	109582
3101	SWING	swing	3	5	5	110527
3102	TANK	tank	5	5	5	111396
3104	THERMOMETER	thermometer	5	5	2	113019
3105	UMBRELLA	umbrella	5	5	1	117248
3106	WARDROBE	wardrobe	5	6	1	122570
3110	CLAP	clap	4	5	3	20357
3111	CONDUCT	conduct	1	5	1	23214
3112	ERUPT	erupt	3	5	7	38967
3114	GRATE (SOMETHING)	grate	3	5	3	49739
3116	HATCH (OUT)	hatch	3	5	3	52139
3117	HITCHHIKE	hitchhike	4	5	5	53932
3119	MASSAGE (SOMEBODY)	massage	4	8	1	69696
312	TAPIR	tapir	5	5	1	111498
3120	MOP (SOMETHING)	mop	5	5	1	73436
3121	OPERATE (MEDICINE)	operate	1	5	5	78599
3123	PHOTOGRAPH (SOMETHING)	photograph	5	7	3	83930
3128	SHOWER (ACTION)	shower	4	7	2	101694
3129	SKATE	skate	4	7	5	102683
313	AGOUTI	agouti	5	5	2	2133
3130	SPILL (SOMETHING)	spill	3	5	5	105701
3131	SUNBATHE	sunbath	4	7	3	109521
3132	SURF	surf	3	7	5	110010
3134	TYPE (ON SOMETHING)	type	1	5	1	117023
3135	VACUUM (SOMETHING)	vacuum	4	5	1	120448
3137	OAR	oar	5	5	1	77511
3138	STRAWBERRY	strawberry	5	8	2	108113
3139	LADYBUG	ladybug	5	7	2	64130
314	CAPYBARA	capybara	5	7	1	16508
3140	VEST	vest	4	5	1	121245
3141	TAMBOURINE	tambourine	5	6	3	111324
3142	BISON	bison	5	5	1	11118
3144	GORILLA	gorilla	5	6	5	49247
3145	HIPPOPOTAMUS	hippopotamus	5	6	3	53840
3146	CHEETAH	cheetah	5	7	6	18863
3147	HAMSTER	hamster	5	7	3	51495
3148	MEERKAT	meerkat	5	7	3	70397
3149	ARMLET	armband	5	5	2	5681
315	CURASSOW	curassow	5	5	2	27430
3153	LORD	lord	3	5	3	67412
3157	CIVET	civet	5	5	3	20216
3160	SLAP	slap	3	3	7	103055
3167	SERMON	sermon	2	5	3	100422
3168	DOWRY	dowry	3	3	3	34540
3169	TREATY	treaty	2	6	2	115678
317	PIRANHA	piranha	5	3	7	84741
3171	RINGWORM	ringworm	5	2	5	95690
3172	SCABIES	scabies	5	2	5	98245
3174	WAKE UP (SOMEONE)	wake	3	5	3	122367
3176	RACK (FOR STORING FOOD)	rack	3	5	5	90767
3179	CORAL ROCK	coral	5	6	1	24863
318	FOOTPRINT	footprint	4	5	2	44621
3181	MUSTARD	mustard	5	5	1	74571
3187	DROWNED	drowned	3	1	8	35069
3188	MIGHTY OR POWERFUL OR STRONG	mighty	1	7	6	71565
319	LICK	lick	5	5	5	65959
3193	CROSSBOW	crossbow	5	5	5	26794
3197	SUSPICION	suspicion	1	3	6	110178
32	EARWAX	earwax	5	3	2	35897
320	LAME	lame	2	3	2	64255
3200	COUNTRYSIDE	countryside	5	7	1	25723
3202	CANNON	cannon	5	5	8	16200
3204	INSULT	insult	2	2	7	59554
321	CHEW	chew	3	5	2	19014
3213	HIRE OR RENT	hire	3	7	3	53857
3215	CREEP	creep	3	2	6	26405
322	FIG	fig	3	5	1	42640
3222	TWIG	twig	5	5	1	116908
3224	WRING	wring	3	3	5	125482
323	FAT (ORGANIC SUBSTANCE)	fat	3	3	3	41699
3230	DECEIVE	deceive	1	2	6	28836
3231	DEITY	deity	2	6	3	29588
3232	PELT	pelt	4	5	3	82568
3241	CORIANDER	coriander	5	5	1	24934
3243	CYPRESS	cypress	5	5	1	27864
3247	KIWIFRUIT	kiwi	5	7	1	63420
3248	MAPLE TREE	maple	5	6	1	69230
325	FELT	felt	3	5	1	42148
3252	PANCREAS	pancreas	5	5	1	80930
3257	CLITORIS	clitoris	5	5	6	20799
3258	FALCON	falcon	5	7	5	41292
3259	GORAL	goral	5	5	1	49215
326	CLOAK	cloak	4	5	2	20803
3260	HORNBILL	hornbill	5	5	2	54697
3261	HORNET	hornet	5	3	6	54706
3262	HORSEFLY	horsefly	5	3	3	54774
3263	LAP	lap	3	5	2	64503
3267	PULSE	pulse	3	6	5	89625
3268	QUESTION	question	1	5	3	90450
3269	PORCH	veranda	5	7	1	121041
327	PONCHO	poncho	5	5	1	86184
3274	ENCIRCLE	surround	2	5	3	110108
3276	SUNSHINE	sunshine	4	9	3	109628
3279	MANTIS	mantis	5	5	3	69170
3280	TUSK	tusk	5	5	2	116787
3282	GROOM	groom	3	5	3	50272
3283	CAGE	cage	5	3	5	15573
3284	GRAVEYARD	cemetery	5	3	5	17851
3287	BLOOM	bloom	3	8	3	11780
3288	WEED	weed	4	5	5	123231
329	STOCKING	stocking	4	5	3	107679
3299	KIND	kind	1	8	1	63215
33	NETTLE	nettle	5	5	3	75655
330	HEADBAND	headband	5	6	2	52376
3300	POLITE	polite	1	8	2	85888
3302	QUARREL (VERB)	argue	1	3	6	5589
3303	PICTURE (PAINTING)	painting	4	7	2	80670
3304	PICTURE (PHOTOGRAPH)	photo	5	7	1	83882
331	HEADDRESS	headdress	5	5	2	52383
3312	SHORT (TIME)	brief	1	5	1	13812
3313	JACKAL	jackal	5	5	5	61323
3314	LYNX	lynx	5	5	3	68085
3315	FLAX	flax	5	5	1	43617
3316	HOPS	hops	3	5	2	54667
3317	ELM	elm	5	5	1	36956
332	RAG	rag	4	3	1	90937
3320	SNARE (TRAP)	snare	3	3	5	103875
3325	PEARL	pearl	5	7	1	82272
3327	AUTUMN OR HARVEST SEASON	harvest	4	7	1	52077
3329	YEARLING (HORSE)	yearling	4	5	2	125802
333	PLAIT	plait	4	5	1	85020
3330	LENTILS	lentil	5	5	1	65542
3333	BELIEF (RELIGIOUS)	belief	1	7	3	9820
3334	RITE	rite	2	5	3	95802
3336	FUNERAL	funeral	4	1	7	46434
334	COOKHOUSE	cookhouse	5	5	3	24614
3349	WRISTWATCH	wristwatch	5	5	1	125507
3353	SIEVE (TOOL)	sieve	5	5	1	102092
3356	INCENSE	incense	4	6	3	57527
3357	CUPBOARD	cupboard	5	5	1	27389
336	PADLOCK	padlock	5	5	3	80575
3361	OFFICIAL	official	1	5	2	78041
3367	STUTTERER	stutterer	4	3	5	108605
3368	POWDER	powder	4	5	2	86953
337	PITCHFORK	pitchfork	5	5	3	84818
3375	PATIENT (SICK PERSON)	patient	3	5	1	81955
3376	ROBBER	robber	4	1	8	95961
3377	EMPEROR	emperor	4	5	5	37380
338	RAKE	rake	4	5	1	91088
3380	HUNTING DOG	hound	5	5	5	54977
3382	PEACOCK	peacock	5	6	3	82244
3384	WEASEL	weasel	5	3	3	123115
3385	ALUMINIUM	aluminum	5	5	1	3119
3386	SULPHUR	sulphur	5	5	3	109419
3388	PLACENTA	placenta	5	5	5	84943
3389	MEASLES	measles	5	2	5	70199
3396	BUILDING	building	4	5	1	14534
3399	WAREHOUSE	warehouse	5	5	2	122578
34	STAIRS	stairs	5	5	2	106647
340	LASSO	lariat	4	5	3	64584
3401	HENHOUSE	coop	4	5	1	24675
3404	TILE	tile	5	5	1	113728
3405	RULER	ruler	5	5	2	96863
3406	MERCHANDISE	goods	4	6	1	49134
3407	FILE (TOOL)	file	3	5	1	42716
341	SICKLE	sickle	5	5	3	101965
3413	IN THIS WAY	thus	1	5	1	113502
3415	BALDHEAD	baldhead	4	5	3	8057
3416	EVERY (EACH)	each	1	5	1	35770
342	HAY	hay	5	5	1	52297
3423	DRILL	drill	4	5	5	34918
3424	SHEATH	sheath	4	5	2	101047
3425	JOKE	joke	3	7	5	62083
3426	SURNAME	surname	3	5	1	110066
3427	DIRECTION	direction	2	5	1	32069
3429	COMPARE	compare	1	5	3	22566
343	VINE	vine	4	5	1	121591
3433	AUTONYM (OF PEOPLE)	autonym	1	5	1	7226
344	TREE TRUNK	trunk	5	5	2	116360
3446	PINK	pink	4	7	1	84579
345	SAP	sap	3	5	1	97849
3452	MUCH	much	1	5	1	73978
3458	SILENCE	silence	2	5	1	102218
346	BANYAN	banyan	5	5	1	8433
3460	BEACH	beach	5	8	1	9170
3463	RIVERBANK	bank (river)	5	5	2	8353
3466	DANGEROUS	dangerous	1	2	8	28193
3468	KINDNESS	kindness	1	9	1	63240
3469	LEVEL	level	3	5	1	65723
