CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_FREQUENCY	GERMAN_FREQUENCY_PM	GERMAN_FREQUENCY_LOG	LINE_IN_SOURCE
2916	INSTANTLY (IMMEDIATELY)	sofort	7834	370.96	3.974	299
2917	NEXT TO	neben	1504	65.75	3.223	1213
2918	BECAUSE OF	wegen	9498	450.84	4.059	260
2919	STILL (CONTINUING)	noch	86716	3663.49	4.969	42
2920	SUDDENLY	plötzlich	2055	95.2	3.384	909
2921	THEN	dann	45618	2746.96	4.844	60
2922	AT THAT TIME	damals	2480	123.71	3.497	741
2923	THITHER (THERE TO)	dorthin	938	38.82	2.994	1886
2925	HITHER (HERE TO)	hierhin	265	11.42	2.464	4857
2926	HARDLY	kaum	3277	146.34	3.57	649
2930	BOSS	Chef	1696	67.21	3.232	1196
2931	BUSINESS	Geschäft	2389	94.33	3.38	914
2932	COLD (CHILL)	Kälte	212	8.35	2.328	6247
2933	CONVERSATION	Gespräch	1002	39.84	3.006	1850
2934	CUCKOO	Kuckuck	95	3.82	1.991	11151
2935	CURRENT (STREAM)	Strömung	68	2.68	1.839	14295
2936	ELEVATION	Anhöhe	21	0.94	1.398	28567
2937	FAIRY TALE	Märchen	275	11.1	2.452	4977
2939	FLOCK (OF ANIMALS)	Herde	143	5.63	2.158	8394
2940	GATE	Tor	1235	48.9	3.094	1563
2941	HAPPINESS	Glück	6972	277.73	3.848	386
2943	BUNDLE	Bündel	96	3.78	1.987	11250
2944	CALL (APPEAL)	Ruf	2030	141.3	3.555	664
2945	COUNT (QUANTITY)	Anzahl	297	11.97	2.484	4700
2946	CRADLE	Wiege	88	4.45	2.057	10042
2947	DAMAGE (INJURY)	Schaden	695	43.11	3.04	1732
2948	GAP (DISTANCE)	Abstand	303	12.09	2.489	4660
2949	LAIR	Bau	342	15.63	2.6	3863
2950	MEANING	Sinn	2577	103.07	3.418	859
2951	POUCH	Beutel	138	5.43	2.143	8625
2952	SLAB	Platte	319	12.87	2.516	4473
2953	SLEEVE	Ärmel	164	6.54	2.223	7510
2954	SLICE	Scheibe	135	9.84	2.4	5474
2955	STATE (POLITICS)	Staat	602	24.13	2.788	2777
2956	TUBE	Rohr	226	8.94	2.358	5915
2957	WARE	Ware	361	17.48	2.648	3536
2958	LAUGHTER	Gelächter	227	9.02	2.362	5872
2959	LEASH	Leine	249	9.84	2.4	5472
296	CROUCH	hocken	58	2.4	1.792	15372
2960	LONGING (WISH)	Lust	1422	56.62	3.158	1389
2961	MESSAGE	Nachricht	2641	104.81	3.425	847
2962	MOORLAND	Moor	37	1.46	1.58	21579
2963	NET	Netz	440	17.52	2.649	3529
2964	NEWS	Neuigkeit	114	4.49	2.061	9959
2965	PAW	Kralle	28	1.1	1.462	25625
2966	PERCH (FISH)	Barsch	20	1.22	1.505	24064
2967	PIKE (FISH)	Hecht	31	1.22	1.505	24153
2968	REASON	Grund	5952	237.02	3.78	448
2969	RIBBON	Band	1571	63.31	3.207	1262
297	CROOKED	krumm	94	4.06	2.017	10691
2971	SIN	Sünde	396	16.3	2.618	3740
2972	SLEEP (STATE)	Schlaf	1295	60.83	3.189	1309
2973	STRAP	Riemen	30	1.18	1.491	24617
2974	SWARM (OF BIRDS)	Schwarm	72	2.83	1.863	13698
2975	THOUGHT	Gedanke	573	22.6	2.76	2925
2976	VIOLENCE	Gewalt	1046	41.46	3.023	1786
2977	WORKER	Arbeiter	369	15.12	2.585	3971
2978	DISTANCE	Entfernung	325	12.87	2.516	4475
2979	WALK (MANNER)	Gang	1035	41.54	3.024	1782
2980	AREA	Gegend	1305	51.46	3.117	1506
2981	ITEM	Gegenstand	164	6.46	2.217	7600
2982	GIFT	Geschenk	1766	69.92	3.25	1157
2983	COMPANIONSHIP	Gesellschaft	1374	55.08	3.146	1421
2984	HEAP	Haufen	1131	45.87	3.067	1651
2985	HEIGHT	Höhe	440	17.48	2.648	3539
2986	CAMPFIRE	Lagerfeuer	61	2.4	1.792	15360
2987	AMOUNT	Menge	3699	149.65	3.58	640
2988	PATTERN	Muster	258	10.16	2.413	5348
2989	FRINGE	Rand	268	10.67	2.435	5131
299	SCOLD	ausschimpfen	7	0.31	0.954	54212
2990	SACK	Sack	639	25.55	2.813	2651
2991	SKI	Ski	69	2.76	1.851	13979
2992	TIP (OF OBJECT)	Spitze	523	25.63	2.814	2646
2993	STROKE (OF PEN)	Strich	109	4.8	2.09	9472
2994	SUPPORT (OF OBJECT)	Stütze	68	3.11	1.903	12881
2995	TONE (MUSIC)	Ton	731	30	2.883	2317
2996	WEALTH	Reichtum	199	7.99	2.31	6461
2997	COLORFUL	bunt	48	2.05	1.724	17197
2998	DAMP	feucht	166	6.81	2.241	7268
2999	EVERYWHERE	überall	3095	141.23	3.555	666
3	BRAVE	mutig	388	16.3	2.618	3737
300	RATTLE	Rassel	9	0.39	1.041	48554
3001	POWERFUL	kräftig	180	7.99	2.31	6457
3002	PRECIOUS	wertvoll	206	8.31	2.326	6269
3003	SOLID	fest	3800	174.89	3.648	582
3004	FORMER	ehemalig	2	0.16	0.699	82914
3005	FAMILIAR	bekannt	1877	74.45	3.277	1104
3006	SPACE (AVAILABLE)	Platz	3939	156.9	3.601	626
301	CHIEFTAIN	Häuptling	136	5.43	2.143	8619
3010	WAGTAIL	Bachstelze	1	0.04	0.301	161755
303	ABSTAIN FROM FOOD	fasten	28	1.46	1.58	21605
3032	STARFISH	Seestern	7	0.28	0.903	59463
3033	SCARED	aengstlich	1	0.04	0.301	151920
304	PREACH	predigen	48	2.13	1.74	16742
3044	BOVINE	Rindvieh	9	0.39	1.041	48649
3050	SEEDLING	Schössling	2	0.08	0.477	111107
3053	TIGHT	stramm	45	1.97	1.708	17598
3055	SWINDLE	betrügen	304	13.58	2.539	4301
3060	PHEASANT	Fasan	13	0.51	1.146	41421
3062	TURNIP	Rübe	55	2.2	1.756	16233
3069	FALSE	unwahr	13	0.67	1.255	35694
307	HAWK	Falke	58	2.32	1.778	15732
3071	INSERT	einfügen	52	2.09	1.732	16991
3072	MISPLACE	verlieren	3203	130.28	3.52	712
3076	SLOPE	Abhang	17	0.67	1.255	35567
3078	IRRIGATE	gießen	53	2.8	1.857	13881
3083	BALLOON	Luftballon	17	0.67	1.255	35510
3084	BLACKBOARD	Tafel	242	9.53	2.386	5629
3085	CARROT	Möhre	14	0.55	1.176	39423
3086	COMPUTER	Computer	1824	72.99	3.268	1124
3087	PACIFIER	Nuckel	2	0.08	0.477	114336
3088	ENVELOPE	Briefumschlag	18	0.71	1.279	34248
3089	GIRAFFE	Giraffe	30	1.18	1.491	24523
309	OPOSSUM	Beutelratte	4	0.16	0.699	77181
3090	GUITAR	Gitarre	235	9.29	2.375	5725
3091	LEMON	Zitrone	107	4.37	2.049	10155
3092	LIGHTER	Feuerzeug	148	5.91	2.179	8119
3093	LIPSTICK	Lippenstift	183	7.24	2.267	6943
3094	PAINTBRUSH	Pinsel	67	2.68	1.839	14273
3095	POSTMAN	Postbote	47	1.85	1.681	18287
3096	RACKET	Schläger	313	12.87	2.516	4470
3097	SEWING MACHINE	Nähmaschine	28	1.1	1.462	25738
3098	SNOWMAN	Schneemann	27	1.06	1.447	26302
3099	SOFA	Sofa	281	11.1	2.452	4973
31	PAN	Pfanne	62	2.44	1.799	15202
3100	SUNGLASSES	Sonnenbrille	94	3.7	1.978	11381
3101	SWING	Schaukel	61	2.64	1.833	14381
3102	TANK	Panzer	386	15.39	2.593	3913
3103	TENNIS BALL	Tennisball	10	0.43	1.079	45841
3104	THERMOMETER	Thermometer	37	1.54	1.602	20790
3105	UMBRELLA	Regenschirm	107	4.25	2.037	10359
3106	WARDROBE	Schrank	568	22.64	2.76	2922
3107	WHISTLE (INSTRUMENT)	Pfeife	208	10.12	2.412	5351
3110	CLAP	klatschen	64	3.54	1.959	11754
3111	CONDUCT	dirigieren	21	0.87	1.362	30147
3112	ERUPT	ausbrechen	100	4.72	2.083	9582
3113	FILE (SOMETHING)	feilen	18	0.71	1.279	34275
3116	HATCH (OUT)	schlüpfen	54	2.32	1.778	15743
3117	HITCHHIKE	trampen	19	1.02	1.431	26841
3118	IRON (CLOTHES)	bügeln	28	1.42	1.568	21911
3119	MASSAGE (SOMEBODY)	massieren	74	3.19	1.914	12593
312	TAPIR	Tapir	9	0.35	1	50903
3120	MOP (SOMETHING)	wischen	74	3.54	1.959	11760
3121	OPERATE (MEDICINE)	operieren	203	8.66	2.344	6066
3122	PAINT (SOMETHING)	streichen	391	16.85	2.632	3643
3123	PHOTOGRAPH (SOMETHING)	fotografieren	211	9.17	2.369	5786
3125	PLAY (GAME)	golfen	16	1.3	1.531	22995
3126	POST (SOMETHING)	einwerfen	24	0.94	1.398	28363
3128	SHOWER (ACTION)	duschen	290	15.75	2.603	3839
3130	SPILL (SOMETHING)	umkippen	23	0.91	1.38	29232
3132	SURF	surfen	62	4.09	2.021	10636
3133	TALK (PHONE)	telefonieren	375	15.79	2.604	3828
3134	TYPE (ON SOMETHING)	tippen	70	3.74	1.982	11316
3137	OAR	Ruder	200	7.99	2.31	6449
3138	STRAWBERRY	Erdbeere	20	0.79	1.322	31763
3139	LADYBUG	Marienkäfer	18	0.71	1.279	33926
3141	TAMBOURINE	Tamburin	7	0.28	0.903	58932
3142	BISON	Bison	9	0.35	1	51524
3143	POLAR BEAR	Eisbär	22	0.87	1.362	29861
3145	HIPPOPOTAMUS	Nilpferd	26	1.02	1.431	26876
3146	CHEETAH	Gepard	7	0.28	0.903	59018
3147	HAMSTER	Hamster	77	3.07	1.898	12987
3150	BOX OR CHEST	Koffer	944	37.21	2.976	1942
3153	LORD	Herr	9504	375.29	3.979	296
3154	WILD BOAR	Wildschwein	71	2.8	1.857	13801
316	PACA	Paca	2	0.08	0.477	113886
3165	TWENTY THREE	dreiundzwanzig	12	0.79	1.322	31993
317	PIRANHA	Piranha	8	0.31	0.954	54130
3174	WAKE UP (SOMEONE)	wecken	346	14.8	2.576	4034
3179	CORAL ROCK	Korallen	8	0.31	0.954	56021
318	FOOTPRINT	Spur	1339	53.03	3.13	1472
3187	DROWNED	ertrunken	172	6.81	2.241	7262
3189	STAB TO DEATH	erstechen	65	2.64	1.833	14333
319	LICK	lecken	175	8.03	2.312	6417
320	LAME	lahm	209	8.5	2.336	6153
3204	INSULT	beleidigen	224	9.17	2.369	5781
3208	CENTER OR MIDDLE	Mittelpunkt	130	5.12	2.117	9029
321	CHEW	kauen	117	6.93	2.248	7175
3215	CREEP	kriechen	177	7.6	2.288	6700
3222	TWIG	Zweig	55	2.17	1.748	16555
3230	DECEIVE	täuschen	288	11.73	2.476	4755
3231	DEITY	Gott	20696	821.61	4.32	163
3232	PELT	Pelz	51	2.05	1.724	17139
3235	OPEN (STATE)	offen	1766	74.65	3.278	1102
3238	ALLOW	zulassen	876	34.53	2.943	2065
3244	EAR (OF GRAIN)	Ähre	1	0.04	0.301	176799
3257	CLITORIS	Klitoris	44	1.73	1.653	19142
326	CLOAK	Umhang	115	4.53	2.064	9888
3261	HORNET	Hornisse	3	0.12	0.602	95164
3267	PULSE	Puls	395	15.55	2.598	3877
3282	GROOM	Bräutigam	182	7.17	2.262	7012
3287	BLOOM	erblühen	33	1.38	1.556	22255
329	STOCKING	Strumpf	40	1.57	1.613	20394
330	HEADBAND	Stirnband	8	0.31	0.954	55039
3300	POLITE	höflich	250	10.08	2.41	5374
3303	PICTURE (PAINTING)	Bild	2583	102.13	3.414	863
3309	STRIKE (SOMETHING)	hauen	532	27.52	2.845	2506
3314	LYNX	Luchs	34	1.34	1.544	22621
3325	PEARL	Perlen	110	4.33	2.045	10229
3327	AUTUMN OR HARVEST SEASON	Erntezeit	8	0.31	0.954	55986
3333	BELIEF (RELIGIOUS)	Glaubenssatz	1	0.04	0.301	184851
3344	SIDE (BODY)	Körperseite	1	0.04	0.301	184960
3348	LOW (POSITION OR HEIGHT)	niedrig	124	5.24	2.127	8876
3353	SIEVE (TOOL)	Sieb	30	1.22	1.505	24097
3358	SPROUT (SHOOT)	Sprosse	22	0.87	1.362	29987
3365	QUICKLY	rasch	151	7.68	2.292	6659
3372	GALL BLADDER	Gallenblase	19	0.75	1.301	33218
3375	PATIENT (SICK PERSON)	Patient	601	23.74	2.781	2818
3377	EMPEROR	Herrscher	198	7.8	2.299	6579
338	RAKE	Rechen	12	0.51	1.146	42016
3382	PEACOCK	Pfau	28	1.1	1.462	25827
3386	SULPHUR	Schwefel	52	2.05	1.724	17157
3387	MIDDLE FINGER	Mittelfinger	16	0.63	1.23	36992
3388	PLACENTA	Plazenta	23	0.91	1.38	29380
3396	BUILDING	Gebäude	1730	68.55	3.241	1171
3399	WAREHOUSE	Lagerhaus	239	9.45	2.382	5648
34	STAIRS	Treppe	631	25	2.803	2696
3405	RULER	Lineal	24	0.94	1.398	28573
3407	FILE (TOOL)	Feile	6	0.43	1.079	46118
341	SICKLE	Sichel	15	0.59	1.204	38483
342	HAY	Heu	67	2.8	1.857	13854
3423	DRILL	Bohrer	74	2.95	1.881	13339
344	TREE TRUNK	Stamm	263	10.51	2.428	5197
3445	YARN	Zwirn	20	0.79	1.322	31801
3446	PINK	Rosa	266	20.24	2.712	3163
345	SAP	Saft	314	12.36	2.498	4581
3455	COMMEND	loben	76	3.27	1.924	12427
3458	SILENCE	Ruhe	5448	218.67	3.745	483
3460	BEACH	Strand	1068	42.48	3.033	1755
3464	SHORE OF LAKE	Ufer	153	6.02	2.188	8030
3467	HELP (ASSISTANCE)	Hilfe	8127	322.93	3.914	333
3470	LIAR	Lügner	665	26.26	2.825	2585
3474	BE THIRSTY	dürsten	3	0.12	0.602	97045
3475	SUFFICE	genügen	111	4.45	2.057	10062
3478	TWENTY EIGHT	achtundzwanzig	2	0.12	0.602	98946
3481	THIRTY TWO	zweiunddreißig	2	0.16	0.699	83819
3483	THIRTY FOUR	vierunddreißig	1	0.08	0.477	123789
3487	THIRTY EIGHT	achtunddreißig	1	0.08	0.477	123324
3488	THIRTY NINE	neununddreißig	1	0.04	0.301	175506
3490	FORTY FOUR	vierundvierzig	2	0.08	0.477	122858
3496	SEVENTY TWO	zweiundsiebzig	1	0.08	0.477	121725
352	UNTIE	lösen	874	36.22	2.964	1986
3534	BEG	betteln	158	7.32	2.272	6893
3536	DOUBT (SOMETHING)	zweifeln	116	5.59	2.155	8453
3544	WAVE (VERB)	winken	50	2.72	1.845	14120
3551	FETCH	holen	4352	200.83	3.708	526
356	SHEARS	Schere	171	7.21	2.265	6980
3560	FORTY NINE	neunundvierzig	2	0.12	0.602	95289
3563	FIFTY FOUR	vierundfünfzig	1	0.04	0.301	171298
3566	FIFTY EIGHT	achtundfünfzig	1	0.08	0.477	118396
357	HANG UP	aufhängen	136	5.79	2.17	8233
3570	SIXTY FOUR	vierundsechzig	1	0.04	0.301	171330
3578	SEVENTY FIVE	fünfundsiebzig	9	0.59	1.204	38096
3586	EIGHTY FIVE	fünfundachtzig	1	0.04	0.301	171981
3588	EIGHTY SEVEN	siebenundachtzig	1	0.12	0.602	92740
3594	NINETY FIVE	fünfundneunzig	1	0.08	0.477	119870
3596	NINETY EIGHT	achtundneunzig	1	0.08	0.477	116412
36	PUBIC HAIR	Schamhaar	40	1.57	1.613	20326
3612	INDIGENOUS PEOPLES OF THE AMERICAS	Indianer	343	13.5	2.537	4317
3618	STAMP	stampfen	32	1.85	1.681	18327
362	STRING	Schnur	97	3.82	1.991	11173
3625	HEADACHE	Kopfschmerz	7	0.28	0.903	61377
3627	SURPRISE (SOMEBODY)	wundern	205	8.9	2.356	5938
3628	HONOR (SOMEBODY)	Ehren	804	40.55	3.013	1819
3629	HESITATE	zögern	169	8.58	2.34	6107
363	DWELL (LIVE, RESIDE)	wohnen	1192	50.91	3.112	1518
3632	GENEROUS	freigiebig	3	0.12	0.602	97211
3633	CURIOUS	interessiert	2614	109.34	3.444	814
3634	STUBBORN	stur	181	7.36	2.274	6860
3649	PUNISH	Strafen	46	3.15	1.908	12778
3651	MUSH (FOOD)	Brei	134	5.28	2.13	8819
3653	COOKING POT	Kochtopf	13	0.51	1.146	41700
3657	GRANARY	Scheune	199	7.87	2.303	6515
366	LIMP	hinken	19	0.91	1.38	29246
367	RIDE	reiten	423	19.65	2.699	3234
3674	ANTELOPE	Antilope	7	0.28	0.903	59560
3675	ZEBRA	Zebra	41	1.65	1.633	19746
3678	ELEPHANT TRUNK	Elefantenrüssel	1	0.04	0.301	154841
3681	PARTRIDGE	Rebhuhn	5	0.2	0.778	71705
3687	DESERT	Wüste	681	27.01	2.837	2544
3690	FULL MOON	Vollmond	132	5.2	2.124	8896
3691	NEW MOON	Neumond	5	0.2	0.778	73130
3696	THROW AWAY	wegwerfen	179	7.4	2.276	6821
3704	ODOR (SMELL)	Geruch	511	20.63	2.72	3121
371	PICK UP	aufheben	188	8.07	2.314	6401
3711	TIE (NOUN)	Krawatte	273	10.75	2.438	5095
3712	RAINCOAT	Regenjacke	3	0.12	0.602	94727
3713	PHARYNX	Rachen	52	2.13	1.74	16714
3714	LARYNX	Kehlkopf	14	0.55	1.176	40223
3716	OVARY	Eierstock	8	0.31	0.954	55419
3717	BADGER	Dachs	19	0.79	1.322	32056
3718	GUINEA PIG	Meerschweinchen	21	0.83	1.342	30955
3719	MARMOT	Murmeltier	15	0.59	1.204	37913
3720	BUDGERIGAR	Wellensittich	1	0.04	0.301	178245
3721	FINCH	Fink	44	1.73	1.653	19266
3722	FLAMINGO	Flamingo	28	1.1	1.462	25573
3723	NIGHTINGALE	Nachtigall	32	1.26	1.519	23606
3724	STORK	Storch	18	0.75	1.301	33214
3725	AVOCADO	Avocado	7	0.28	0.903	59546
3726	BROCCOLI	Brokkoli	16	0.63	1.23	36609
3727	CELERY	Sellerie	50	2.05	1.724	17065
3728	COURGETTE	Zucchini	8	0.31	0.954	55518
3729	LETTUCE	Salat	326	12.95	2.519	4449
3730	APRICOT	Aprikose	17	0.67	1.255	35088
3732	POMEGRANATE	Granatapfel	3	0.12	0.602	96132
3733	FERRY	Fähre	137	5.51	2.149	8521
3734	CHIMPANZEE	Schimpanse	20	0.79	1.322	31826
3736	INSTEP	Spann	10	0.75	1.301	33201
374	ONE TIME	einmal	8247	353.95	3.954	311
3747	SHAPE	Form	876	34.73	2.946	2056
3748	DROP (OF A LIQUID)	Tropfen	267	12.32	2.497	4593
375	SNIFF	schnüffeln	52	3.43	1.944	12001
3754	TRANSPARENT	durchsichtig	34	1.65	1.633	19871
376	FRAGRANT	wohlriechend	2	0.08	0.477	116051
3761	EMOTIONAL	emotional	223	9.8	2.398	5494
377	LOUD	laut	1395	84.65	3.333	989
378	PINCH	kneifen	54	2.24	1.763	16055
379	BLUNT	stumpf	36	2.2	1.756	16338
3796	ALBATROSS	Albatros	9	0.35	1	52011
3797	OSTRICH	Strauss	64	4.65	2.076	9714
3798	STINGER	Stachel	24	1.06	1.447	26496
3799	FISHBONE	Gräte	2	0.08	0.477	119013
38	SPREAD OUT	ausbreiten	54	2.24	1.763	16134
3800	IVORY	Elfenbein	26	1.02	1.431	27089
3801	DATE (FRUIT)	Dattel	5	0.2	0.778	70733
3803	RASPBERRY	Himbeere	6	0.24	0.845	64440
3804	GRAPEFRUIT OR POMELO	Grapefruit	17	0.71	1.279	33871
3807	EYEBALL	Augapfel	26	1.02	1.431	26986
3812	COWARDLY	feige	236	10.12	2.412	5352
3815	ALMOND	Mandel	10	0.39	1.041	49425
382	GOVERN	regieren	154	6.3	2.207	7737
3821	BROOK	Bach	244	9.76	2.396	5508
3822	MALE COUSIN	Vetter	73	2.91	1.875	13499
3823	FEMALE COUSIN	Base	185	7.36	2.274	6873
3824	HINNY	Maulesel	6	0.24	0.845	65015
3827	PREGNANT (OF ANIMALS)	trächtig	5	0.2	0.778	71939
383	MASTER	Meister	3304	130.71	3.521	709
3831	RENT (SOMETHING)	mieten	148	6.42	2.215	7618
3833	PUT (IN A STANDING POSITION)	stellen	3233	169.1	3.633	591
3835	BE CALLED BY NAME	heißen	2477	110.2	3.447	808
3836	HALF (HALF OF)	halb	1015	47.68	3.084	1605
3840	CRANBERRY	Preiselbeere	1	0.04	0.301	155630
3842	ONE THIRD	Drittel	157	6.34	2.21	7711
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	jucken	29	1.73	1.653	19113
3858	CONFUSED	verwirrt	697	28.35	2.858	2438
3859	MIDWIFE	Hebamme	30	1.18	1.491	24731
3871	MURDERER	Mörder	1827	72.09	3.263	1135
3875	CRIMINAL	Krimineller	112	5.12	2.117	8997
3884	PATIENT	geduldig	142	5.75	2.167	8287
3886	TARANTULA	Tarantel	5	0.2	0.778	71871
3887	NOBODY	niemand	4866	361.9	3.963	305
3892	ACQUIRE (SOMETHING)	aneignen	8	0.31	0.954	57019
3897	NATURE	Natur	960	37.84	2.983	1914
3898	ACCEPT	akzeptieren	665	27.44	2.844	2516
3899	ATTACKING	attackieren	27	1.06	1.447	26402
3900	CLUMSY	ungeschickt	93	3.74	1.982	11309
3904	ENCOUNTER (MEET)	begegnen	252	10	2.407	5416
391	BLESS	segnen	74	3.27	1.924	12400
3914	TURQUOISE	Türkis	3	0.16	0.699	83929
3918	CALABASH	Kalebasse	2	0.08	0.477	120308
3923	FEMALE ANIMAL	Weibchen	91	3.58	1.964	11682
3924	MALE ANIMAL	Männchen	107	4.21	2.033	10439
3944	LOWER LIP	Unterlippe	4	0.16	0.699	85493
3945	ORION'S CONSTELLATION	Orion	25	0.98	1.415	27718
3948	SHOTGUN	Flinte	63	2.48	1.806	15002
395	PILL	Pille	174	6.93	2.248	7178
3950	LIBER (INNER BARK)	Bast	2	0.08	0.477	127918
3972	EXCITED	begeistert	508	20.16	2.71	3174
3973	DEPRESSED	deprimiert	189	7.83	2.301	6547
3978	COMPANION	Kamerad	156	6.14	2.196	7877
398	PIERCE	durchbohren	18	0.71	1.279	34068
3991	TORTILLA	Tortilla	23	0.91	1.38	28957
3994	PIANO (INSTRUMENT)	Klavier	284	11.42	2.464	4860
3999	ROCKING CHAIR	Schaukelstuhl	26	1.02	1.431	26907
4	COURTYARD	Hof	473	18.66	2.677	3353
40	ENVY	Neid	91	3.62	1.968	11606
4003	PLIERS	Zange	60	2.36	1.785	15561
4008	SANDWICH	Sandwich	350	13.82	2.547	4242
401	OPPRESS	bedrücken	2	0.08	0.477	124630
4011	TRUCK	LKW	131	7.72	2.294	6622
4018	BLOUSE	Bluse	138	5.51	2.149	8520
4023	VIOLIN	Geige	84	3.31	1.929	12314
4024	SAXOPHONE	Saxophon	50	1.97	1.708	17553
4031	IRON (PRESSING)	Bügeleisen	11	0.43	1.079	46225
4034	SANDALS	Sandalen	49	1.93	1.699	17834
4035	SWEATER	Pullover	133	5.24	2.127	8857
406	OLD MAN	Greis	26	1.02	1.431	27151
41	IGNORE	ignorieren	343	14.69	2.573	4059
417	THREE TIMES	dreimal	332	16.89	2.633	3636
418	FOR A LONG TIME	lange	13080	535.77	4.134	223
419	SEVERE	schlimm	2349	98.43	3.398	891
42	STINKING	stinkend	9	0.35	1	51413
420	FOREST	Wald	1234	48.9	3.094	1564
423	GET LOST	verlaufen	351	13.98	2.551	4208
429	SWIDDEN FIELD	Rodung	1	0.04	0.301	183917
43	LEAD (GUIDE)	führen	2397	100.2	3.406	880
431	UPPER ARM	Oberarm	7	0.28	0.903	61329
432	BLOWGUN	Blasrohr	6	0.24	0.845	64178
433	HOWLER MONKEY	Brüllaffe	1	0.04	0.301	146733
442	FRONT TOOTH (INCISOR)	Schneidezähne	7	0.28	0.903	60844
443	TIP (OF TONGUE)	Zungenspitze	4	0.16	0.699	84337
446	LOWER ARM	Unterarm	20	0.79	1.322	32255
447	LOWER LEG	Unterschenkel	1	0.04	0.301	188835
449	CORN FIELD	Maisfeld	10	0.39	1.041	48229
45	EVIL	böse	2248	117.37	3.475	771
452	DRY SEASON	Trockenzeit	2	0.08	0.477	127256
453	RAINY SEASON	Regenzeit	69	2.72	1.845	14104
456	GUINEA FOWL	Perlhuhn	6	0.24	0.845	63555
46	HOLLOW OUT	aushöhlen	2	0.12	0.602	98772
460	BREAK (OF ROPE)	reißen	280	14.8	2.576	4033
471	UPPER LEG (THIGH)	Oberschenkel	48	1.89	1.69	18138
472	PELICAN	Pelikan	19	0.75	1.301	32996
474	DRESS	Kleid	1087	42.95	3.038	1735
476	CUP	Tasse	464	18.43	2.671	3387
477	LATE	spät	5683	225.99	3.759	466
