CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_MEAN	ENGLISH_DUNNO	LINE_IN_SOURCE
3695	MOVEMENT	movement	3.63	0	20662
3697	DIP	dip	4.22	0	8690
3698	SINGE	singe	3.92	2	28946
370	BARTER	barter	2.96	2	2369
3700	LENGTHEN	lengthen	3.47	0	18483
3701	HOLLOW	hollow	3.61	0	15012
3702	SLIPPERY	slippery	3.94	0	29229
3703	STICKY	sticky	3.59	0	30505
3704	ODOR (SMELL)	odor	3.52	0	21936
3707	BEIGE	beige	3.41	0	2614
3709	BRILLIANT	brilliant	2.07	0	3707
3712	RAINCOAT	raincoat	5	0	25529
3714	LARYNX	larynx	4.5	3	18237
3716	OVARY	ovary	4.18	1	22382
3717	BADGER	badger	4.37	0	2160
3718	GUINEA PIG	guinea pig	4.93	0	38219
3719	MARMOT	marmot	4.33	4	19443
372	POINTED	pointed	3.57	0	24006
3721	FINCH	finch	4.3	0	11948
3722	FLAMINGO	flamingo	4.81	0	12121
3723	NIGHTINGALE	nightingale	4.46	3	21253
3724	STORK	stork	4.72	0	30629
3725	AVOCADO	avocado	4.89	0	2003
3726	BROCCOLI	broccoli	4.87	0	3741
3727	CELERY	celery	4.8	0	4552
3729	LETTUCE	lettuce	4.97	0	18523
3730	APRICOT	apricot	4.97	0	1445
3732	POMEGRANATE	pomegranate	4.86	0	24093
3733	FERRY	ferry	4.83	0	11791
3734	CHIMPANZEE	chimp	4.96	1	4906
3736	INSTEP	instep	3.3	2	16954
3737	BAREFOOT	barefooted	4.33	0	2319
3738	GRIZZLY BEAR	grizzly bear	4.85	0	38207
374	ONE TIME	once	2.74	0	22030
3740	WHIRLWIND	whirlwind	4.07	0	36333
3742	POCKETKNIFE	pocket knife	4.97	0	38929
3743	BRASS	brass	4.7	0	3569
3744	INTERPRETER	interpreter	3.67	0	17201
3746	VASE	vase	5	0	35501
3747	SHAPE	shape	3.14	0	28496
375	SNIFF	sniff	4.17	0	29436
3750	KHAKI	khaki	4.19	0	17915
3752	LILAC	lilac	4.69	0	18651
3753	MAGENTA	magenta	3.81	1	19178
3754	TRANSPARENT	transparent	3.18	0	32866
3755	MOUNTAINOUS	mountainous	3.67	0	20633
3756	FLORAL	floral	3.75	0	12288
3757	MUGGY	muggy	3.28	0	20701
3758	WINDY	windy	3.86	0	36518
3759	FOGGY	foggy	3.8	0	12394
376	FRAGRANT	fragrant	3.35	1	12748
3760	THUNDERY	thunderbolt	4.28	0	32325
3761	EMOTIONAL	emotional	2	0	10329
3762	SAFE	safe	3.41	0	27472
377	LOUD	loud	3.73	0	18979
3777	CATFISH	catfish	4.85	0	4479
378	PINCH	pinch	4	0	23695
3780	PET	pet	4.71	0	23452
379	BLUNT	dull	2.37	0	9795
3796	ALBATROSS	albatross	4.81	1	754
3797	OSTRICH	ostrich	4.71	0	22242
3798	STINGER	stinger	4.3	1	30535
3799	FISHBONE	fishbone	4.57	0	12028
38	SPREAD OUT	spread	3.68	0	30109
380	WRINKLED	wrinkled	4.29	0	36874
3800	IVORY	ivory	4.76	0	17585
3801	DATE (FRUIT)	date	3.9	0	7584
3802	FERN	fern	5	1	11784
3803	RASPBERRY	raspberry	4.93	0	25619
3804	GRAPEFRUIT OR POMELO	grapefruit	4.96	1	13823
3807	EYEBALL	eyeball	4.92	0	11376
3808	JUNGLE	jungle	4.66	0	17830
3809	SCREAM (PRODUCE A CRY)	scream	4.32	0	27920
381	BLAME	blame	2.06	0	2973
3812	COWARDLY	cowardly	1.96	0	6896
3813	DISOBEDIENT	disobedient	2.19	0	9056
3814	HANDSOME	handsome	2.63	0	14373
3815	ALMOND	almond	4.71	1	856
382	GOVERN	govern	2.21	0	13726
3821	BROOK	brook	4.43	0	3771
383	MASTER	master	2.63	0	19502
3837	ASTRINGENT	astringent	3.21	4	1781
384	FREEMAN	freeman	3.32	4	12823
3840	CRANBERRY	cranberry	4.96	0	6961
3841	WINDMILL	windmill	4.89	0	36502
3843	BUT	but	2.04	0	4020
3844	CONTEMPT	contempt	1.82	0	6380
3845	DISAPPOINTMENT	disappointment	1.93	0	8760
3846	EXCITEMENT	excitement	2.48	0	11011
3848	SURPRISE (FEELING)	surprise	3.24	0	31344
3849	TRIUMPH	triumph	2.17	0	33042
385	RESPECT (SOMEBODY)	respect	2.04	0	26716
3854	SADNESS	sadness	1.82	0	27468
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	3.15	0	17570
3857	EGGSHELL	eggshell	4.77	0	10081
3858	CONFUSED	confused	2.33	0	6123
3859	MIDWIFE	midwife	4.56	0	19995
3860	POSSESSIONS	belongings	3.88	1	2646
3861	FAIL	fail	3	0	11466
3866	ABORTION	abortion	3.41	0	55
3867	ALCOHOLIC (PERSON)	alcoholic	3.37	0	763
3869	ANXIOUS	anxious	1.68	1	1296
387	SLING	sling	4.52	0	29216
3870	RUSTY	rusty	3.9	0	27423
3871	MURDERER	assassin	4.43	0	1694
3872	BLOND	blond	4.41	2	3096
3873	CHOCOLATE	chocolate	4.72	0	4949
3874	KNOWLEDGE	knowledge	1.73	0	18067
3875	CRIMINAL	criminal	3.48	1	7091
3876	DENTIST	dentist	4.93	0	8147
3877	DEPRESSION	depression	2.39	0	8236
3878	DIAMOND	diamond	4.89	0	8540
3879	IMAGINE	imagine	1.53	0	15729
388	FISHNET	fishnet	4.72	0	12047
3881	PISTOL	pistol	4.89	0	23745
3882	ROSE	rose	4.9	0	27260
3883	NOISY	noisy	3.56	0	21328
3885	IMPATIENT	impatient	2.38	0	15837
3886	TARANTULA	tarantula	4.83	0	31756
3887	NOBODY	nobody	2.32	0	21309
3888	SKUNK	skunk	4.88	0	29089
3892	ACQUIRE (SOMETHING)	acquire	2.93	0	278
3893	AFFORD	afford	1.83	0	573
3894	ATTACH	attach	3.33	0	1841
3895	DETECT	detect	2.19	0	8400
3896	ROAR	roar	3.81	0	27161
3897	NATURE	nature	2.92	0	20988
39	KEEN	keen	1.61	1	17882
390	PUNISHMENT	punishment	2.46	0	25196
3902	TRUST (SOMEBODY)	trust	2.04	0	33109
3903	SYMPATHIZE	sympathize	1.54	0	31548
3904	ENCOUNTER (MEET)	encounter	2.93	0	10409
391	BLESS	bless	2.68	0	3037
3914	TURQUOISE	turquoise	4.41	0	33212
3915	PRIDE	pride	1.66	0	24665
3916	PLEASURE	pleasure	2.04	0	23901
3917	DEVIL	devil	3.41	0	8475
392	MAGIC	magic	2.9	0	19181
3929	BRAZILIAN CEDAR	cedar	4.83	0	4542
393	CIRCUMCISION	circumcision	4.13	0	5076
394	SHAMAN (FOLK HEALER)	shaman	4.08	3	28477
3947	HONEYCOMB	honeycomb	4.72	0	15094
3948	SHOTGUN	shotgun	4.96	0	28709
395	PILL	pill	4.72	0	23674
3951	PANDA	panda	4.75	0	22784
3952	REFRIGERATOR	refrigerator	5	0	26150
3953	CHARITY	charity	2.62	0	4735
3954	FRIENDSHIP	friendship	2.39	0	12874
3955	HOSTILITY	hostility	2.24	0	15230
3956	DISPUTE	dispute	2.9	0	9142
3957	SYSTEM	system	2.94	0	31597
3958	SOCIETY	society	2.54	0	29551
3959	RELATIONSHIP	relationship	2.8	0	26301
3960	IDENTITY	identity	2	0	15630
3961	TEAM	team	3.79	0	31840
3962	DISCIPLINE	discipline	2.24	1	8816
3963	SCENERY	scenery	3.38	0	27778
3964	SPLENDOR	splendor	1.59	0	30023
3965	TRAUMA	trauma	2.72	1	32901
3966	CONCEPT	concept	1.41	0	5943
3967	CONTENT	content	2.59	0	6389
3968	EFFECT	effect	1.8	0	10052
3969	RESULT	result	2.85	0	26783
3970	PROCESS	process	2.93	0	24754
3971	METHOD	method	2.41	0	19883
3972	EXCITED	excited	2.32	0	11009
3973	DEPRESSED	depressed	1.93	0	8232
3974	UNHAPPY	unhappy	2.04	0	34274
3975	NERVOUS	nervous	1.85	0	21114
3976	EXPLODE	explode	4.1	0	11224
3977	SHINY	shiny	3.33	0	28612
3978	COMPANION	companion	3.75	0	5765
3979	TADPOLE	tadpole	4.86	0	31650
398	PIERCE	pierce	3.73	0	23637
3981	GUAVA	guava	4.86	1	14101
3982	BREEZE	breeze	3.62	0	3657
3984	THESE (PLURAL OF THIS)	these	2.03	0	32178
3985	THOSE (PLURAL OF THAT)	those	2.32	0	32244
3986	COLLAPSE	collapse	3.67	0	5543
3987	HOARSE	hoarse	3.07	0	14969
3988	PLATEAU	plateau	4.31	0	23836
399	PLANTAIN	plantain	4.42	4	23819
3990	LAWN	lawn	4.93	0	18314
3991	TORTILLA	tortilla	4.89	0	32628
3992	SARDINE	sardine	5	0	27625
3993	JINGLE (INSTRUMENT)	jingle	3.7	0	17707
3994	PIANO (INSTRUMENT)	piano	4.9	0	23601
3995	AMAZONIAN MANATEE	manatee	4.66	0	19309
3997	ARTICHOKE	artichoke	4.63	0	1609
3998	IRONING BOARD	ironing board	5	0	38410
3999	ROCKING CHAIR	rocking chair	4.93	0	39136
4	COURTYARD	courtyard	4.57	0	6870
40	ENVY	envy	1.69	0	10654
4000	LIGHTBULB	lightbulb	5	0	18616
4001	LIGHT SWITCH	light switch	4.71	0	38524
4002	ROLLING PIN	rolling pin	4.72	0	39144
4003	PLIERS	pliers	4.93	0	23916
4004	RECORD PLAYER	record player	4.66	0	39081
4005	SUITCASE	suitcase	4.97	0	31114
4006	ROBOT	robot	4.65	0	27173
4007	WALRUS	walrus	5	0	35937
4008	SANDWICH	sandwich	4.9	0	27596
4009	SPINNING WHEEL	spinning wheel	4.54	0	39438
4010	TOASTER	toaster	4.9	0	32493
4011	TRUCK	truck	4.84	0	33088
4012	TELESCOPE	telescope	5	0	31931
4013	AMBULANCE	ambulance	4.81	0	951
4014	MICROPHONE	microphone	4.88	0	19942
4015	PIRATE	pirate	4.64	0	23740
4016	MICROSCOPE	microscope	5	0	19946
4017	JELLYFISH	jellyfish	4.93	0	17674
4018	BLOUSE	blouse	4.96	0	3142
4019	CIGAR	cigar	4.93	0	5042
402	SURPASS	surpass	2.73	0	31340
4020	CLOWN	clown	4.9	0	5337
4021	DINOSAUR	dinosaur	4.87	0	8686
4022	SUBMARINE	submarine	4.8	0	30937
4023	VIOLIN	violin	4.96	0	35718
4024	SAXOPHONE	saxophone	5	0	27698
4025	LANTERN	lantern	5	0	18208
4026	SAILBOAT	sailboat	4.89	0	27493
4027	BATHTUB	bathtub	4.92	0	2421
4028	ASHTRAY	ashtray	4.97	0	1666
4029	BABY CARRIAGE	baby carriage	4.89	0	37142
4030	DOORKNOB	doorknob	4.97	0	9477
4033	ELEVATOR	elevator	4.79	0	10207
4035	SWEATER	sweater	4.78	0	31436
4036	GARBAGE CAN	garbage can	4.96	0	38126
404	ALCOHOL (FERMENTED DRINK)	alcohol	4.76	0	762
41	IGNORE	ignore	2.22	0	15667
410	YAM	yam	4.93	0	36919
411	GOURD	gourd	4.86	2	13723
419	SEVERE	severe	2.43	1	28402
42	STINKING	stinky	3.73	0	30548
420	FOREST	forest	4.76	0	12562
421	RETREAT	retreat	3.03	0	26859
425	BE LATE	delayed	2.08	0	7985
43	LEAD (GUIDE)	lead	4.1	0	18343
430	TWIST	twist	3.9	0	33266
432	BLOWGUN	blowgun	4.83	3	3147
44	INJURE	injure	3.48	0	16773
442	FRONT TOOTH (INCISOR)	incisor	3.89	0	16147
446	LOWER ARM	forearm	4.69	1	12510
449	CORN FIELD	corn field	4.87	0	37651
45	EVIL	evil	1.93	0	10922
459	SNAP (OF STICK)	snap	4.1	11	29400
467	CRAYFISH	crayfish	4.93	1	6995
470	POSSUM	possum	4.73	0	24208
471	UPPER LEG (THIGH)	thigh	4.9	0	32200
472	PELICAN	pelican	4.96	0	23189
474	DRESS	dress	4.93	0	9661
476	CUP	cup	5	0	7339
477	LATE	late	2.6	0	18254
478	LIP	lip	4.96	0	18722
479	GROW	grow	3.03	0	14046
48	BE SILENT	silent	3.67	0	28882
480	PLATE	plate	4.77	0	23835
481	DISH	dish	4.9	0	8961
482	NOBLE	noble	1.89	0	21305
483	COMPOUND	compound	3.03	0	5868
484	CONDEMN	condemn	1.96	1	5998
485	DISAPPEAR	disappear	2.86	0	8751
486	MINISTER	minister	4.22	2	20114
487	SHY	shy	2.52	0	28797
488	MANNER	manner	1.62	0	19357
489	KIDNEY	kidney	4.96	0	17936
49	REFUSE	refuse	3.04	0	26161
490	DESCENDANTS	descendant	3.53	0	8281
491	CENTER	center	3.85	0	4583
492	THREE	three	3.62	0	32268
493	FIVE	five	3.87	0	12066
494	FLIRT	flirt	3.26	0	12244
495	REVENGE	revenge	1.54	0	26913
496	CUCUMBER	cucumber	4.83	0	7292
497	SCAR	scar	4.74	0	27747
499	CURE	cure	2.41	0	7359
5	GAZELLE	gazelle	4.72	1	13251
500	CRUEL	cruel	2.11	0	7214
501	LIFT	lift	3.89	0	18609
502	NAIL (TOOL)	nail	4.93	0	20905
503	FROG	frog	5	0	12909
504	LEARN	learn	2.2	0	18372
506	MAIZE	corn	4.96	1	6622
507	MELON	melon	4.78	0	19736
508	PERIOD	period	3.31	0	23315
509	CERTAIN	certain	1.68	0	4626
51	SORE	sore	3.23	0	29693
518	SPARK	spark	4.25	0	29808
519	SPOT	spot	4.21	0	30088
52	SHIVER	shiver	3.88	2	28640
522	WOLF	wolf	4.79	0	36640
523	BACK OF HEAD	rear	3.59	0	25750
525	BLOOD VESSEL	blood vessel	4.76	0	37281
526	HOWL	howl	3.83	1	15298
528	DREADFUL	dreadful	2.23	0	9631
53	SPIRIT	spirit	1.6	0	29985
530	FRECKLE	freckle	4.56	0	12799
533	GLUTTON	glutton	3.16	0	13595
534	HUMP	hump	4.36	0	15383
535	INFLATED	inflated	3.93	0	16646
539	NEST	nest	4.86	0	21118
54	SHRINK	shrink	3.55	0	28761
540	PALATE	palate	3.73	1	22746
541	POETRY	poetry	3.5	0	23999
543	SHUTTLE	shuttle	4.63	0	28796
544	SPICY	spicy	3.31	0	29945
545	SPRUCE	spruce	3.86	0	30131
547	SURFACE	surface	4.26	0	31320
549	COPULATE	copulate	3.13	0	6591
55	WHISPER	whisper	4.34	0	36345
550	DILUTE	dilute	3.1	0	8642
552	GROW UP	grow up	2.14	0	38215
554	HINDER	hinder	2.78	1	14923
555	INFRINGE	infringe	1.93	0	16689
557	OFFEND	offend	1.68	0	21948
56	BAD LUCK	misfortune	2.07	0	20208
568	RISE (MOVE UPWARDS)	rise	4.04	0	27109
569	SPOIL (BECOME SPOILED)	rot	3.96	0	27270
57	ATOP	atop	3.24	2	1834
570	STAND UP	stand up	4.15	0	39473
571	STING	sting	4.41	0	30534
573	SWAY	sway	3.6	0	31425
575	TREAD	tread	3.57	1	32922
576	DANDRUFF	dandruff	4.79	0	7530
577	FOREFINGER	index finger	4.89	0	38391
578	KISS	kiss	4.48	0	17993
579	BATTLE	battle	4	0	2433
58	LIQUID	liquid	4.72	0	18733
580	FUR	fur	4.69	0	13040
581	COME BACK	return	2.97	0	26883
582	LEND	lend	3.07	0	18479
584	DIFFICULT	difficult	2.21	0	8585
585	BOOT	boot	4.96	0	3380
586	GARDEN	garden	4.73	0	13167
587	ANT	ant	4.86	0	1174
588	BROKEN	broken	4.11	0	3747
589	CLOSED	closed	3.37	0	5303
59	ELECTRICITY	electricity	3.9	0	10154
590	NAKED	naked	4.5	0	20913
592	PISS	urinate	4.46	0	35352
593	POTATO	potato	4.85	0	24260
594	PIECE	piece	4.14	1	23630
595	GROUNDNUT (PEANUT)	peanut	4.89	0	23123
596	POSTAGE STAMP	stamp	4.7	0	30279
597	PHYSICIAN	doctor	4.69	0	9374
598	SHELL	shell	4.8	0	28568
6	EARTHQUAKE	earthquake	3.97	0	9935
60	OAT	oats	4.78	0	21799
600	STRANGE	strange	1.86	0	30677
602	HIDE (CONCEAL)	conceal	3.19	0	5921
603	COAT	coat	4.97	0	5396
604	GLASS	glass	4.82	0	13495
605	GRAIN	grain	4.8	0	13772
606	GRASS	grass	4.93	0	13839
607	GRASSHOPPER	grasshopper	4.91	1	13840
608	GULF	gulf	4.08	0	14143
609	HAIL	hail	4.32	0	14248
610	PORT	port	4.41	0	24166
611	HARVEST	crop	4.24	0	7148
612	HEAT	heat	3.79	0	14665
613	HIGH TIDE	flood	4.62	0	12267
614	HILL	hill	4.93	0	14914
615	HORSE	horse	5	0	15188
616	HOSPITAL	hospital	4.64	0	15220
617	ICE	ice	4.89	1	15582
619	ANIMAL	animal	4.61	0	1115
620	INSECT	insect	4.89	0	16868
621	IRON	iron	4.59	0	17441
622	ISLAND	island	4.96	0	17545
623	LAGOON	lagoon	4.5	0	18141
624	LAKE	lake	4.88	0	18144
625	LAMP	lamp	4.97	0	18165
626	LAND	land	4.57	0	18174
628	LEAF	leaf	5	0	18351
629	LEATHER	leather	4.82	0	18388
630	LIGHT (RADIATION)	light	4.21	0	18615
631	LIVESTOCK	livestock	4.7	1	18794
632	LIZARD	lizard	4.68	0	18801
633	MARKET	market	4.7	0	19428
634	MEAT	meat	4.9	0	19640
635	MILK	milk	4.92	7	20029
636	MILL	mill	4.72	0	20037
637	MOSS	moss	4.9	0	20576
638	MOTORCYCLE	motorcycle	4.97	0	20615
639	MOUNTAIN	mountain	4.96	0	20630
64	PIN	pin	4.92	0	23691
640	MUD	mud	4.86	0	20680
641	MUSHROOM	mushroom	4.83	0	20810
642	MUSIC	music	4.31	1	20812
644	OAK	oak	4.82	0	21790
645	OCEAN	ocean	4.86	0	21913
646	ASH	ashes	4.92	0	1664
647	PAINT (PIGMENTS)	paint	4.79	0	22728
648	PAPER	paper	4.93	0	22820
649	PASTURE	pasture	4.78	0	23011
65	AMBUSH	ambush	3.16	0	953
650	PETROLEUM	petroleum	4.69	0	23461
651	SEAL	seal	4.63	0	28015
652	PLAIN	plain	2.26	0	23799
653	PLANT (VEGETATION)	plant	4.76	0	23818
654	PLASTIC	plastic	4.79	1	23831
655	POISON	poison	4.27	0	24016
656	POLICE	police	4.79	0	24032
657	PRICE	price	3.63	0	24652
658	RAIN (PRECIPITATION)	rain	4.97	0	25527
659	REED	reed	4.7	1	26056
66	KNEEL	kneel	4.31	0	18021
660	REEF	reef	4.7	1	26058
661	RELIGION	religion	1.71	0	26343
662	BATTERY	battery	4.67	0	2431
663	BAY	bay	4.81	0	2446
664	RESIN	resin	4.08	3	26683
665	BEE	bee	4.88	0	2549
666	RIVER	river	4.89	0	27132
667	ROAD	road	4.75	0	27142
668	ROCK	rock	4.91	0	27180
669	RODENT	rodent	4.7	0	27195
67	EMBERS	ember	4.36	1	10282
670	ROOT	root	4.34	0	27248
671	SAND	sand	5	0	27575
672	EARLY	early	2.25	0	9907
673	SCHOOL	school	4.79	0	27809
674	MOUTH	mouth	4.74	0	20652
675	FAECES (EXCREMENT)	excrement	4.43	0	11034
676	SHIT (DEFECATE)	defecate	4.21	1	7864
677	AXE	axe	5	0	2040
678	BEARD	beard	4.96	0	2486
679	BRIGHT	bright	3.92	0	3699
68	TATTOO	tattoo	4.71	0	31799
680	BREAK (DESTROY OR GET DESTROYED)	break	3.71	0	3611
681	DESTROY	destroy	3.08	0	8370
682	SIDE	side	3.68	0	28815
683	PERSON	person	4.72	0	23393
684	OWN	own	1.96	0	22644
685	DECIDE	decide	1.92	0	7742
686	EASY	easy	2.07	0	9963
687	NOTHING	nothing	2.21	0	21679
688	LUNG	lung	4.82	0	19085
689	BETWEEN	between	2.72	0	2724
69	SOBER	sober	2.86	0	29531
690	BOTTOM	bottom	4.25	0	3445
691	SEASON	season	3.32	0	28049
692	BRING	bring	2.55	0	3715
693	FROM	from	1.84	0	12914
694	GET	get	2.38	0	13392
695	GO	go	3.15	0	13613
696	STIR	stir	3.76	0	30553
698	WISE	wise	1.97	0	36569
699	SAD	sad	3.07	0	27454
7	GATHER	gather	2.75	0	13226
700	CARRY	carry	4.04	0	4379
701	SLOW	slow	3.28	0	29266
702	CATCH	catch	4.11	0	4457
703	SOON	soon	1.79	0	29669
704	CLEAN	clean	3.07	0	5195
705	GO UP (ASCEND)	ascend	2.66	0	1640
706	DARK	dark	4.29	0	7550
707	REMEMBER	remember	2.41	0	26382
708	SHINE	shine	3.85	0	28604
709	TEACH	teach	3.15	0	31830
710	WHEEL	wheel	4.86	0	36275
711	TALL	tall	3.36	0	31700
712	RICH	rich	2.79	0	27018
713	STEAL	steal	3.84	0	30397
714	SEED	seed	4.71	0	28130
715	SHOUT	shout	4.17	0	28714
716	GROAN	groan	4.09	0	13989
717	SWEET	sweet	4	0	31451
718	PAY	pay	3.54	0	23090
719	FIND	find	2.63	0	11949
72	CLAW	claw	4.83	0	5190
720	GOOD LUCK	luck	1.33	0	19040
721	LOW	low	3.34	0	19009
722	ATTACK	attack	3.71	0	1845
723	PLACE (POSITION)	place	3.48	0	23781
724	READ	read	3.56	0	25698
726	WHILE	while	1.55	0	36306
727	WHICH	which	1.54	2	36303
728	FIRST	first	2.76	0	12020
729	DAWN	dawn	4.46	0	7601
73	BEAK	beak	4.96	0	2469
730	SNAKE	snake	5	0	29392
731	BEVERAGE	beverage	4.6	0	2726
732	YOUR (SINGULAR)	your	2.37	0	36993
733	EARN	earn	2.39	0	9910
734	MAKE	make	2.67	0	19248
735	OWL	owl	4.93	0	22642
736	YARD	yard	4.82	0	36927
737	LIGHT (IGNITE)	ignite	4.04	0	15659
738	THING	thing	3.17	0	32205
739	FEED	feed	4.17	0	11733
74	PUPPY	puppy	4.78	0	25208
740	SHIP	ship	4.87	0	28613
741	DRIVE	drive	3.86	0	9694
742	END (OF SPACE)	end	3.14	0	10424
744	EGG	egg	4.97	0	10073
745	SHELF	shelf	4.96	0	28567
746	SHOP	shop	4.31	0	28668
747	BICYCLE	bicycle	4.89	0	2762
748	SOW SEEDS	sow	4.04	0	29768
749	ENTER	enter	3.12	0	10574
75	DISGRACE	disgrace	2.11	0	8939
750	DROP	drop	4.21	0	9713
751	SHRUB	shrub	4.92	1	28769
752	STORE	store	4.5	0	30621
753	PUPIL (STUDENT)	pupil	4.55	0	25204
754	HURRY	hurry	2.63	0	15423
755	DENY	deny	2.2	0	8152
756	DEPEND	depend	1.89	0	8170
757	BUTTON	button	4.96	0	4044
758	HERON	heron	4.38	4	14823
759	SILVER	silver	4.52	0	28900
760	KNOT	knot	4.87	0	18054
761	COVER	cover	4.23	0	6878
762	OUTSIDE	outside	4.25	1	22348
763	SKIN	skin	4.79	0	29062
764	SUIT	suit	4.97	0	31109
765	MOVE	move	3.25	1	20661
766	MENSTRUATION	menstruation	4	0	19778
767	CORPSE	corpse	4.89	0	6654
768	LUNCH	lunch	4.31	0	19080
769	ROOF	roof	4.79	0	27229
770	EARRING	earring	4.96	0	9921
771	HAT	hat	4.88	0	14505
772	BELT	belt	4.9	0	2650
773	HAVE	have	2.18	0	14531
774	CABBAGE	cabbage	4.75	0	4073
775	TRUMPET	trumpet	4.86	0	33102
777	FLUTE	flute	5	0	12355
778	SMOKE (EXHAUST)	smoke	4.96	0	29350
779	PART	part	3.29	0	22931
78	THAT	that	1.54	0	32104
780	OUR	our	1.97	0	22254
782	DEFEAT	defeat	2.96	0	7859
783	VICTORY	victory	2.55	0	35660
784	SNOW	snow	4.85	0	29479
785	STRONG	strong	3.14	0	30784
787	SAIL	sail	4.59	0	27492
788	SOAP	soap	4.93	0	29521
789	PEOPLE	people	4.82	0	23245
79	WASTE	waste	3.24	0	36023
790	READY	ready	2.07	0	25712
791	STRANGER	stranger	3.76	0	30680
792	BOIL (OF LIQUID)	boiling	4.39	0	3272
794	PEN	pen	4.92	11	23195
795	TROUT	trout	4.72	0	33084
796	NIPPLE	nipple	4.83	0	21290
797	TESTICLES	testicle	4.59	0	32068
798	JAW	jaw	4.87	0	17641
799	WRIST	wrist	4.93	1	36877
8	CURSE	curse	2.39	0	7382
80	DOORPOST	doorpost	4.7	0	9483
801	RIB	rib	4.9	0	27010
803	ANKLE	ankle	4.81	0	1126
804	WOMB	womb	4.37	0	36657
805	SPINE	spine	4.88	0	29971
806	BLANKET	blanket	5	1	2992
807	SKILLED	skilled	1.96	0	29049
808	DRIP (FALL IN GLOBULES)	drip	4.14	0	9689
809	TROUSERS	trousers	4.93	0	33083
81	FATHOM	fathom	2.07	0	11645
810	LOCUST	locust	4.8	0	18858
811	SOUL	soul	1.86	0	29708
812	SLAVE	slave	4.38	0	29137
813	DO	do	2.46	0	9362
814	DRESS UP	dress up	3.55	0	37819
815	GOVERNMENT	government	2.88	0	13732
816	HALF	half	3.27	0	14276
817	THEY	they	2.93	0	32182
818	WILLOW	willow	4.35	0	36478
819	STOMACH	stomach	4.89	0	30588
82	ANGER	anger	2.41	0	1098
820	LAMB	lamb	4.97	0	18148
821	POPLAR	poplar	3.78	2	24131
823	SORCERER	sorcerer	4.47	0	29689
824	WITCH	witch	4.17	0	36591
825	AWAKE	awaken	3.45	0	2012
827	ROLL	roll	4.16	0	27204
828	RACCOON	raccoon	4.67	0	25439
829	RAFTER	rafter	4.97	1	25503
83	FORBID	forbid	1.96	0	12488
830	SOOT	soot	4.61	0	29671
831	BASE	base	3.86	0	2371
832	BEAN	bean	5	0	2477
833	ENDURE	endure	2	0	10459
834	BUTTOCKS	buttocks	4.83	0	4043
835	CHAPTER	chapter	3.43	0	4711
836	SCREWDRIVER	screwdriver	4.9	0	27937
837	BLUE	blue	3.76	0	3164
838	REMAINS	remains	3.46	0	26365
84	JUST	just	1.52	0	17847
842	LIQUOR	liquor	4.73	0	18742
843	SPIDER	spider	4.97	0	29946
844	KIND (THING)	sort	3.34	1	29703
845	MURDER	murder	3.61	0	20785
846	TIGER	tiger	5	0	32379
847	THIRSTY	thirsty	3.86	0	32224
848	THIRST	thirst	3.04	1	32220
849	SPRING (OF WATER)	fountain	4.77	0	12706
850	SQUARE	square	4.33	0	30161
851	STABLE	stall	4.37	0	30270
852	PRIEST	priest	4.77	0	24668
853	ALTAR	altar	4.85	0	883
854	KETTLE	kettle	4.75	0	17898
855	SEIZE	seize	3.97	0	28175
857	STONE	stone	4.72	0	30592
858	STORM	storm	4.7	0	30630
859	STOVE	stove	4.96	0	30646
860	CAUSE	cause	2.43	0	4510
861	JUDGE	judge	3.75	0	17790
862	SUGAR	sugar	4.87	2	31091
863	EDGE	edge	4.24	0	10016
864	PUMPKIN	pumpkin	4.9	0	25172
865	FAME	fame	1.96	0	11526
866	WIN	win	2.67	0	36484
867	GLOVE	glove	4.97	0	13576
868	BANANA	banana	5	0	2248
869	BLADE	blade	4.93	0	2968
870	BREATH	breath	4.36	0	3636
871	RATTLESNAKE	rattlesnake	5	0	25649
873	TAX	tax	3.89	1	31812
874	CANDY	candy	4.83	0	4208
875	SHOEMAKER	shoemaker	4.54	0	28657
876	ARCH	arch	4.59	0	1477
877	MASON	mason	4.2	2	19484
878	HELL	hell	2.41	0	14728
879	COUGH	cough	4.36	0	6758
88	BEEHIVE	beehive	4.93	0	2558
880	REPEAT	repeat	2.9	0	26490
881	TAILOR	tailor	4.67	0	31665
882	PARROT	parrot	5	0	22927
883	TERMITE	termite	4.7	0	32034
884	SHARE	share	2.96	0	28506
885	OPPOSITE	opposite	1.79	0	22110
886	PARAKEET	parakeet	4.9	0	22853
887	BITTER	bitter	2.93	0	2925
888	POISONOUS	poisonous	2.74	0	24019
889	FLAME	flame	4.67	0	12114
890	MULE	mule	5	0	20705
891	TIDE	tide	4.1	0	32366
892	TIME	time	3.07	0	32404
893	TIN (METAL)	tin	4.87	0	32431
894	TOAD	toad	5	0	32489
895	TORTOISE	tortoise	4.87	0	32629
896	ANACONDA (WATER BOA)	anaconda	4.93	1	1022
897	SWALLOW	swallow	3.89	0	31406
898	TRADE	trade	3.08	0	32733
899	PRESIDENT	president	4.4	0	24584
9	ANNOUNCE	announce	3.31	0	1140
