CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_RT_MEAN	ENGLISH_ZSCORE_MEAN	ENGLISH_ACCURACY_MEAN	LINE_IN_SOURCE
2954	SLICE	slice	522.4750	-0.7407	1.0000	49557
2955	STATE (POLITICS)	state	568.3158	-0.4692	1.0000	50951
2956	TUBE	tube	527.6579	-0.6482	0.9750	53699
2957	WARE	ware	621.2593	-0.0096	0.7632	54715
2958	LAUGHTER	laughter	532.5789	-0.7207	1.0000	40630
2959	LEASH	leash	648.1515	0.1279	0.8500	40742
296	CROUCH	squat	610.1111	-0.1565	0.9737	50731
2961	MESSAGE	message	521.8000	-0.7413	1.0000	42059
2962	MOORLAND	moor	670.7941	0.1865	0.9000	42504
2963	NET	net	512.9500	-0.6864	1.0000	43030
2964	NEWS	news	558.0270	-0.5145	0.9737	43059
2965	PAW	paw	589.7895	-0.3712	0.9750	44180
2967	PIKE (FISH)	pike	642.5833	0.0353	0.9250	44611
2968	REASON	reason	537.2000	-0.5840	1.0000	46525
2969	RIBBON	ribbon	553.0256	-0.6120	1.0000	47089
297	CROOKED	bent	544.7895	-0.5148	0.9750	28706
2970	RIDDLE	riddle	583.0513	-0.3635	0.9750	47107
2971	SIN	sin	531.1081	-0.6147	1.0000	49223
2973	STRAP	strap	586.2571	-0.3222	0.9737	51337
2974	SWARM (OF BIRDS)	swarm	595.2857	-0.2481	0.9000	51879
2975	THOUGHT	thought	542.6500	-0.5614	1.0000	52683
2977	WORKER	worker	550.5526	-0.5716	1.0000	55493
2978	DISTANCE	distance	571.2250	-0.3100	1.0000	33918
298	SHRIEK	shriek	671.9189	0.1993	0.9250	49011
2980	AREA	area	506.6000	-0.7060	1.0000	27773
2981	ITEM	items	518.0000	-0.6229	0.9750	39758
2982	GIFT	present	560.6842	-0.5838	1.0000	45444
2984	HEAP	heap	660.5278	-0.0437	0.9250	38613
2985	HEIGHT	height	532.3421	-0.6143	1.0000	38707
2987	AMOUNT	amount	524.2500	-0.5854	1.0000	27596
2988	PATTERN	pattern	561.7895	-0.5754	1.0000	44156
2989	FRINGE	fringe	561.1250	-0.3384	1.0000	36686
299	SCOLD	scold	641.3429	-0.0436	0.9000	48056
2990	SACK	sack	597.0270	-0.3372	1.0000	47639
2991	SKI	skis	613.3333	0.0416	0.4750	49398
2992	TIP (OF OBJECT)	tip	561.9730	-0.5043	0.9737	52951
2993	STROKE (OF PEN)	stroke	555.2973	-0.5187	0.9737	51437
2995	TONE (MUSIC)	tone	537.8000	-0.5396	0.9211	53072
2996	WEALTH	wealth	546.3333	-0.5561	0.9750	54856
2998	DAMP	damp	551.7632	-0.5705	1.0000	33152
3	BRAVE	brave	516.8158	-0.6120	0.9500	29667
300	RATTLE	rattle	551.3611	-0.5482	1.0000	46441
3002	PRECIOUS	precious	590.4595	-0.4409	0.9737	45388
3003	SOLID	solid	517.0769	-0.6752	1.0000	50110
3004	FORMER	former	585.1795	-0.1731	0.9750	36421
3006	SPACE (AVAILABLE)	space	521.6250	-0.7549	1.0000	50258
301	CHIEFTAIN	chieftain	651.4118	0.4009	0.4474	31096
3010	WAGTAIL	wagtail	674.9474	0.7148	0.5263	54601
3011	GRUB	grub	651.8000	-0.0751	0.9211	37981
302	CLAN	clan	558.2000	-0.4052	0.9000	31358
3025	BARN OR SHED	shed	517.1622	-0.7442	0.9737	48739
3028	GRAVEL	gravel	558.4865	-0.5161	1.0000	37748
303	ABSTAIN FROM FOOD	abstain	627.6667	-0.1268	0.9750	27198
3032	STARFISH	starfish	638.7143	-0.0117	0.9211	50914
3033	SCARED	scared	574.1316	-0.4689	0.9500	47964
304	PREACH	preach	627.2222	-0.1059	0.9474	45373
3044	BOVINE	bovine	655.8636	0.0865	0.5789	29547
3046	FODDER	fodder	681.0556	0.2667	0.4737	36200
3049	COURAGE	courage	539.2750	-0.6314	1.0000	32418
3050	SEEDLING	seedling	640.3871	0.0707	0.8421	48402
3053	TIGHT	tense	549.9730	-0.5107	0.9737	52481
3055	SWINDLE	cheat	514.7436	-0.7621	1.0000	30994
3057	FLAIL	flail	663.2333	0.2392	0.7500	35876
3058	GRAZE	graze	602.9706	-0.2960	0.9211	37762
3060	PHEASANT	pheasant	645.2500	0.0307	0.8947	44491
3061	PHLEGM	sputum	781.0000	1.2617	0.1053	50695
3062	TURNIP	turnip	571.5263	-0.4062	1.0000	53789
3064	RUST	stain	545.5946	-0.5201	0.9737	50829
3065	SADDLE	saddle	583.9737	-0.2968	0.9750	47653
3066	SCARF OR TURBAN	turban	596.1579	-0.2653	1.0000	53758
3069	FALSE	fraud	586.4750	-0.3026	1.0000	36557
307	HAWK	kite	558.4211	-0.4608	1.0000	40273
3071	INSERT	insert	566.5000	-0.4870	1.0000	39636
3072	MISPLACE	lose	568.5405	-0.3643	0.9250	41328
3073	MANAGE	manage	579.4000	-0.3914	1.0000	41649
3074	FIX	fix	539.4324	-0.7438	0.9737	35844
3075	SLANTED	slanting	665.2647	0.2049	0.8947	49471
3076	SLOPE	hillside	641.3158	0.1055	0.9750	38861
308	TOUCAN	toucan	706.4800	0.5485	0.6250	53196
3080	SPLIT OPEN	crack	519.6579	-0.7603	1.0000	32508
3081	CROPS	crops	596.1111	-0.2142	0.9474	32771
3083	BALLOON	balloon	559.0270	-0.5438	0.9737	28207
3084	BLACKBOARD	blackboard	649.1351	0.0565	0.9750	28945
3085	CARROT	carrot	536.7949	-0.6743	1.0000	30610
3087	PACIFIER	dummy	634.7632	-0.0565	0.9500	34545
3089	GIRAFFE	giraffe	614.6842	-0.1491	1.0000	37298
3090	GUITAR	guitar	554.6842	-0.5327	1.0000	38060
3091	LEMON	lemon	507.7000	-0.7576	1.0000	40813
3092	LIGHTER	lighter	543.7105	-0.5444	1.0000	40959
3093	LIPSTICK	lipstick	531.5128	-0.5499	0.9750	41069
3094	PAINTBRUSH	paintbrush	667.1667	0.0469	0.9474	43866
3095	POSTMAN	postman	591.9744	-0.3233	0.9750	45264
3096	RACKET	racket	602.9730	-0.1875	0.9500	46225
3098	SNOWMAN	snowman	543.2895	-0.5773	1.0000	49994
3099	SOFA	couch	569.6579	-0.4260	1.0000	32366
31	PAN	pan	586.6053	-0.3218	0.9500	43928
3102	TANK	tank	533.5789	-0.7324	1.0000	52217
3106	WARDROBE	wardrobe	558.9444	-0.4838	0.9474	54711
3110	CLAP	clap	553.1000	-0.4295	1.0000	31374
3111	CONDUCT	conduct	584.9211	-0.4028	1.0000	32012
3112	ERUPT	erupt	613.4737	-0.2063	1.0000	35058
3114	GRATE (SOMETHING)	grate	685.9722	0.2606	0.9474	37738
3116	HATCH (OUT)	hatch	554.0000	-0.5523	0.9750	38474
3117	HITCHHIKE	hitchhike	732.2778	0.4730	0.9474	38910
3119	MASSAGE (SOMEBODY)	massage	613.6757	-0.2062	0.9737	41816
312	TAPIR	tapir	759.2308	1.0703	0.3250	52245
3120	MOP (SOMETHING)	mop	605.2121	-0.1503	0.8684	42521
3122	PAINT (SOMETHING)	paint	509.2895	-0.7558	1.0000	43864
3128	SHOWER (ACTION)	shower	538.0000	-0.6107	1.0000	48979
3129	SKATE	skate	625.0000	-0.2434	0.9474	49313
3130	SPILL (SOMETHING)	spill	549.1111	-0.6001	0.9737	50442
3131	SUNBATHE	sunbathe	689.0303	0.1356	0.9474	51698
3132	SURF	surf	569.6944	-0.4391	0.9474	51787
3134	TYPE (ON SOMETHING)	type	542.6944	-0.5924	0.9474	53918
3135	VACUUM (SOMETHING)	vacuum	582.2895	-0.3062	1.0000	54190
3137	OAR	oar	591.1892	-0.3920	0.9737	43383
3140	VEST	vest	553.0513	-0.4476	0.9750	54358
3142	BISON	bison	682.2593	0.3854	0.7000	28912
3145	HIPPOPOTAMUS	hippo	589.5556	-0.2402	0.9474	38890
3146	CHEETAH	cheetah	639.8056	0.0703	0.9250	31040
3147	HAMSTER	hamster	591.7297	-0.3742	1.0000	38287
3153	LORD	lord	564.2051	-0.3175	1.0000	41317
3171	RINGWORM	ringworm	648.0286	0.1315	0.8750	47180
3172	SCABIES	scabies	859.6842	1.2641	0.5000	47905
3174	WAKE UP (SOMEONE)	wake	544.5946	-0.5504	0.9737	54633
3179	CORAL ROCK	coral	532.7353	-0.6132	0.9211	32250
318	FOOTPRINT	footstep	610.8235	-0.2487	0.9211	36301
3181	MUSTARD	mustard	552.8500	-0.5081	1.0000	42804
3187	DROWNED	drowned	584.1316	-0.3426	1.0000	34421
319	LICK	lick	571.4571	-0.5158	0.9474	40914
3193	CROSSBOW	crossbow	641.3056	-0.0550	0.9000	32782
32	EARWAX	earwax	596.5385	-0.2657	1.0000	34698
320	LAME	lame	530.8250	-0.6067	1.0000	40461
3202	CANNON	cannon	555.1579	-0.5176	1.0000	30483
3204	INSULT	insult	552.5000	-0.4813	1.0000	39671
321	CHEW	chew	550.2500	-0.5210	0.9474	31073
3213	HIRE OR RENT	hire	535.2750	-0.5798	1.0000	38895
3215	CREEP	creep	547.1750	-0.5812	1.0000	32647
322	FIG	fig	571.0857	-0.3165	0.9474	35693
3222	TWIG	twig	600.1143	-0.1742	0.9474	53865
323	FAT (ORGANIC SUBSTANCE)	grease	538.9000	-0.5998	1.0000	37768
3230	DECEIVE	deceive	617.2821	-0.1562	1.0000	33361
3231	DEITY	god	530.3684	-0.5857	1.0000	37513
3243	CYPRESS	cypress	708.8182	0.2550	0.7105	33078
3247	KIWIFRUIT	kiwi	674.2353	0.0817	0.8947	40281
3248	MAPLE TREE	maple	645.1765	0.0755	0.9474	41714
325	FELT	felt	578.8158	-0.5193	1.0000	35568
3252	PANCREAS	pancreas	693.6389	0.4914	0.9000	43932
3258	FALCON	falcon	601.8919	-0.2051	0.9737	35355
326	CLOAK	cloak	575.0256	-0.3523	0.9750	31534
3260	HORNBILL	hornbill	659.8182	0.1883	0.3158	39105
3261	HORNET	hornet	576.5429	-0.3424	0.9250	39108
3262	HORSEFLY	horsefly	733.3571	0.7609	0.7632	39123
3263	LAP	lap	551.4444	-0.5525	0.9737	40539
3267	PULSE	pulse	573.3947	-0.5763	1.0000	45850
3268	QUESTION	question	545.5526	-0.6363	1.0000	46111
327	PONCHO	poncho	632.1892	-0.0797	0.9737	45128
3274	ENCIRCLE	surround	565.7750	-0.3735	1.0000	51819
3276	SUNSHINE	sunlight	551.8333	-0.5815	0.9474	51726
3279	MANTIS	mantis	828.3684	0.8306	0.5000	41695
3280	TUSK	tusk	623.4167	-0.0505	0.9000	53808
3282	GROOM	groom	570.2105	-0.3550	0.9750	37907
3283	CAGE	cage	545.3421	-0.6119	1.0000	30368
3284	GRAVEYARD	graveyard	566.2632	-0.3542	0.9500	37758
3287	BLOOM	bloom	588.1892	-0.4063	0.9737	29153
3288	WEED	weeds	556.2308	-0.5366	1.0000	54905
329	STOCKING	stocking	598.9211	-0.1462	1.0000	51178
3299	KIND	kind	543.7568	-0.7687	1.0000	40218
33	NETTLE	nettle	575.8250	-0.3705	1.0000	43037
330	HEADBAND	headband	610.1282	-0.0401	0.9750	38557
3302	QUARREL (VERB)	argue	575.5526	-0.3991	1.0000	27780
3303	PICTURE (PAINTING)	painting	541.5750	-0.6010	1.0000	43870
3304	PICTURE (PHOTOGRAPH)	photo	523.5000	-0.6331	1.0000	44525
331	HEADDRESS	headdress	745.2400	0.7473	0.7895	38561
3313	JACKAL	jackal	639.2353	-0.0606	0.8750	39771
3314	LYNX	lynx	641.2121	0.0582	0.8250	41494
3315	FLAX	flax	641.6364	0.2089	0.5500	35962
3316	HOPS	hops	655.0588	0.2116	0.9211	39097
3317	ELM	elm	673.7105	0.2415	0.9500	34832
332	RAG	rag	558.2162	-0.4537	0.9737	46251
3320	SNARE (TRAP)	snare	582.0000	-0.2679	0.9211	49862
3325	PEARL	pearl	559.3500	-0.4819	1.0000	44233
3327	AUTUMN OR HARVEST SEASON	harvest	494.3421	-0.8356	0.9750	38451
3329	YEARLING (HORSE)	yearling	680.2353	0.4940	0.4250	55716
333	PLAIT	plaits	715.7692	0.5504	0.7368	44815
3330	LENTILS	lentils	608.2000	-0.2299	0.9211	40839
3333	BELIEF (RELIGIOUS)	belief	546.5750	-0.4580	1.0000	28661
3334	RITE	rite	738.3077	0.7222	0.3947	47223
334	COOKHOUSE	cookhouse	797.0000	0.9582	0.4500	32196
3349	WRISTWATCH	wristwatch	690.2632	0.3307	0.9750	55630
3357	CUPBOARD	cupboard	613.1579	-0.3014	1.0000	32951
336	PADLOCK	padlock	564.4722	-0.3084	0.9000	43838
3368	POWDER	powder	555.8919	-0.5668	0.9737	45328
3375	PATIENT (SICK PERSON)	patient	568.5000	-0.4234	1.0000	44139
3376	ROBBER	robber	592.5000	-0.3796	0.9737	47275
338	RAKE	rake	563.5526	-0.3821	0.9500	46311
3382	PEACOCK	peacock	544.0000	-0.4729	1.0000	44216
3384	WEASEL	weasel	582.9459	-0.3469	0.9500	54874
3386	SULPHUR	sulphur	668.2500	0.1987	0.9737	51677
3389	MEASLES	measles	687.1143	0.0985	0.9474	41935
3396	BUILDING	building	597.1053	-0.2721	0.9500	30052
3399	WAREHOUSE	warehouse	593.8378	-0.3718	1.0000	54716
34	STAIRS	stairs	539.5789	-0.6649	1.0000	50836
3401	HENHOUSE	coop	679.5769	0.3968	0.7000	32216
3403	HORSE BARN	stable	578.6410	-0.3750	1.0000	50794
3404	TILE	tile	554.9706	-0.4967	0.9211	52876
3405	RULER	ruler	526.0250	-0.5776	1.0000	47543
3407	FILE (TOOL)	file	601.7059	-0.1615	0.8750	35710
341	SICKLE	sickle	611.7241	0.0704	0.7895	49113
3416	EVERY (EACH)	each	520.3333	-0.6354	0.9474	34642
342	HAY	hay	573.4000	-0.3820	0.9211	38538
3426	SURNAME	surname	588.1351	-0.3318	1.0000	51809
3429	COMPARE	compare	584.2051	-0.1816	1.0000	31920
343	VINE	vine	598.4737	-0.1906	0.9500	54436
344	TREE TRUNK	trunk	567.3243	-0.4081	0.9500	53672
3446	PINK	pink	550.1538	-0.5263	0.9750	44676
3447	BEGIN OR START	start	535.1351	-0.6607	0.9737	50932
345	SAP	sap	620.4138	-0.0793	0.7632	47802
3452	MUCH	much	599.3030	-0.2305	0.8684	42675
3455	COMMEND	praise	565.9459	-0.4655	0.9737	45341
3458	SILENCE	silence	530.4872	-0.5618	0.9750	49192
346	BANYAN	bough	701.8333	0.9362	0.3000	29508
3460	BEACH	beach	549.4872	-0.5333	1.0000	28468
3468	KINDNESS	kindness	562.0000	-0.4992	1.0000	40228
3469	LEVEL	level	525.3421	-0.7367	1.0000	40876
347	SORGHUM	sorghum	1137.0000	2.1125	0.0263	50179
3470	LIAR	liar	555.3750	-0.5899	1.0000	40896
3471	OBLIGATION (DUTY)	duty	574.0278	-0.4331	0.9474	34610
3475	SUFFICE	suffice	644.8529	0.0884	0.9474	51644
351	TARO	taro	768.3333	1.9005	0.1053	52269
353	STRIKE	strike	508.0000	-0.7011	0.9750	51409
3533	ONE MILLION	million	546.6579	-0.5504	1.0000	42190
3534	BEG	beg	534.9737	-0.6573	1.0000	28609
354	POUND	pound	565.2632	-0.6851	1.0000	45315
355	CUT DOWN	fell	510.6216	-0.7340	1.0000	35558
3551	FETCH	fetch	544.4615	-0.5562	0.9750	35613
3552	GREET	greet	699.2333	0.1434	0.8158	37807
3553	HELLO	hello	487.7179	-0.8876	1.0000	38724
3554	GOODBYE	farewell	545.7368	-0.4628	0.9500	35399
356	SHEARS	scissors	536.8750	-0.5651	1.0000	48050
359	POTTER	potter	665.6286	0.1347	0.9500	45296
3599	BILLION	billion	591.8889	-0.3151	0.9474	28858
3602	TRILLION	trillion	667.3333	0.1409	0.9211	53531
3608	WARRIOR	warrior	542.0000	-0.6352	0.9500	54753
361	PEG	peg	526.1111	-0.6047	0.9000	44302
3612	INDIGENOUS PEOPLES OF THE AMERICAS	indian	549.4474	-0.5918	1.0000	39535
3614	PANT	pant	568.3939	-0.4706	0.8947	43957
3615	BLEED	bleed	516.4103	-0.7170	0.9750	29042
3616	FAINT (PASS OUT)	faint	602.0000	-0.2706	1.0000	35322
3617	STUMBLE	stumble	548.1538	-0.4956	0.9750	51508
362	STRING	string	574.7368	-0.3932	0.9500	51414
3620	SLEEPY	sleepy	552.7500	-0.5563	1.0000	49537
3621	DISABLED PERSON	cripple	583.2432	-0.2883	0.9737	32713
3625	HEADACHE	headache	631.4412	-0.1699	0.8947	38555
3626	KNOW	know	572.0833	-0.4862	1.0000	40361
363	DWELL (LIVE, RESIDE)	dwell	607.2222	-0.2578	0.9474	34618
3630	PLAN	plan	507.5405	-0.7906	1.0000	44816
3631	PRETEND	pretend	559.4722	-0.4774	0.9474	45473
3633	CURIOUS	curious	526.0789	-0.6669	0.9500	32983
3634	STUBBORN	stubborn	563.8919	-0.5415	0.9500	51487
3635	ADULT	adult	497.8974	-0.8255	1.0000	27318
3637	WEAVER	weaver	627.7188	0.0237	0.8684	54881
3639	AVOID	avoid	551.4500	-0.5576	1.0000	28024
3640	GOSSIP	gossip	551.1842	-0.5272	0.9750	37609
3642	COMPLAIN	complain	603.5000	-0.3176	1.0000	31934
3643	AGREE	agree	544.8947	-0.6908	1.0000	27399
3645	PERSUADE	persuade	567.6750	-0.3537	1.0000	44426
3646	PROVERB	proverb	609.3514	-0.1725	0.9500	45723
3647	TICKLE (SOMEBODY)	tickle	580.9189	-0.3997	0.9737	52831
3648	SERVE (SOMEONE)	serve	571.2895	-0.4636	1.0000	48531
3649	PUNISH	punish	627.3514	-0.1283	1.0000	45880
365	SPLASH	splash	552.0000	-0.5958	0.9750	50491
3651	MUSH (FOOD)	mush	608.0000	-0.1486	0.8250	42780
3657	GRANARY	barn	547.8000	-0.5804	0.9211	28336
3658	BELLOWS	bellows	613.6286	0.0096	1.0000	28675
3659	POLISH (SOMETHING)	polish	603.2308	-0.2503	1.0000	45095
366	LIMP	limp	571.4000	-0.5649	0.9211	41011
3663	COWRIE SHELL	cowrie	1118.5000	2.0993	0.0526	32484
3665	TRAVEL	travel	498.1500	-0.7669	1.0000	53406
3666	WANDER	wander	606.0789	-0.1445	0.9750	54673
3667	LOST	lost	582.6667	-0.5430	0.9750	41335
367	RIDE	ride	557.6757	-0.4659	0.9737	47110
3670	PLUNDER	plunder	632.9429	-0.0242	0.9211	45015
3673	MOURNING	mourning	536.0000	-0.5016	1.0000	42636
3675	ZEBRA	zebra	587.5526	-0.3129	1.0000	55820
3676	SHREW	shrew	584.7692	-0.3458	0.9750	49003
3677	MONGOOSE	mongoose	666.4054	0.2471	0.9250	42460
3679	GROWL	growl	570.8684	-0.3803	1.0000	37972
3681	PARTRIDGE	partridge	644.3514	-0.0158	0.9750	44067
3682	PERCH (OF BIRD)	perch	641.4828	0.1187	0.8421	44374
3683	CACKLE	cackle	680.3143	0.2527	0.9211	30338
3684	PECK	peck	589.0811	-0.3233	0.9737	44249
3685	HISS	hiss	612.0270	-0.1580	0.9250	38901
3687	DESERT	desert	609.4722	-0.1363	0.9737	33597
3688	MARSH	marsh	566.1500	-0.4544	1.0000	41773
3689	BUBBLE	bubble	524.2051	-0.6414	0.9750	29986
369	OWE	owe	608.1316	-0.1902	0.9500	43782
3695	MOVEMENT	movement	529.5500	-0.6527	1.0000	42658
3697	DIP	dip	532.6154	-0.5724	0.9750	33789
3698	SINGE	singe	710.5263	0.5949	0.5263	49232
370	BARTER	barter	618.3871	-0.0271	0.8421	28357
3700	LENGTHEN	lengthen	606.7692	-0.1794	1.0000	40823
3701	HOLLOW	hollow	567.6842	-0.4772	0.9500	38995
3703	STICKY	sticky	571.3056	-0.4800	1.0000	51100
3707	BEIGE	beige	632.8485	-0.1462	0.8947	28644
3709	BRILLIANT	brilliant	518.8649	-0.7775	1.0000	29830
3712	RAINCOAT	raincoat	572.4474	-0.3475	0.9500	46288
3713	PHARYNX	pharynx	808.0000	0.8041	0.3684	44486
3714	LARYNX	larynx	782.2500	0.8546	0.6000	40574
3717	BADGER	badger	582.0000	-0.4308	0.9750	28136
3719	MARMOT	marmot	698.8462	0.5851	0.3947	41753
372	POINTED	pointed	524.7632	-0.6279	1.0000	45064
3721	FINCH	finch	682.1379	0.4227	0.7895	35746
3724	STORK	stork	648.3125	0.0994	0.8250	51263
3728	COURGETTE	courgette	667.4118	0.1054	0.9211	32419
3729	LETTUCE	lettuce	574.9189	-0.4936	0.9737	40872
3731	LYCHEE	lychee	644.5625	0.1741	0.8250	41484
3733	FERRY	ferry	622.2000	-0.2371	1.0000	35600
3734	CHIMPANZEE	chimp	605.6286	-0.0966	0.8750	31131
3736	INSTEP	instep	737.9130	0.5806	0.6316	39662
3739	MARTEN	marten	686.6667	0.7348	0.1053	41780
3740	WHIRLWIND	whirlwind	637.1944	-0.0490	0.9737	55116
3743	BRASS	brass	612.0513	-0.1268	0.9750	29659
3746	VASE	vase	622.4250	-0.1518	1.0000	54253
3747	SHAPE	shape	521.9744	-0.6820	1.0000	48676
375	SNIFF	sniff	578.6216	-0.4044	1.0000	49901
3750	KHAKI	khaki	698.0370	0.4077	0.7105	40176
3752	LILAC	lilac	585.6757	-0.2285	0.9250	40981
3756	FLORAL	floral	573.5676	-0.3492	0.9250	36091
3757	MUGGY	muggy	672.0690	0.1810	0.7632	42719
3758	WINDY	windy	547.1053	-0.5714	0.9500	55299
3759	FOGGY	foggy	594.3421	-0.2637	0.9750	36211
376	FRAGRANT	fragrant	586.8158	-0.1917	0.9750	36528
3762	SAFE	safe	520.1842	-0.6464	1.0000	47663
377	LOUD	loud	527.4722	-0.7097	0.9737	41342
3777	CATFISH	catfish	699.5758	0.2592	0.8684	30705
378	PINCH	pinch	585.6667	-0.4218	0.9250	44654
3780	PET	pet	533.0500	-0.6483	1.0000	44455
379	BLUNT	blunt	543.8158	-0.6061	1.0000	29223
38	SPREAD OUT	spread	524.9500	-0.6508	1.0000	50622
380	WRINKLED	creased	632.0769	0.0106	0.9750	32627
381	BLAME	blame	541.7750	-0.6563	1.0000	28982
382	GOVERN	govern	602.3421	-0.2723	1.0000	37631
383	MASTER	master	527.2000	-0.6837	1.0000	41829
384	FREEMAN	freeman	675.6970	0.2096	0.8750	36592
385	RESPECT (SOMEBODY)	respect	526.3000	-0.6343	1.0000	46930
387	SLING	sling	677.4211	0.2986	0.9500	49591
39	KEEN	keen	562.5897	-0.4206	0.9750	40119
391	BLESS	bless	539.1389	-0.6050	0.9474	29062
392	MAGIC	magic	515.8947	-0.6937	1.0000	41541
394	SHAMAN (FOLK HEALER)	shaman	626.6154	0.2637	0.3750	48646
395	PILL	pill	584.3846	-0.4237	0.9750	44628
398	PIERCE	pierce	593.0294	-0.3653	0.9000	44586
399	PLANTAIN	plantain	705.5769	0.7817	0.6750	44836
4	COURTYARD	courtyard	533.9429	-0.5980	0.9474	32442
40	ENVY	envy	507.3500	-0.6879	1.0000	35014
402	SURPASS	surpass	642.6765	0.1889	0.8500	51811
41	IGNORE	ignore	525.4595	-0.6581	0.9737	39431
410	YAM	yam	658.0476	0.0868	0.5789	55676
411	GOURD	gourd	701.3333	0.9262	0.1500	37624
419	SEVERE	severe	628.7632	-0.1255	1.0000	48568
42	STINKING	fetid	756.0909	0.8817	0.3158	35620
420	FOREST	jungle	522.7250	-0.7133	1.0000	40074
421	RETREAT	retreat	599.1282	-0.2136	1.0000	46999
43	LEAD (GUIDE)	guide	522.2500	-0.6122	1.0000	38037
430	TWIST	twist	534.4750	-0.6461	1.0000	53892
432	BLOWGUN	blowgun	647.1875	0.2347	0.4000	29180
438	CHIGGOE (JIGGER FLEA)	jigger	630.0952	0.4137	0.5750	39894
446	LOWER ARM	forearm	640.2632	0.0587	1.0000	36332
45	EVIL	wicked	579.3143	-0.3368	0.9250	55197
460	BREAK (OF ROPE)	snap	528.6250	-0.5847	1.0000	49851
467	CRAYFISH	crayfish	684.5429	0.2545	0.8750	32604
470	POSSUM	possum	685.7407	0.0912	0.8158	45245
474	DRESS	dress	533.1667	-0.6560	0.9474	34332
476	CUP	cup	541.6667	-0.6333	0.9737	32950
477	LATE	late	533.6111	-0.6242	0.9474	40600
478	LIP	lips	572.6667	-0.5059	0.9474	41068
479	GROW	grow	537.5526	-0.5516	0.9750	37968
480	PLATE	plate	526.7750	-0.6672	1.0000	44856
481	DISH	dishes	542.8947	-0.6452	1.0000	33861
483	COMPOUND	compound	592.1579	-0.2218	1.0000	31955
484	CONDEMN	condemn	647.3243	0.1184	0.9250	31999
487	SHY	shy	508.6944	-0.7578	0.9737	49091
489	KIDNEY	kidneys	550.7838	-0.5363	0.9737	40199
49	REFUSE	refuse	558.1750	-0.3963	1.0000	46698
491	CENTER	centre	568.8250	-0.3837	1.0000	30802
492	THREE	three	548.1944	-0.6411	0.9737	52710
493	FIVE	five	537.9211	-0.6758	1.0000	35838
494	FLIRT	flirt	545.3421	-0.6042	1.0000	36040
495	REVENGE	revenge	521.6000	-0.7159	0.9474	47022
497	SCAR	scar	560.5000	-0.5242	0.9474	47954
5	GAZELLE	gazelle	747.9091	0.2626	0.8947	37149
501	LIFT	lift	539.5385	-0.5357	1.0000	40948
503	FROG	frog	533.2051	-0.7301	1.0000	36710
504	LEARN	learn	507.7105	-0.7665	1.0000	40730
505	PARENTS	parents	549.3421	-0.5763	1.0000	44008
506	MAIZE	but	528.7895	-0.6810	0.9500	30263
507	MELON	melon	561.9750	-0.3070	1.0000	41986
508	PERIOD	period	542.9231	-0.6352	0.9750	44392
509	CERTAIN	certain	547.7105	-0.5563	1.0000	30813
51	SORE	sore	589.0278	-0.3847	0.9737	50174
518	SPARK	sparks	552.5897	-0.4778	1.0000	50312
52	SHIVER	tremble	591.8421	-0.3469	1.0000	53458
522	WOLF	wolf	577.1053	-0.4680	1.0000	55412
524	BARBEL	barbel	641.5833	0.3344	0.3000	28292
526	HOWL	howl	554.5789	-0.4572	1.0000	39213
528	DREADFUL	fearful	560.6579	-0.5079	1.0000	35505
53	SPIRIT	spirit	537.6410	-0.5752	1.0000	50474
530	FRECKLE	freckle	581.0000	-0.2070	0.9250	36572
533	GLUTTON	glutton	643.8571	0.1132	0.9000	37464
537	TURBID	turbid	699.8333	0.6755	0.4750	53761
539	NEST	nest	559.3514	-0.5358	0.9737	43020
540	PALATE	palate	704.9630	0.6943	0.7000	43882
543	SHUTTLE	shuttle	585.7941	-0.3842	0.8947	49088
544	SPICY	spicy	562.4750	-0.4240	1.0000	50427
547	SURFACE	surface	529.0250	-0.6421	1.0000	51788
55	WHISPER	whisper	553.6842	-0.5697	1.0000	55130
550	DILUTE	dilute	605.3611	-0.2077	0.9474	33746
554	HINDER	hinder	637.2647	0.0150	0.8947	38869
555	INFRINGE	infringe	758.6471	0.5880	0.9474	39579
568	RISE (MOVE UPWARDS)	rise	550.9500	-0.5074	1.0000	47208
569	SPOIL (BECOME SPOILED)	rot	596.7027	-0.3304	0.9737	47393
57	ATOP	atop	696.4545	0.5278	0.5750	27953
571	STING	sting	569.1000	-0.3081	1.0000	51134
573	SWAY	sway	577.1111	-0.3607	0.9474	51898
575	TREAD	tread	642.8889	-0.0577	0.9737	53423
576	DANDRUFF	dandruff	667.3514	0.3493	0.9250	33180
578	KISS	kiss	504.3077	-0.8221	1.0000	40264
579	BATTLE	battle	544.0278	-0.5271	1.0000	28446
58	LIQUID	liquid	498.0500	-0.7622	1.0000	41073
580	FUR	fur	547.7568	-0.5795	0.9737	36850
581	COME BACK	return	518.3000	-0.6873	1.0000	47007
582	LEND	lend	567.1622	-0.4736	0.9250	40817
583	KIND OR POLITE	polite	541.7949	-0.5662	1.0000	45097
585	BOOT	boots	528.3846	-0.5341	0.9750	29438
586	GARDEN	garden	519.3333	-0.7009	1.0000	37039
587	ANT	ant	538.2703	-0.6178	0.9737	27666
588	BROKEN	broken	521.2308	-0.6932	1.0000	29903
